     5.000     11.000     66.090     48.412     59.662     60.103     55.638      4.000      6.000      6.780      5.500      5.250      6.750     67.730      6.218     55.930      2.525      3.685      0.690      6.535      0.592
     3.000      8.000     56.330     43.267     39.633     47.093     34.777      3.000      3.000      8.750      5.000      6.870      8.000     47.616      6.218     42.937      2.525      2.650      0.690      7.476      0.592
     2.000     11.000     49.700     52.473     55.980     53.527     44.170      7.000      6.000      7.620      5.830      5.750      4.860     47.776      6.218     51.765      2.525      4.479      0.690      6.381      0.592
     3.000     10.000     56.330     37.718     47.807     38.371     46.026      2.000      5.000      3.330      2.000      2.000      0.250     49.360      6.218     42.887      2.525      2.257      0.690      2.363      0.592
     4.000      8.000     56.330     65.334     60.692     62.534     66.013      6.000      7.000      9.500      7.500      8.000      8.000     58.313      6.218     62.846      2.525      4.717      0.690      8.659      0.592
     6.000     15.000     81.870     67.499     60.766     55.672     60.881      4.000      5.000      6.860      5.140      8.250      6.000     83.153      6.218     61.499      2.525      3.689      0.690      7.052      0.592
     5.000     10.000     70.600     63.303     60.840     64.679     60.881      1.000      2.000      4.600      3.000      6.330      7.000     67.151      6.218     61.346      2.525      1.976      0.690      5.795      0.592
     2.000     10.000     56.330     46.246     59.662     46.949     48.866      5.000      3.000      7.500      5.000      5.000      6.500     46.687      6.218     50.904      2.525      3.273      0.690      6.406      0.592
     2.000     10.000     61.320     67.499     50.163     50.953     64.702      1.000          *      4.250      1.750      1.670      6.430     47.636      6.221     56.999      2.526      1.794      0.764      4.289      0.592
     5.000     12.000     70.600     45.163     50.310     55.814     47.009      1.000      1.000      3.500      4.000      5.000          *     67.357      6.220     49.622      2.531      1.557      0.691      4.500      0.695
     4.000     11.000     66.090     65.334     63.122     66.966     69.508      3.000      6.000      8.000      5.050      8.000      8.000     64.194      6.218     65.032      2.525      3.556      0.690      7.853      0.592
     5.000     11.000     70.600     63.167     59.588     62.677     60.770      2.000      3.000     10.870     10.250      9.000     10.330     69.954      6.218     61.330      2.525      2.877      0.690     10.135      0.592
     3.000     10.000     58.010          *          *          *          *      2.000      2.000      4.250      3.000      6.000      3.000     50.984      6.329     48.189      6.216      1.947      0.694      4.393      0.596
     3.000     11.000      7.320     58.836     60.692     69.253     69.508      1.000          *      2.500      1.330      3.400      1.000     46.097      6.221     61.195      2.526      1.666      0.764      2.699      0.592
     4.000     14.000     70.600     46.381     48.984     55.814     53.781          *      6.000      4.780      3.120      4.000      5.830     66.020      6.223     51.469      2.527      3.242      0.839      5.055      0.593
     3.000     10.000     58.010     58.971     53.698     57.959     62.955      2.000      2.000      9.400      6.500      7.000      8.000     53.840      6.218     57.700      2.525      2.386      0.690      8.071      0.592
     3.000     11.000      7.320     54.503     51.341     55.672     55.747      3.000      2.000      8.000      6.000      6.500      6.000     45.850      6.218     53.653      2.525      2.516      0.690      6.893      0.592
     4.000     14.000     70.600     56.805     66.583     56.100     62.519      6.000      2.000      9.870      9.500      9.870     11.000     69.301      6.218     60.984      2.525      3.967      0.690     10.148      0.592
     3.000     12.000     66.180     63.303     50.236     46.664     52.362      7.000      3.000      6.330      9.670      7.000      8.000     58.060      6.218     53.586      2.525      4.110      0.690      7.620      0.592
     2.000      5.000     56.330     34.332     45.450     36.226     40.128      1.000      0.000      2.430      2.000      3.000      3.500     35.206      6.218     39.619      2.525      0.960      0.690      2.990      0.592
     2.000     11.000     58.010     52.744     58.337     48.951     60.989      2.000      5.000      5.370      4.290      6.670      5.250     48.825      6.218     54.743      2.525      2.675      0.690      5.737      0.592
     3.000     10.000     56.330     37.718     45.524     36.799     41.658      2.000      1.000      3.500      6.120      4.000      3.800     49.169      6.218     41.272      2.525      1.668      0.690      4.244      0.592
     4.000     13.000     56.330     52.744     57.232     64.535     59.132      7.000      3.000      6.330      1.000      4.000      6.200     63.845      6.218     57.979      2.525      3.997      0.690      5.449      0.592
     3.000     13.000     66.180          *          *          *          *      7.000      8.000      5.670      7.250      8.000      5.750     60.250      6.329     55.906      6.216      4.998      0.694      6.826      0.596
     4.000          *     70.600     34.739     41.990     33.224     36.634      2.000      2.000      6.670      3.000      4.000      1.500     57.555      6.902     38.634      2.528      1.866      0.690      4.195      0.592
     2.000     10.000     20.260     48.277     42.063     37.513     50.613      3.000      2.000      7.560      7.370      6.870      6.710     39.296      6.218     45.355      2.525      2.411      0.690      7.092      0.592
     5.000     12.000     81.870     57.211     56.053     62.534     59.132      1.000      1.000      8.220      8.170      6.500      6.710     71.715      6.218     58.036      2.525      1.932      0.690      7.501      0.592
     2.000      8.000     56.330     54.775     43.168     51.238     53.890      0.000      2.000      4.550      4.000      3.500      5.000     42.207      6.218     49.807      2.525      1.292      0.690      4.571      0.592
     3.000     10.000     56.330     37.581     36.172     35.368     50.286          *      2.000      3.300      2.000      4.250      5.000     49.103      6.223     40.994      2.527      1.733      0.839      4.055      0.593
     3.000          *     56.330     55.722     50.826     47.378     55.747      2.000      5.000      7.250      7.400      6.000      8.000     52.495      6.902     52.580      2.528      2.808      0.690      7.283      0.592
     5.000     11.000     66.090     64.250     68.866     57.959     63.392      2.000      3.000      8.750      7.250      8.000      9.500     69.239      6.218     63.331      2.525      2.765      0.690      8.663      0.592
     3.000      4.000     61.320     42.185     40.811     48.951     47.119      0.000      2.000      1.860      3.500      1.000      1.000     40.731      6.218     43.666      2.525      0.996      0.690      2.026      0.592
     3.000     10.000     61.320     59.105     58.410     44.233     57.385      4.000      3.000      6.870      7.500      5.000      4.570     53.615      6.218     54.488      2.525      3.001      0.690      6.088      0.592
     4.000     11.000     66.090     50.442     56.348     53.240     52.143      2.000      6.000      7.250      3.620      4.000      5.000     61.069      6.218     53.172      2.525      2.897      0.690      5.601      0.592
     2.000      7.000     15.570     48.683     38.750     42.660     41.877      1.000      2.000          *      2.250      2.750      2.360     32.129      6.220     42.678      2.528      1.335      0.691      2.901      0.708
     5.000     12.000     49.700     63.167     63.343     71.542     64.375      4.000      6.000      8.120      5.000      7.040      8.500     68.571      6.218     64.598      2.525      3.894      0.690      7.832      0.592
     3.000     10.000     61.320     42.455     46.554     50.953     41.767      1.000      3.000      6.500      8.000      3.500      2.750     51.047      6.218     45.239      2.525      1.841      0.690      5.077      0.592
     2.000      9.000     56.330     42.049     33.816     35.655     46.900      3.000      2.000      5.670      4.330      4.000      4.330     42.318      6.218     40.563      2.525      2.181      0.690      4.848      0.592
     2.000     11.000     20.260     44.079     48.984     46.664     49.413      4.000      3.000      7.500      5.750      6.000      7.830     41.517      6.218     47.850      2.525      2.948      0.690      7.027      0.592
     3.000     13.000     66.180     43.810     39.560     33.368     41.658      3.000      3.000      7.330      5.330      5.120      8.120     56.404      6.218     41.964      2.525      2.625      0.690      6.759      0.592
     4.000     12.000     58.010     48.546     38.823     42.231     51.160      4.000      7.000      9.360      6.710      7.250      8.250     60.975      6.218     47.019      2.525      3.888      0.690      8.218      0.592
     3.000      3.000      7.320     42.320     41.769     40.230     46.026      5.000      5.000      6.870      4.120      8.750      7.000     32.384      6.218     43.842      2.525      3.541      0.690      6.980      0.592
     2.000     11.000     58.010     58.836     64.595     69.397     59.023      4.000          *      5.330      2.500      0.670      1.670     49.556      6.221     60.366      2.526      2.923      0.764      3.346      0.592
     2.000     11.000     32.450     52.608     42.652     35.797     46.900      3.000      2.000      4.600      5.250      4.000      5.500     42.266      6.218     45.092      2.525      2.239      0.690      4.975      0.592
     1.000      5.000     27.410     52.473     49.059     53.669     52.251      5.000      8.000      1.200      2.330      3.670      0.000     27.931      6.218     50.066      2.525      3.712      0.690      2.193      0.592
     3.000     12.000     66.090     59.105     52.445     60.674     53.890      6.000      2.000      8.750      4.500      7.000      9.120     58.552      6.218     56.724      2.525      3.674      0.690      7.984      0.592
     2.000      9.000     20.260     46.922     39.706     40.373     40.784      3.000      2.000      7.620      3.870      5.830      6.670     37.164      6.218     43.142      2.525      2.314      0.690      6.375      0.592
     3.000     10.000     56.330     40.967     46.923     44.375     28.660      1.000      2.000      2.200      3.500      1.000      2.600     48.579      6.218     40.796      2.525      1.371      0.690      2.505      0.592
     3.000     12.000     49.700     39.748     50.236     58.101     38.272      1.000      1.000      4.250      4.250      2.000      5.000     51.930      6.218     46.344      2.525      1.408      0.690      4.154      0.592
     5.000     13.000     27.410     56.805     64.227     51.238     60.881      3.000      5.000      7.400      4.330      7.000      5.750     64.531      6.218     58.335      2.525      3.199      0.690      6.653      0.592
     2.000     10.000     66.090     54.775     51.341     55.814     55.747      1.000      1.000      6.120      7.500      6.140      6.000     48.091      6.218     53.369      2.525      1.657      0.690      6.391      0.592
     4.000          *     49.700     54.775     53.698     39.944     60.770      2.000      3.000      9.250      9.250      8.000      8.670     58.353      6.902     53.083      2.528      2.605      0.690      8.732      0.592
     3.000     11.000     32.450          *          *          *          *      1.000      0.000      7.620      5.500      5.500      8.330     49.181      6.329     51.350      6.216      1.512      0.694      7.013      0.596
     3.000     10.000     15.570     50.577     53.771     44.520     34.777      2.000      3.000      9.500      9.290      8.790     10.250     44.999      6.218     47.487      2.525      2.519      0.690      9.249      0.592
     2.000      8.000     20.260     41.102     41.400     30.937     42.422      2.000      5.000      0.860      1.000      1.250      1.870     33.851      6.218     39.500      2.525      2.075      0.690      1.664      0.592
     6.000     11.000     81.870     65.334     68.940     69.253     66.013      1.000      2.000      4.330      6.820      6.400      5.190     76.968      6.218     65.434      2.525      2.075      0.690      5.822      0.592
     3.000      9.000     56.330     41.914     47.070     46.664     40.128      0.000      0.000      7.250      6.000      5.750      3.500     48.274      6.218     44.343      2.525      0.993      0.690      5.638      0.592
     2.000      9.000     20.260     46.110     49.353     44.520     57.276      2.000      0.000      5.000      6.000      6.500      5.000     37.808      6.218     48.742      2.525      1.619      0.690      5.599      0.592
     5.000     11.000     70.600     48.546     49.059     53.383     53.890      4.000      3.000      7.360      5.830      9.750      8.500     67.896      6.218     52.308      2.525      3.235      0.690      8.123      0.592
     3.000      7.000     66.180          *          *          *          *      1.000      2.000      1.920      3.800      0.670      2.430     46.351      6.329     43.963      6.216      1.383      0.694      2.407      0.596
     2.000      9.000     66.180     27.294     45.450     38.371     32.156      1.000      2.000      3.500      5.400      1.600      3.670     42.591      6.218     36.829      2.525      1.385      0.690      3.507      0.592
     6.000     14.000     81.870     63.303     68.866     64.679     67.761      5.000      6.000     10.250     11.500     11.500     11.100     83.839      6.218     66.252      2.525      4.597      0.690     11.044      0.592
     2.000     11.000     56.330     52.744     37.424     44.520     46.791      1.000      2.000      7.000      5.000      8.000      8.330     46.824      6.218     46.358      2.525      1.840      0.690      7.280      0.592
     3.000     11.000     56.330     47.328     58.483     49.523     48.539      1.000          *      2.000      1.800      2.000      2.000     52.017      6.221     50.265      2.526      1.536      0.764      2.413      0.592
     2.000     10.000     27.410     50.713     46.702     40.086     57.385      2.000      1.000      3.500      6.500      5.000      5.000     40.312      6.218     48.213      2.525      1.750      0.690      4.901      0.592
     3.000      8.000     56.330     65.334     61.871     57.816     66.013      7.000      6.000      8.000      7.900      8.500      9.000     52.624      6.218     62.083      2.525      4.808      0.690      8.603      0.592
     3.000      7.000     61.320     61.136     68.866     62.390     53.890      2.000      1.000      7.000      9.000      8.330      9.750     50.465      6.218     60.543      2.525      2.239      0.690      8.374      0.592
     1.000      9.000     20.260     39.883     51.414     46.949     43.515      2.000          *      1.330      8.000      2.500      5.000     31.146      6.221     44.542      2.526      1.867      0.764      3.826      0.592
     3.000     11.000     66.180     67.499     66.583     71.542     64.266      2.000      1.000      8.370      4.330      8.120      9.290     58.333      6.218     65.954      2.525      2.317      0.690      8.128      0.592
     3.000      9.000     56.330     46.381     47.807     51.096     55.638      2.000      3.000      8.000      9.000      5.750      8.000     50.487      6.218     50.157      2.525      2.434      0.690      7.623      0.592
     2.000      7.000     61.320     37.853     44.493     42.375     26.367      2.000      6.000      1.180      2.500      3.330      0.630     39.220      6.218     38.468      2.525      2.314      0.690      2.070      0.592
     1.000      4.000          *     67.499     66.877     60.245     60.989      2.000      2.000      3.370      5.000      5.500      5.500     28.644      6.823     61.157      2.527      2.013      0.690      4.995      0.592
     6.000     12.000     49.700     59.105     66.510     60.245     56.511      2.000      8.000      7.620      7.500      7.250      7.250     73.141      6.218     60.476      2.525      3.588      0.690      7.641      0.592
     3.000     10.000     66.090     57.887     48.027     49.094     52.143      2.000      5.000      4.780      6.000      4.000      3.000     53.250      6.218     51.187      2.525      2.561      0.690      4.596      0.592
     6.000     12.000     81.870     50.577     45.450     51.382     49.413      2.000      5.000      6.620      7.000      7.430      6.200     76.037      6.218     50.266      2.525      2.882      0.690      6.928      0.592
     4.000     10.000     61.320     36.906     50.163     42.231     50.396      1.000      2.000      3.370      4.830      2.750      3.500     56.199      6.218     45.160      2.525      1.568      0.690      3.754      0.592
     3.000      4.000     20.260     42.049     64.227     55.672     53.890      3.000      2.000      8.120      8.250      7.250      8.330     37.713      6.218     53.370      2.525      2.561      0.690      7.939      0.592
     1.000          *     56.330     42.185     36.172     33.224     40.020          *          *      0.000      0.000      0.000      0.000     32.497      6.915     37.917      2.531      1.030      0.985      0.439      0.594
     4.000     10.000     61.320     61.272     67.835     60.245     54.000      5.000      7.000      8.910      9.500     10.000     10.000     61.875      6.218     60.996      2.525      4.482      0.690      9.624      0.592
     2.000      3.000     27.410     33.657     30.355     46.807     50.396      4.000          *      3.750      6.750      8.500      4.750     28.863      6.221     40.247      2.526      2.781      0.764      5.694      0.592
     1.000      6.000     15.570          *          *          *          *      3.000      4.000      5.620      3.830      6.250      4.830     26.718      6.329     45.620      6.216      2.564      0.694      5.397      0.596
     4.000     12.000     70.600     40.018     38.823     33.510     34.886      2.000      4.000      8.640      7.000      7.870      7.120     60.941      6.218     39.760      2.525      2.571      0.690      7.675      0.592
     3.000     12.000     66.090     50.713     57.084     55.672     54.000      1.000      2.000      7.180      5.890      6.330      8.100     57.121      6.218     54.258      2.525      1.964      0.690      7.126      0.592
     3.000     11.000     66.090     50.713     52.077     57.816     52.362      3.000      1.000      8.140      7.830      7.000      8.830     55.836      6.218     53.218      2.525      2.482      0.690      8.034      0.592
     5.000     10.000     70.600     36.769     42.578     50.096     44.279      4.000      6.000      4.890      3.000      4.710      5.620     64.354      6.218     44.784      2.525      3.424      0.690      5.104      0.592
     3.000     10.000     61.320          *          *          *          *      2.000      6.000      9.750      5.000      7.000      9.000     54.299      6.329     55.393      6.216      3.117      0.694      8.251      0.596
     2.000     10.000     66.180     65.334     67.688     69.253     66.013      2.000      7.000     10.080     10.120      8.500     10.800     52.102      6.218     65.510      2.525      3.542      0.690      9.933      0.592
     2.000          *     27.410     44.350     34.994     40.086     31.282      1.000      1.000      7.250      8.330      8.000      5.000     35.461      6.902     38.803      2.528      1.469      0.690      6.762      0.592
     3.000      7.000     66.090     42.455     36.172     47.093     45.153      2.000      1.000      3.400      3.500      4.000      2.500     46.427      6.218     42.688      2.525      1.609      0.690      3.576      0.592
     4.000     13.000     66.180     61.001     45.450     53.383     53.781      2.000      3.000      8.000      5.000      8.300      9.290     64.657      6.218     54.156      2.525      2.592      0.690      8.072      0.592
     4.000     12.000     70.600     31.355     46.629     40.086     42.204      3.000      5.000      6.000      2.750      5.250      4.500     61.003      6.218     42.055      2.525      2.876      0.690      5.133      0.592
     3.000      4.000     15.570     40.830     38.381     37.942     34.777      5.000          *      1.330      3.330      5.000      1.330     33.056      6.221     38.616      2.526      2.870      0.764      2.814      0.592
     2.000     10.000     70.600     35.281     54.875     51.096     52.143          *      6.000      1.000      2.000      3.200      2.000     47.363      6.223     47.711      2.527      2.699      0.839      2.459      0.593
     4.000     10.000     61.320     38.124     45.377     42.375     45.262      2.000      3.000      3.500      4.170      4.000      3.000     56.105      6.218     43.464      2.525      2.064      0.690      3.862      0.592
     4.000     12.000     66.180     54.775     49.132     46.807     51.269      1.000      2.000      5.000      4.000      5.750      5.620     61.606      6.218     50.897      2.525      1.804      0.690      5.423      0.592
     6.000     13.000     81.870     48.412     49.205     28.792     49.521      2.000      3.000      6.200      5.800      6.750      6.750     76.521      6.218     46.555      2.525      2.444      0.690      6.545      0.592
     3.000     11.000     56.330     44.216     45.524     51.525     48.757      1.000      0.000      5.150      5.220      4.830      6.700     52.074      6.218     47.545      2.525      1.367      0.690      5.636      0.592
     3.000     11.000     66.090     37.853     40.811     44.375     57.494      2.000      2.000      4.000      1.830      2.500      4.000     53.070      6.218     45.269      2.525      1.866      0.690      3.682      0.592
     6.000          *     81.870          *          *          *          *      3.000      2.000      9.670      7.250      8.250      8.430     80.772      7.054     60.932      6.247      2.946      0.694      8.750      0.596
     4.000     12.000     66.180     61.001     66.657     69.110     57.494      2.000      4.000      7.330      6.120      7.120      5.570     64.584      6.218     62.227      2.525      2.753      0.690      6.857      0.592
     5.000     10.000     56.330     57.075     54.875     64.964     54.764      1.000      2.000      5.750      3.750      4.650      5.700     63.776      6.218     56.937      2.525      1.884      0.690      5.484      0.592
     2.000     10.000     27.410     47.193     53.035     31.508     52.143      0.000      4.000      3.000      4.500      3.500      3.250     39.513      6.218     46.030      2.525      1.524      0.690      3.639      0.592
     4.000     13.000     66.180     63.303     59.883     64.679     66.013      2.000      4.000      9.270      7.000      8.900     10.000     66.788      6.218     62.877      2.525      2.974      0.690      9.149      0.592
     2.000      5.000     15.570     57.075     49.574     51.096     50.941      3.000      5.000     10.370      7.000      8.640      9.870     33.204      6.218     52.387      2.525      3.189      0.690      9.193      0.592
     3.000     11.000     27.410          *          *          *          *      3.000      8.000      7.620      8.300      8.750      9.500     50.564      6.329     55.739      6.216      3.818      0.694      8.583      0.596
     2.000      7.000     27.410     43.944     49.132     46.520     48.866      4.000      3.000      6.340      6.800      6.540      6.630     36.481      6.218     47.257      2.525      2.876      0.690      6.593      0.592
     3.000      8.000     66.090     42.320     39.706     35.797     39.255      2.000      3.000      4.060      4.750      2.000      5.000     47.771      6.218     40.431      2.525      2.010      0.690      4.136      0.592
     2.000      7.000     15.570          *          *          *          *      1.000      0.000          *      8.170      7.250      8.800     34.664      6.333     49.863      6.251      1.492      0.695      7.858      0.717
     5.000     13.000     66.090     56.669     48.984     57.816     54.764      2.000      8.000      8.250      3.830      5.750      8.620     70.678      6.218     55.245      2.525      3.495      0.690      7.361      0.592
     1.000      8.000     56.330     58.836     64.301     53.383     66.013      2.000      2.000      1.330      1.330      3.000      5.330     38.395      6.218     58.582      2.525      1.893      0.690      3.327      0.592
     5.000     13.000     66.090     56.940     66.583     66.966     59.023      5.000      7.000      9.000      7.330      8.500     10.570     72.978      6.218     62.494      2.525      4.526      0.690      9.265      0.592
     1.000      5.000     15.570     42.591     44.714     45.091     31.282      1.000      2.000      8.750      5.000     11.000      6.500     24.648      6.218     42.094      2.525      1.721      0.690      7.818      0.592
     3.000     12.000     56.330     56.805     42.505     53.527     46.900      2.000      8.000      9.670      5.000      7.500      9.690     55.815      6.218     51.097      2.525      3.471      0.690      8.508      0.592
     1.000      8.000     20.260     41.102     37.351     53.527     48.757      2.000      3.000      2.500      5.000      2.000      2.000     29.268      6.218     43.637      2.525      1.837      0.690      2.933      0.592
     2.000      9.000     15.570     45.840     59.514     55.672     58.149      2.000      5.000      6.370      5.140      7.400      6.000     38.701      6.218     53.903      2.525      2.675      0.690      6.467      0.592
     3.000     12.000     56.330     48.412     54.949     52.240     47.883      3.000      2.000      6.870      5.600      8.000      7.000     55.164      6.218     51.383      2.525      2.558      0.690      7.062      0.592
     4.000          *     70.600     56.805     59.662     53.527     50.504      3.000      5.000      9.120     10.620     10.250     10.570     64.143      6.902     55.983      2.528      3.460      0.690      9.929      0.592
     3.000     12.000     56.330     52.744     40.959     55.956     54.000          *      3.000      5.120      4.000      3.250      4.000     54.263      6.223     50.197      2.527      2.249      0.839      4.540      0.593
     2.000     10.000     66.180     50.713     47.291     42.517     43.077      1.000      4.000      6.500      8.750      9.000      5.000     47.097      6.218     46.532      2.525      2.183      0.690      6.956      0.592
     3.000     11.000     61.320     50.577     30.282     42.088     50.504      0.000      0.000      5.620      5.000      7.250      6.830     52.242      6.218     44.183      2.525      1.070      0.690      6.277      0.592
     3.000     11.000     61.320          *          *          *          *      1.000      3.000      8.000      5.600      7.000      8.500     54.921      6.329     53.794      6.216      2.173      0.694      7.592      0.596
     5.000     12.000     70.600     58.971     45.597     55.672     50.504      1.000      3.000      8.250      6.700      6.620      7.000     68.939      6.218     53.058      2.525      2.223      0.690      7.382      0.592
     5.000     10.000     70.600     59.105     49.205     55.672     62.519      3.000      5.000      7.250      6.500      8.000     10.140     67.404      6.218     56.931      2.525      3.344      0.690      8.298      0.592
     5.000          *     56.330     61.272     62.975     46.664     54.000      5.000      4.000      8.110      7.500      7.000      9.060     68.075      6.902     57.214      2.528      3.795      0.690      8.163      0.592
     4.000     13.000     56.330     58.836     67.688     62.390     64.266      4.000      6.000      8.500      6.570      9.710      9.500     65.568      6.218     63.051      2.525      3.959      0.690      8.946      0.592
     2.000     12.000     66.180     50.442     55.391     55.672     50.504      3.000      3.000      4.250      4.750      5.840      7.750     51.324      6.218     52.799      2.525      2.635      0.690      5.912      0.592
     3.000      7.000     15.570     48.412     59.588     51.954     69.508      1.000      2.000      6.250      8.000      5.000      4.570     41.066      6.218     55.471      2.525      1.781      0.690      5.896      0.592
     3.000     10.000     15.570     46.652     43.536     39.944     48.757      0.000      3.000      5.000      7.250      5.000      6.500     43.356      6.218     45.042      2.525      1.540      0.690      5.795      0.592
     4.000     10.000     56.330     47.871     39.706     48.809     48.647      2.000      0.000      5.000      3.110      2.750      2.100     55.516      6.218     46.109      2.525      1.520      0.690      3.684      0.592
     3.000      7.000     56.330     43.810     50.163     57.959     45.371      1.000      3.000      4.670      5.170      4.250      2.250     46.120      6.218     48.340      2.525      1.770      0.690      4.208      0.592
     3.000      3.000     56.330     61.272     58.410     64.679     56.621      3.000      2.000      7.170      9.330      7.830      6.000     43.163      6.218     58.395      2.525      2.595      0.690      7.400      0.592
     3.000     10.000     20.260     54.775     52.666     60.103     60.770      3.000      1.000      4.000      5.000      7.570      7.000     46.677      6.218     55.818      2.525      2.287      0.690      6.071      0.592
     3.000          *     70.600     57.075     45.597     49.380     50.504      1.000      2.000      6.000      4.330      5.000      7.500     54.166      6.902     50.860      2.528      1.821      0.690      6.086      0.592
     4.000     12.000     70.600     54.503     54.802     46.520     50.396      5.000      4.000     11.000      8.000      9.750     11.000     64.789      6.218     53.468      2.525      3.915      0.690     10.170      0.592
     3.000     10.000     66.090     54.638     39.633     42.231     50.396      2.000      2.000      6.500      4.200      4.000      4.250     52.308      6.218     47.122      2.525      2.009      0.690      5.135      0.592
     4.000     10.000     70.600     67.499     67.688     57.243     69.508      0.000      2.000     10.600     10.500     10.620     10.830     63.307      6.218     64.792      2.525      2.087      0.690     10.518      0.592
     5.000     13.000     70.600     50.713     53.698     57.816     49.413      5.000      3.000      9.330      8.750      9.500      6.000     71.382      6.218     53.606      2.525      3.614      0.690      8.420      0.592
     3.000     10.000     56.330     61.001     61.871     49.238     52.362      4.000      5.000      8.750      8.000      7.620      9.000     53.960      6.218     56.561      2.525      3.603      0.690      8.484      0.592
     3.000      8.000     66.090     48.412     52.519     60.245     57.276      6.000      7.000      6.500      6.500      5.750      9.000     52.307      6.218     54.391      2.525      4.476      0.690      7.294      0.592
     3.000      6.000     56.330     53.556     47.733     50.953     52.251      1.000      1.000      3.500      4.000      2.000      5.000     44.755      6.218     50.146      2.525      1.389      0.690      3.936      0.592
     2.000      9.000     27.410     41.914     41.990     39.944     53.890      2.000      4.000      2.440      1.830      2.200      1.000     37.540      6.218     43.947      2.525      2.014      0.690      2.306      0.592
     4.000      7.000     56.330     57.075     50.163     55.814     62.519      3.000      2.000      7.000      7.250      6.500      7.500     54.143      6.218     55.650      2.525      2.610      0.690      7.211      0.592
     6.000     14.000     81.870     63.438     57.158     53.383     57.494      1.000      3.000      9.750      8.000      8.000      9.600     80.986      6.218     58.693      2.525      2.496      0.690      9.066      0.592
     2.000      9.000      7.320     44.757     52.225     47.378     42.532      6.000      5.000      6.750      7.500      6.330      8.670     36.786      6.218     47.445      2.525      3.955      0.690      7.350      0.592
     4.000     10.000     70.600     48.412     43.241     42.375     43.515      1.000      2.000      6.500      5.000      3.500      6.000     58.262      6.218     45.439      2.525      1.740      0.690      5.549      0.592
     3.000      6.000     15.570     54.909     46.702     51.238     52.143      1.000      3.000      6.330      6.000      5.000      2.600     38.345      6.218     50.092      2.525      1.822      0.690      5.079      0.592
     3.000     10.000     15.570     50.713     43.315     53.527     40.020      1.000      1.000      4.800      1.870      4.250      5.000     43.373      6.218     46.826      2.525      1.395      0.690      4.485      0.592
     6.000     15.000     81.870     61.272     46.629     62.534     52.143      3.000      3.000      8.670      5.870      5.000      8.170     81.853      6.218     56.116      2.525      2.975      0.690      7.481      0.592
