63.167 59.588 62.677 60.77 70.6 2 1 3 10.87 10.25 9 10.33 0 11 5
-999 -999 -999 -999 58.01 2 1 2 4.25 3 6 3 0 10 3
58.836 60.692 69.253 69.508 7.32 1 0 -999 2.5 1.33 3.4 1 1 11 3
46.381 48.984 55.814 53.781 70.6 -999 1 6 4.78 3.12 4 5.83 1 14 4
58.971 53.698 57.959 62.955 58.01 2 1 2 9.4 6.5 7 8 1 10 3
54.503 51.341 55.672 55.747 7.32 3 1 2 8 6 6.5 6 1 11 3
56.805 66.583 56.1 62.519 70.6 6 1 2 9.87 9.5 9.87 11 1 14 4
63.303 50.236 46.664 52.362 66.18 7 1 3 6.33 9.67 7 8 0 12 3
34.332 45.45 36.226 40.128 56.33 1 0 0 2.43 2 3 3.5 1 5 2
52.744 58.337 48.951 60.989 58.01 2 1 5 5.37 4.29 6.67 5.25 1 11 2
37.718 45.524 36.799 41.658 56.33 2 0 1 3.5 6.12 4 3.8 1 10 3
52.744 57.232 64.535 59.132 56.33 7 1 3 6.33 1 4 6.2 1 13 4
-999 -999 -999 -999 66.18 7 1 8 5.67 7.25 8 5.75 1 13 3
34.739 41.99 33.224 36.634 70.6 2 -999 2 6.67 3 4 1.5 1 -999 4
48.277 42.063 37.513 50.613 20.26 3 0 2 7.56 7.37 6.87 6.71 1 10 2
57.211 56.053 62.534 59.132 81.87 1 1 1 8.22 8.17 6.5 6.71 1 12 5
54.775 43.168 51.238 53.89 56.33 0 1 2 4.55 4 3.5 5 1 8 2
37.581 36.172 35.368 50.286 56.33 -999 1 2 3.3 2 4.25 5 1 10 3
55.722 50.826 47.378 55.747 56.33 2 1 5 7.25 7.4 6 8 1 -999 3
64.25 68.866 57.959 63.392 66.09 2 1 3 8.75 7.25 8 9.5 1 11 5
42.185 40.811 48.951 47.119 61.32 0 1 2 1.86 3.5 1 1 1 4 3
59.105 58.41 44.233 57.385 61.32 4 1 3 6.87 7.5 5 4.57 0 10 3
50.442 56.348 53.24 52.143 66.09 2 1 6 7.25 3.62 4 5 0 11 4
48.683 38.75 42.66 41.877 15.57 1 1 2 -999 2.25 2.75 2.36 1 7 2
63.167 63.343 71.542 64.375 49.7 4 1 6 8.12 5 7.04 8.5 0 12 5
42.455 46.554 50.953 41.767 61.32 1 1 3 6.5 8 3.5 2.75 1 10 3
42.049 33.816 35.655 46.9 56.33 3 1 2 5.67 4.33 4 4.33 1 9 2
44.079 48.984 46.664 49.413 20.26 4 1 3 7.5 5.75 6 7.83 0 11 2
43.81 39.56 33.368 41.658 66.18 3 1 3 7.33 5.33 5.12 8.12 1 13 3
48.546 38.823 42.231 51.16 58.01 4 1 7 9.36 6.71 7.25 8.25 0 12 4
42.32 41.769 40.23 46.026 7.32 5 1 5 6.87 4.12 8.75 7 1 3 3
58.836 64.595 69.397 59.023 58.01 4 1 -999 5.33 2.5 0.67 1.67 0 11 2
52.608 42.652 35.797 46.9 32.45 3 1 2 4.6 5.25 4 5.5 0 11 2
52.473 49.059 53.669 52.251 27.41 5 1 8 1.2 2.33 3.67 0 0 5 1
59.105 52.445 60.674 53.89 66.09 6 1 2 8.75 4.5 7 9.12 0 12 3
46.922 39.706 40.373 40.784 20.26 3 1 2 7.62 3.87 5.83 6.67 0 9 2
40.967 46.923 44.375 28.66 56.33 1 1 2 2.2 3.5 1 2.6 1 10 3
39.748 50.236 58.101 38.272 49.7 1 1 1 4.25 4.25 2 5 0 12 3
56.805 64.227 51.238 60.881 27.41 3 1 5 7.4 4.33 7 5.75 0 13 5
54.775 51.341 55.814 55.747 66.09 1 1 1 6.12 7.5 6.14 6 1 10 2
54.775 53.698 39.944 60.77 49.7 2 1 3 9.25 9.25 8 8.67 0 -999 4
-999 -999 -999 -999 32.45 1 1 0 7.62 5.5 5.5 8.33 1 11 3
50.577 53.771 44.52 34.777 15.57 2 1 3 9.5 9.29 8.79 10.25 0 10 3
41.102 41.4 30.937 42.422 20.26 2 0 5 0.86 1 1.25 1.87 0 8 2
65.334 68.94 69.253 66.013 81.87 1 1 2 4.33 6.82 6.4 5.19 1 11 6
41.914 47.07 46.664 40.128 56.33 0 0 0 7.25 6 5.75 3.5 0 9 3
46.11 49.353 44.52 57.276 20.26 2 1 0 5 6 6.5 5 0 9 2
48.546 49.059 53.383 53.89 70.6 4 1 3 7.36 5.83 9.75 8.5 0 11 5
-999 -999 -999 -999 66.18 1 0 2 1.92 3.8 0.67 2.43 1 7 3
27.294 45.45 38.371 32.156 66.18 1 1 2 3.5 5.4 1.6 3.67 1 9 2
63.303 68.866 64.679 67.761 81.87 5 1 6 10.25 11.5 11.5 11.1 0 14 6
52.744 37.424 44.52 46.791 56.33 1 1 2 7 5 8 8.33 0 11 2
47.328 58.483 49.523 48.539 56.33 1 1 -999 2 1.8 2 2 0 11 3
50.713 46.702 40.086 57.385 27.41 2 1 1 3.5 6.5 5 5 0 10 2
65.334 61.871 57.816 66.013 56.33 7 1 6 8 7.9 8.5 9 0 8 3
61.136 68.866 62.39 53.89 61.32 2 1 1 7 9 8.33 9.75 0 7 3
39.883 51.414 46.949 43.515 20.26 2 1 -999 1.33 8 2.5 5 0 9 1
67.499 66.583 71.542 64.266 66.18 2 1 1 8.37 4.33 8.12 9.29 1 11 3
46.381 47.807 51.096 55.638 56.33 2 1 3 8 9 5.75 8 0 9 3
37.853 44.493 42.375 26.367 61.32 2 0 6 1.18 2.5 3.33 0.63 1 7 2
67.499 66.877 60.245 60.989 -999 2 1 2 3.37 5 5.5 5.5 0 4 1
59.105 66.51 60.245 56.511 49.7 2 1 8 7.62 7.5 7.25 7.25 1 12 6
57.887 48.027 49.094 52.143 66.09 2 1 5 4.78 6 4 3 0 10 3
50.577 45.45 51.382 49.413 81.87 2 1 5 6.62 7 7.43 6.2 1 12 6
36.906 50.163 42.231 50.396 61.32 1 1 2 3.37 4.83 2.75 3.5 1 10 4
42.049 64.227 55.672 53.89 20.26 3 1 2 8.12 8.25 7.25 8.33 1 4 3
42.185 36.172 33.224 40.02 56.33 -999 0 -999 0 0 0 0 0 -999 1
61.272 67.835 60.245 54 61.32 5 1 7 8.91 9.5 10 10 0 10 4
33.657 30.355 46.807 50.396 27.41 4 1 -999 3.75 6.75 8.5 4.75 0 3 2
-999 -999 -999 -999 15.57 3 0 4 5.62 3.83 6.25 4.83 0 6 1
40.018 38.823 33.51 34.886 70.6 2 0 4 8.64 7 7.87 7.12 1 12 4
50.713 57.084 55.672 54 66.09 1 1 2 7.18 5.89 6.33 8.1 1 12 3
50.713 52.077 57.816 52.362 66.09 3 1 1 8.14 7.83 7 8.83 1 11 3
36.769 42.578 50.096 44.279 70.6 4 0 6 4.89 3 4.71 5.62 1 10 5
-999 -999 -999 -999 61.32 2 1 6 9.75 5 7 9 0 10 3
65.334 67.688 69.253 66.013 66.18 2 1 7 10.08 10.12 8.5 10.8 1 10 2
44.35 34.994 40.086 31.282 27.41 1 0 1 7.25 8.33 8 5 1 -999 2
42.455 36.172 47.093 45.153 66.09 2 1 1 3.4 3.5 4 2.5 1 7 3
61.001 45.45 53.383 53.781 66.18 2 1 3 8 5 8.3 9.29 0 13 4
31.355 46.629 40.086 42.204 70.6 3 1 5 6 2.75 5.25 4.5 0 12 4
40.83 38.381 37.942 34.777 15.57 5 1 -999 1.33 3.33 5 1.33 1 4 3
35.281 54.875 51.096 52.143 70.6 -999 0 6 1 2 3.2 2 1 10 2
38.124 45.377 42.375 45.262 61.32 2 1 3 3.5 4.17 4 3 0 10 4
54.775 49.132 46.807 51.269 66.18 1 0 2 5 4 5.75 5.62 0 12 4
48.412 49.205 28.792 49.521 81.87 2 0 3 6.2 5.8 6.75 6.75 1 13 6
44.216 45.524 51.525 48.757 56.33 1 1 0 5.15 5.22 4.83 6.7 1 11 3
37.853 40.811 44.375 57.494 66.09 2 1 2 4 1.83 2.5 4 1 11 3
-999 -999 -999 -999 81.87 3 1 2 9.67 7.25 8.25 8.43 0 -999 6
61.001 66.657 69.11 57.494 66.18 2 1 4 7.33 6.12 7.12 5.57 1 12 4
57.075 54.875 64.964 54.764 56.33 1 1 2 5.75 3.75 4.65 5.7 0 10 5
47.193 53.035 31.508 52.143 27.41 0 1 4 3 4.5 3.5 3.25 0 10 2
63.303 59.883 64.679 66.013 66.18 2 1 4 9.27 7 8.9 10 0 13 4
57.075 49.574 51.096 50.941 15.57 3 1 5 10.37 7 8.64 9.87 0 5 2
-999 -999 -999 -999 27.41 3 0 8 7.62 8.3 8.75 9.5 1 11 3
43.944 49.132 46.52 48.866 27.41 4 0 3 6.34 6.8 6.54 6.63 1 7 2
42.32 39.706 35.797 39.255 66.09 2 1 3 4.06 4.75 2 5 1 8 3
-999 -999 -999 -999 15.57 1 1 0 -999 8.17 7.25 8.8 1 7 2
56.669 48.984 57.816 54.764 66.09 2 1 8 8.25 3.83 5.75 8.62 1 13 5
58.836 64.301 53.383 66.013 56.33 2 1 2 1.33 1.33 3 5.33 1 8 1
56.94 66.583 66.966 59.023 66.09 5 1 7 9 7.33 8.5 10.57 0 13 5
42.591 44.714 45.091 31.282 15.57 1 0 2 8.75 5 11 6.5 0 5 1
56.805 42.505 53.527 46.9 56.33 2 1 8 9.67 5 7.5 9.69 0 12 3
41.102 37.351 53.527 48.757 20.26 2 0 3 2.5 5 2 2 1 8 1
45.84 59.514 55.672 58.149 15.57 2 1 5 6.37 5.14 7.4 6 1 9 2
48.412 54.949 52.24 47.883 56.33 3 1 2 6.87 5.6 8 7 0 12 3
56.805 59.662 53.527 50.504 70.6 3 0 5 9.12 10.62 10.25 10.57 0 -999 4
52.744 40.959 55.956 54 56.33 -999 1 3 5.12 4 3.25 4 1 12 3
50.713 47.291 42.517 43.077 66.18 1 1 4 6.5 8.75 9 5 0 10 2
50.577 30.282 42.088 50.504 61.32 0 1 0 5.62 5 7.25 6.83 1 11 3
-999 -999 -999 -999 61.32 1 1 3 8 5.6 7 8.5 1 11 3
58.971 45.597 55.672 50.504 70.6 1 1 3 8.25 6.7 6.62 7 0 12 5
59.105 49.205 55.672 62.519 70.6 3 0 5 7.25 6.5 8 10.14 1 10 5
61.272 62.975 46.664 54 56.33 5 1 4 8.11 7.5 7 9.06 0 -999 5
58.836 67.688 62.39 64.266 56.33 4 1 6 8.5 6.57 9.71 9.5 1 13 4
50.442 55.391 55.672 50.504 66.18 3 0 3 4.25 4.75 5.84 7.75 1 12 2
48.412 59.588 51.954 69.508 15.57 1 1 2 6.25 8 5 4.57 1 7 3
46.652 43.536 39.944 48.757 15.57 0 0 3 5 7.25 5 6.5 1 10 3
47.871 39.706 48.809 48.647 56.33 2 1 0 5 3.11 2.75 2.1 1 10 4
43.81 50.163 57.959 45.371 56.33 1 1 3 4.67 5.17 4.25 2.25 0 7 3
61.272 58.41 64.679 56.621 56.33 3 1 2 7.17 9.33 7.83 6 0 3 3
54.775 52.666 60.103 60.77 20.26 3 -999 1 4 5 7.57 7 1 10 3
57.075 45.597 49.38 50.504 70.6 1 1 2 6 4.33 5 7.5 0 -999 3
54.503 54.802 46.52 50.396 70.6 5 1 4 11 8 9.75 11 0 12 4
54.638 39.633 42.231 50.396 66.09 2 1 2 6.5 4.2 4 4.25 0 10 3
67.499 67.688 57.243 69.508 70.6 0 1 2 10.6 10.5 10.62 10.83 0 10 4
50.713 53.698 57.816 49.413 70.6 5 1 3 9.33 8.75 9.5 6 0 13 5
61.001 61.871 49.238 52.362 56.33 4 0 5 8.75 8 7.62 9 0 10 3
48.412 52.519 60.245 57.276 66.09 6 1 7 6.5 6.5 5.75 9 1 8 3
53.556 47.733 50.953 52.251 56.33 1 1 1 3.5 4 2 5 1 6 3
41.914 41.99 39.944 53.89 27.41 2 0 4 2.44 1.83 2.2 1 1 9 2
57.075 50.163 55.814 62.519 56.33 3 1 2 7 7.25 6.5 7.5 1 7 4
63.438 57.158 53.383 57.494 81.87 1 1 3 9.75 8 8 9.6 0 14 6
44.757 52.225 47.378 42.532 7.32 6 0 5 6.75 7.5 6.33 8.67 0 9 2
48.412 43.241 42.375 43.515 70.6 1 1 2 6.5 5 3.5 6 0 10 4
54.909 46.702 51.238 52.143 15.57 1 1 3 6.33 6 5 2.6 0 6 3
50.713 43.315 53.527 40.02 15.57 1 1 1 4.8 1.87 4.25 5 0 10 3
61.272 46.629 62.534 52.143 81.87 3 1 3 8.67 5.87 5 8.17 0 15 6
67.499 70.044 73.686 69.508 56.33 7 1 6 11 11 11 11 1 12 3
48.546 52.445 64.964 64.266 66.18 -999 0 0 7.62 4.71 6.5 6.5 1 11 3
37.718 33.816 32.51 48.757 15.57 0 0 0 4.2 5.5 1.5 0.67 1 8 3
54.775 60.692 55.527 50.286 70.6 4 1 3 9.62 10.3 9.67 9.17 0 10 4
58.971 64.522 53.812 59.132 56.33 4 1 6 6.5 1.62 7.5 7.25 0 7 2
-999 -999 -999 -999 56.33 1 1 -999 3 2 2 5 0 11 2
65.334 66.583 55.527 62.519 66.18 1 1 2 6.78 8.5 8.8 7.33 1 10 4
58.971 55.096 55.814 55.638 66.09 5 1 5 10.64 9.25 9 10.5 0 10 3
56.805 54.949 55.814 50.286 66.18 0 1 3 2.6 3.33 3 5 1 10 3
54.638 52.519 57.959 59.023 70.6 2 1 2 2.62 1.33 2.6 4.43 1 10 3
38.936 51.341 42.231 54.655 66.09 -999 1 5 0 0.5 2.5 2 0 8 2
54.775 56.053 46.807 53.89 56.33 2 0 3 6.5 9.12 6.12 7.25 1 8 3
35.281 47.217 47.378 43.624 27.41 2 0 2 8 2 4.75 4.33 1 7 1
56.805 59.441 48.38 52.143 49.7 3 1 2 7.37 8.17 5 5.33 0 7 3
54.638 61.871 49.238 54 66.18 4 1 3 5.43 2.2 5.86 6.5 1 12 3
65.334 61.061 55.527 63.392 56.33 2 1 2 7.62 7 8 7.14 0 12 5
56.94 59.514 60.39 52.143 66.18 2 1 0 7.25 5.75 6.06 6.62 1 8 2
40.018 38.823 43.518 47.774 20.26 1 0 0 5 1.33 2.33 1.33 0 5 1
56.94 43.241 51.382 57.276 66.18 1 1 3 8 4 6.5 10.5 0 9 3
29.865 42.578 39.657 34.777 61.32 1 1 0 6.5 5 6 6 1 7 3
54.909 58.41 47.093 57.932 56.33 1 1 1 7 3.75 4.5 8.82 1 11 3
58.836 61.871 64.821 60.77 15.57 3 1 5 10.71 11 10.25 9.5 1 -999 4
42.32 47.88 41.946 51.379 27.41 1 1 4 3.67 3.29 4.75 4.2 1 11 3
52.338 64.227 46.664 64.266 66.18 2 1 4 8.12 9.4 9.75 8.33 0 10 2
63.303 59.883 53.24 66.013 70.6 4 0 5 8.6 4 8 7.57 0 11 5
63.438 63.122 51.238 59.132 66.18 7 1 4 8.5 3.5 5.75 7.83 0 12 4
63.303 57.232 64.964 66.232 66.18 0 1 3 4 3.22 1.75 2.25 1 13 4
61.136 53.035 42.946 55.528 7.32 1 0 2 1.8 1.14 3.25 5.8 1 8 1
44.216 48.911 46.52 50.832 49.7 1 1 5 2.36 3 0.7 3.67 1 6 1
46.516 51.414 71.684 54 56.33 0 0 0 4.33 7.67 9.5 6.33 1 9 3
36.228 38.529 40.373 33.139 49.7 -999 0 1 4 3.37 4.42 2.59 0 7 3
37.987 39.633 40.086 55.747 66.18 7 0 3 4.33 3.33 5 4.86 0 12 3
47.465 42.063 44.662 59.132 61.32 2 1 6 2.22 4.5 4.43 5 0 10 3
58.836 60.692 58.101 53.89 49.7 4 1 4 6.33 6.71 6 7 0 10 3
63.303 54.802 62.677 55.638 70.6 3 1 6 8.87 6 8 9.43 0 10 4
40.154 58.337 51.382 67.761 56.33 1 1 5 5.56 4.67 5.5 7.12 0 11 2
43.944 40.811 31.079 33.139 56.33 3 1 2 2.87 1 6.25 2.75 0 -999 2
54.775 61.871 55.672 60.77 66.18 3 1 3 7.44 6 6 7 0 13 3
41.779 42.063 42.66 41.658 27.41 2 0 2 6.36 6.2 10 8 1 7 3
61.136 66.583 55.243 60.77 49.7 2 1 3 9.2 9.5 9 9.87 0 12 3
48.14 58.337 64.535 55.747 20.26 0 1 -999 1 4 4 3.5 1 7 1
65.468 59.809 46.664 49.63 70.6 3 1 1 7.67 6.25 5.5 5.5 0 11 3
48.412 35.584 45.091 50.504 27.41 2 0 5 2.75 1.8 3.94 3 1 -999 3
48.546 63.049 60.532 55.528 66.09 3 1 2 2.6 3.5 3.33 3.33 1 12 4
33.385 50.384 40.086 40.894 66.18 2 1 1 7.25 6.5 3.5 8.75 0 13 -999
39.883 40.002 41.802 38.381 61.32 1 1 0 3.25 5.5 4.67 4.83 1 12 2
43.944 52.445 46.807 45.153 70.6 1 1 2 3.5 4 2.5 4.75 1 12 4
36.499 39.191 39.944 39.145 20.26 2 1 -999 0.78 0 2 0 1 9 2
46.516 41.915 33.51 26.913 27.41 1 0 2 3.4 1.67 2.25 4.33 1 8 3
63.709 53.55 55.814 62.519 20.26 1 0 2 6.87 8 8 8 0 -999 3
35.822 45.008 31.794 40.02 56.33 0 0 4 4.78 3 4.25 5 1 10 3
67.499 70.044 71.97 67.761 66.09 1 1 2 7.6 4.25 6.6 6.5 0 10 4
59.105 53.698 51.238 48.539 15.57 3 0 8 10.4 9.12 9.87 10.5 0 4 3
61.272 65.331 62.39 48.757 70.6 1 1 0 6.12 5.75 6 5.37 0 11 5
32.573 38.013 35.655 40.456 66.18 1 1 2 5.86 5.12 4 5.5 1 11 3
65.334 67.761 71.397 67.761 66.09 2 1 5 8.33 8 9.22 9.56 1 12 5
43.81 53.918 42.517 48.757 66.18 1 1 3 6.5 7 10 7 1 12 4
48.412 52.887 48.951 49.413 66.09 2 0 3 4.27 7 5.5 5 0 11 5
53.556 48.911 42.946 48.757 56.33 0 1 -999 3.6 3.83 1 2.89 1 13 2
46.246 44.566 55.527 57.276 56.33 2 1 3 3.67 4.33 3.5 3.37 1 9 3
39.748 38.602 56.814 45.59 15.57 3 -999 3 7.75 5.75 6.67 8 0 11 3
48.546 48.469 49.094 44.388 66.09 4 1 7 8.64 4.67 6.5 8.1 0 15 5
67.499 67.688 66.966 63.392 66.09 2 1 2 6.87 5.37 7.87 7.5 1 12 5
67.499 62.975 55.672 60.77 70.6 4 1 2 8.75 10.17 8.4 8.5 0 11 6
67.499 64.153 64.821 62.519 70.6 7 0 3 8.12 5.83 7.37 8.56 0 12 5
41.642 40.885 46.664 49.413 70.6 1 0 2 4 6 3 3.37 1 7 3
61.272 56.053 55.814 49.63 81.87 0 1 5 8.37 7.5 7.5 7.25 1 14 5
64.25 57.305 57.959 49.63 70.6 4 1 2 8.25 8.5 9 8.5 0 12 5
59.242 64.227 60.245 55.638 66.18 1 1 2 7.25 8.37 8 7.2 1 9 5
52.473 58.337 44.52 54.764 66.18 5 1 4 8.78 7.25 6 9.29 0 11 3
44.079 44.345 45.662 48.647 7.32 0 0 -999 2.5 2 5 1 1 10 3
54.775 58.337 53.527 48.647 66.18 2 1 2 3.5 3.86 6.29 5.62 0 12 3
56.94 53.698 64.679 57.385 20.26 2 1 3 3.37 2 2.5 2 1 8 3
56.805 56.053 60.103 60.77 27.41 0 1 3 8.9 7.75 9.33 11 1 8 2
58.836 61.797 53.383 67.761 66.18 2 1 5 8 10 8.9 9.5 1 13 4
48.412 57.232 55.527 62.519 66.09 2 1 8 5 7.33 3.25 6.5 1 12 3
35.551 34.921 33.51 36.634 20.26 -999 1 -999 0 -999 1.67 0.33 0 3 1
42.185 42.063 46.52 60.77 66.18 1 1 2 7.33 5.5 8 5.14 0 7 3
53.826 46.775 49.094 52.034 66.09 3 0 2 6.87 8 5 9.36 1 8 4
50.848 46.702 55.672 48.647 66.18 3 1 5 5.5 5.25 3 3.5 0 11 4
61.136 67.835 62.39 69.508 66.18 3 1 4 9.5 8.5 9 9.2 1 12 4
58.971 56.053 57.959 52.251 56.33 4 1 3 3.14 6.5 1.5 2 1 11 3
33.52 36.172 36.513 38.162 56.33 0 1 2 3.14 1.75 1.43 1 1 9 2
56.94 47.954 46.664 62.519 56.33 1 1 3 6.5 7 8 8 0 9 3
67.499 65.331 73.686 67.761 70.6 5 1 7 10 10.17 9.8 10.56 0 12 5
41.914 40.885 44.52 45.153 20.26 1 0 0 5 4.67 4 3.22 0 6 1
40.018 44.345 45.091 49.194 20.26 1 0 3 3.75 3 2.33 5.12 1 9 3
50.442 57.379 46.52 50.504 70.6 1 1 4 8.58 7.17 4.33 6.89 0 10 4
58.971 58.337 60.103 64.266 20.26 1 1 2 9.8 6.25 8.5 11 1 8 3
45.434 44.861 40.944 42.204 61.32 2 0 3 2.62 2.5 3 3.75 1 7 3
29.459 40.296 41.231 34.013 -999 -999 0 -999 0 0 0 0.4 1 3 2
56.805 39.706 42.375 35.541 7.32 2 0 4 7.25 8 7.25 8 0 3 1
63.303 53.623 51.382 55.528 61.32 1 1 5 7.25 8 8.5 7.75 0 11 3
65.334 57.158 66.966 55.747 66.18 6 1 5 8.25 8.5 8.4 7.25 0 12 6
44.079 44.199 44.52 50.396 66.18 1 1 2 5 4.4 4 3.8 0 10 3
43.403 45.229 37.799 30.954 20.26 0 1 -999 3.12 3.17 1.5 3.29 1 7 3
61.136 51.414 58.387 57.385 27.41 2 1 -999 3.71 4.6 4.5 4.2 0 10 3
48.546 46.629 49.523 48.757 -999 7 1 4 8.11 9.12 7 9 1 5 3
61.136 62.092 51.238 57.494 61.32 2 0 4 9.8 5 5 9 0 11 3
56.94 58.631 44.52 55.528 20.26 5 1 6 6.87 6.62 3.25 6.83 1 8 2
61.136 59.662 57.959 55.528 70.6 1 1 3 9.25 10.56 8.33 10.83 0 10 4
55.044 53.698 51.096 50.396 70.6 2 1 2 10.67 10 8 8.5 0 12 5
46.246 41.179 44.662 32.156 32.45 3 0 7 7.62 6.57 4.75 9 0 8 3
46.246 37.277 55.672 60.881 66.18 5 1 4 3.37 2 3 2.17 1 12 3
40.154 38.455 40.802 40.02 20.26 4 1 2 8 6.5 4 6.5 1 11 3
38.8 -999 36.226 36.962 -999 -999 0 3 8.86 5.6 6.5 6.8 0 1 3
33.657 39.706 45.52 50.504 15.57 4 1 5 6.2 7 8 6.5 0 3 1
61.272 58.337 49.38 64.485 66.09 3 1 5 9 8.25 6.5 8.8 0 10 5
54.638 50.531 59.961 54 58.01 4 1 3 6.5 5 8 6 0 10 3
54.638 36.761 40.086 43.624 27.41 4 1 3 4.25 4.33 5 3 0 7 1
54.638 44.493 42.66 50.504 20.26 1 1 1 5 5 5 2.27 1 9 2
35.687 42.357 42.231 38.054 15.57 -999 0 -999 0 0 0 0 0 5 3
42.997 50.163 46.664 52.034 49.7 2 1 3 7.82 7.18 8.55 6.85 0 8 3
61.136 66.583 56.1 60.881 56.33 2 1 4 8.56 9 8.5 8.75 0 7 2
65.468 68.866 62.677 67.87 66.18 1 1 7 5 8 6 6 0 12 4
50.577 50.457 44.091 48.647 7.32 5 0 3 -999 3.67 3.25 3.29 1 7 2
60.46 51.489 45.662 55.966 61.32 4 1 1 7.57 5.67 8.67 6 0 14 3
48.277 51.414 46.52 47.009 66.09 4 1 4 7.6 4 6.5 6.46 0 12 4
61.136 64.153 62.677 58.259 81.87 1 1 5 9.1 7.37 6.67 6.5 0 14 6
44.216 45.082 53.956 50.504 27.41 5 1 4 0 0 5.5  1 12 2
63.303 50.016 48.951 62.736 58.01 1 1 -999 3.14 4.8 3 4.5 0 11 3
48.412 63.196 62.39 60.77 66.09 4 1 3 9 8 10 9.67 1 11 4
58.971 57.747 53.956 54.655 66.18 4 1 5 6.87 5.37 7.25 4.5 1 10 4
63.167 52.666 58.387 64.266 66.18 5 1 4 7.85 7.37 7.25 7 1 11 3
61.136 63.049 55.956 57.494 81.87 4 1 6 9.22 7.75 8.25 10.14 0 15 6
63.167 62.975 62.39 55.638 56.33 2 1 6 7.57 5.75 8 7 1 -999 5
44.216 45.597 37.799 33.903 56.33 2 0 6 7.25 8 5 7.5 0 8 3
-999 -999 -999 -999 56.33 1 0 2 2.55 4 0.67 1.58 1 8 2
29.189 43.241 35.368 49.413 20.26 1 1 -999 4.25 3 4 4 1 10 1
46.246 42.211 40.086 48.757 32.45 1 1 3 8.6 7.25 10.25 8.17 0 10 3
63.167 64.153 -999 -999 66.09 1 0 5 6.33 6.71 5.75 5.5 1 11 4
58.971 50.163 57.959 57.494 56.33 3 1 4 5.75 2.33 5.5 6.33 0 -999 2
67.499 60.766 60.245 59.023 70.6 5 1 5 9.86 9.25 9.33 10.5 0 10 4
63.438 66.51 67.108 69.508 15.57 1 0 0 3.87 6.33 4.8 4.5 1 6 3
48.412 39.781 31.223 57.494 66.09 3 0 8 7.25 8 8 8.67 0 6 3
54.638 58.41 48.809 66.123 7.32 1 1 1 6 6.8 8.5 8.75 1 10 2
35.822 38.529 45.949 39.145 7.32 1 0 6 5.12 3.75 6 3.67 1 6 1
63.303 67.982 67.108 64.266 66.09 2 1 6 3.25 5 7.12 6 1 12 4
53.691 44.272 53.527 47.009 27.41 1 1 6 3.75 2.75 5.17 6.12 1 10 3
33.657 42.063 35.797 50.504 49.7 2 1 -999 -999 4 1 5 0 13 3
37.718 52.593 56.385 50.286 56.33 1 1 2 3.57 5.17 5.8 2.44 1 11 2
