     0.000      6.000     15.000     81.870     67.499     60.766     55.672     60.881      4.000      5.000      6.860      5.140      8.250      6.000     31.638      6.272     10.198      2.520      1.158      0.686      0.929      0.592
     0.000      5.000     10.000     70.600     63.303     60.840     64.679     60.881      1.000      2.000      4.600      3.000      6.330      7.000     15.377      6.272     10.046      2.520     -0.550      0.686     -0.329      0.592
     0.000      2.000     10.000     56.330     46.246     59.662     46.949     48.866      5.000      3.000      7.500      5.000      5.000      6.500     -4.082      6.272     -0.263      2.520      0.694      0.686      0.288      0.592
     0.000      2.000     10.000     61.320     67.499     50.163     50.953     64.702      1.000          *      4.250      1.750      1.670      6.430     -3.306      6.275      5.762      2.521     -0.755      0.760     -1.834      0.592
     0.000      5.000     12.000     70.600     45.163     50.310     55.814     47.009      1.000      1.000      3.500      4.000      5.000          *     15.816      6.273     -1.625      2.525     -0.981      0.686     -1.620      0.695
     0.000      4.000     11.000     66.090     65.334     63.122     66.966     69.508      3.000      6.000      8.000      5.050      8.000      8.000     12.846      6.272     13.769      2.520      1.019      0.686      1.731      0.592
     0.000      5.000     11.000     70.600     63.167     59.588     62.677     60.770      2.000      3.000     10.870     10.250      9.000     10.330     18.310      6.272     10.042      2.520      0.346      0.686      4.012      0.592
     0.000      3.000     10.000     58.010          *          *          *          *      2.000      2.000      4.250      3.000      6.000      3.000     -0.044      6.369     -2.530      6.145     -0.605      0.690     -1.719      0.596
     1.000      3.000     11.000      7.320     58.836     60.692     69.253     69.508      1.000          *      2.500      1.330      3.400      1.000     -6.901      6.275      9.605      2.521     -0.716      0.760     -3.433      0.592
     0.000      4.000     14.000     70.600     46.381     48.984     55.814     53.781          *      6.000      4.780      3.120      4.000      5.830     15.024      6.278      0.259      2.522      0.681      0.830     -1.067      0.593
     0.000      3.000     10.000     58.010     58.971     53.698     57.959     62.955      2.000      2.000      9.400      6.500      7.000      8.000      2.634      6.272      6.467      2.520     -0.162      0.686      1.950      0.592
     0.000      3.000     11.000      7.320     54.503     51.341     55.672     55.747      3.000      2.000      8.000      6.000      6.500      6.000     -5.473      6.272      2.456      2.520     -0.051      0.686      0.774      0.592
     0.000      4.000     14.000     70.600     56.805     66.583     56.100     62.519      6.000      2.000      9.870      9.500      9.870     11.000     18.237      6.272      9.729      2.520      1.412      0.686      4.026      0.592
     0.000      3.000     12.000     66.180     63.303     50.236     46.664     52.362      7.000      3.000      6.330      9.670      7.000      8.000      7.229      6.272      2.389      2.520      1.531      0.686      1.500      0.592
     1.000      2.000      5.000     56.330     34.332     45.450     36.226     40.128      1.000      0.000      2.430      2.000      3.000      3.500    -17.524      6.272    -11.897      2.520     -1.483      0.686     -3.142      0.592
     0.000      2.000     11.000     58.010     52.744     58.337     48.951     60.989      2.000      5.000      5.370      4.290      6.670      5.250     -1.957      6.272      3.551      2.520      0.122      0.686     -0.382      0.592
     1.000      3.000     10.000     56.330     37.718     45.524     36.799     41.658      2.000      1.000      3.500      6.120      4.000      3.800     -3.465      6.272    -10.264      2.520     -0.766      0.686     -1.888      0.592
     0.000      4.000     13.000     56.330     52.744     57.232     64.535     59.132      7.000      3.000      6.330      1.000      4.000      6.200     12.706      6.272      6.758      2.520      1.427      0.686     -0.672      0.592
     0.000      3.000     13.000     66.180          *          *          *          *      7.000      8.000      5.670      7.250      8.000      5.750      9.670      6.369      5.308      6.145      2.431      0.690      0.716      0.596
         *      4.000          *     70.600     34.739     41.990     33.224     36.634      2.000      2.000      6.670      3.000      4.000      1.500      5.872      7.046    -12.650      2.527     -0.659      0.688     -1.927      0.592
     1.000      2.000     10.000     20.260     48.277     42.063     37.513     50.613      3.000      2.000      7.560      7.370      6.870      6.710    -13.223      6.272     -6.165      2.520     -0.035      0.686      0.960      0.592
     0.000      5.000     12.000     81.870     57.211     56.053     62.534     59.132      1.000      1.000      8.220      8.170      6.500      6.710     20.155      6.272      6.752      2.520     -0.592      0.686      1.379      0.592
     0.000      2.000      8.000     56.330     54.775     43.168     51.238     53.890      0.000      2.000      4.550      4.000      3.500      5.000     -8.854      6.272     -1.386      2.520     -1.260      0.686     -1.548      0.592
     0.000      3.000     10.000     56.330     37.581     36.172     35.368     50.286          *      2.000      3.300      2.000      4.250      5.000     -1.978      6.278    -10.182      2.522     -0.854      0.830     -2.067      0.593
     0.000      3.000          *     56.330     55.722     50.826     47.378     55.747      2.000      5.000      7.250      7.400      6.000      8.000      1.494      7.001      1.375      2.522      0.254      0.686      1.163      0.592
     1.000      5.000     11.000     66.090     64.250     68.866     57.959     63.392      2.000      3.000      8.750      7.250      8.000      9.500     15.991      6.272     11.659      2.520      0.370      0.686      2.526      0.592
     0.000      3.000      4.000     61.320     42.185     40.811     48.951     47.119      0.000      2.000      1.860      3.500      1.000      1.000    -10.800      6.272     -7.508      2.520     -1.567      0.686     -4.093      0.592
     0.000      3.000     10.000     61.320     59.105     58.410     44.233     57.385      4.000      3.000      6.870      7.500      5.000      4.570      2.525      6.272      3.274      2.520      0.437      0.686     -0.033      0.592
     0.000      4.000     11.000     66.090     50.442     56.348     53.240     52.143      2.000      6.000      7.250      3.620      4.000      5.000      9.804      6.272      1.950      2.520      0.351      0.686     -0.519      0.592
     0.000      2.000      7.000     15.570     48.683     38.750     42.660     41.877      1.000      2.000          *      2.250      2.750      2.360    -19.107      6.273     -8.469      2.522     -1.242      0.687     -3.216      0.708
     1.000      5.000     12.000     49.700     63.167     63.343     71.542     64.375      4.000      6.000      8.120      5.000      7.040      8.500     15.410      6.272     12.961      2.520      1.487      0.686      1.696      0.592
     0.000      3.000     10.000     61.320     42.455     46.554     50.953     41.767      1.000      3.000      6.500      8.000      3.500      2.750     -0.034      6.272     -5.932      2.520     -0.715      0.686     -1.040      0.592
     0.000      2.000      9.000     56.330     42.049     33.816     35.655     46.900      3.000      2.000      5.670      4.330      4.000      4.330     -8.496      6.272    -10.575      2.520     -0.402      0.686     -1.271      0.592
     0.000      2.000     11.000     20.260     44.079     48.984     46.664     49.413      4.000      3.000      7.500      5.750      6.000      7.830     -9.359      6.272     -3.302      2.520      0.366      0.686      0.909      0.592
     0.000      3.000     13.000     66.180     43.810     39.560     33.368     41.658      3.000      3.000      7.330      5.330      5.120      8.120      5.640      6.272     -9.213      2.520      0.056      0.686      0.639      0.592
     0.000      4.000     12.000     58.010     48.546     38.823     42.231     51.160      4.000      7.000      9.360      6.710      7.250      8.250      9.883      6.272     -4.165      2.520      1.318      0.686      2.097      0.592
     0.000      3.000      3.000      7.320     42.320     41.769     40.230     46.026      5.000      5.000      6.870      4.120      8.750      7.000    -19.271      6.272     -7.288      2.520      0.931      0.686      0.861      0.592
     0.000      2.000     11.000     58.010     58.836     64.595     69.397     59.023      4.000          *      5.330      2.500      0.670      1.670     -1.260      6.275      9.167      2.521      0.360      0.760     -2.772      0.592
     0.000      2.000     11.000     32.450     52.608     42.652     35.797     46.900      3.000      2.000      4.600      5.250      4.000      5.500     -8.577      6.272     -6.073      2.520     -0.338      0.686     -1.145      0.592
     0.000      1.000      5.000     27.410     52.473     49.059     53.669     52.251      5.000      8.000      1.200      2.330      3.670      0.000    -22.952      6.272     -1.032      2.520      1.114      0.686     -3.921      0.592
     0.000      3.000     12.000     66.090     59.105     52.445     60.674     53.890      6.000      2.000      8.750      4.500      7.000      9.120      7.645      6.272      5.513      2.520      1.105      0.686      1.864      0.592
     0.000      2.000      9.000     20.260     46.922     39.706     40.373     40.784      3.000      2.000      7.620      3.870      5.830      6.670    -13.849      6.272     -8.003      2.520     -0.272      0.686      0.257      0.592
     0.000      3.000     10.000     56.330     40.967     46.923     44.375     28.660      1.000      2.000      2.200      3.500      1.000      2.600     -2.511      6.272    -10.374      2.520     -1.192      0.686     -3.612      0.592
     0.000      3.000     12.000     49.700     39.748     50.236     58.101     38.272      1.000      1.000      4.250      4.250      2.000      5.000      0.875      6.272     -4.845      2.520     -1.145      0.686     -1.964      0.592
     0.000      5.000     13.000     27.410     56.805     64.227     51.238     60.881      3.000      5.000      7.400      4.330      7.000      5.750     12.892      6.272      7.074      2.520      0.652      0.686      0.530      0.592
     0.000      2.000     10.000     66.090     54.775     51.341     55.814     55.747      1.000      1.000      6.120      7.500      6.140      6.000     -2.804      6.272      2.167      2.520     -0.891      0.686      0.272      0.592
     0.000      4.000          *     49.700     54.775     53.698     39.944     60.770      2.000      3.000      9.250      9.250      8.000      8.670      6.984      7.001      1.843      2.522      0.054      0.686      2.608      0.592
     0.000      3.000     11.000     32.450          *          *          *          *      1.000      0.000      7.620      5.500      5.500      8.330     -2.016      6.369      0.500      6.145     -1.034      0.690      0.896      0.596
     0.000      3.000     10.000     15.570     50.577     53.771     44.520     34.777      2.000      3.000      9.500      9.290      8.790     10.250     -6.292      6.272     -3.699      2.520     -0.051      0.686      3.131      0.592
     1.000      2.000      8.000     20.260     41.102     41.400     30.937     42.422      2.000      5.000      0.860      1.000      1.250      1.870    -18.738      6.272    -11.994      2.520     -0.376      0.686     -4.468      0.592
     0.000      6.000     11.000     81.870     65.334     68.940     69.253     66.013      1.000      2.000      4.330      6.820      6.400      5.190     24.999      6.272     14.101      2.520     -0.438      0.686     -0.302      0.592
     1.000      3.000      9.000     56.330     41.914     47.070     46.664     40.128      0.000      0.000      7.250      6.000      5.750      3.500     -4.527      6.272     -7.209      2.520     -1.425      0.686     -0.493      0.592
     0.000      2.000      9.000     20.260     46.110     49.353     44.520     57.276      2.000      0.000      5.000      6.000      6.500      5.000    -13.329      6.272     -2.432      2.520     -0.953      0.686     -0.521      0.592
     0.000      5.000     11.000     70.600     48.546     49.059     53.383     53.890      4.000      3.000      7.360      5.830      9.750      8.500     16.394      6.272      1.073      2.520      0.679      0.686      2.001      0.592
     1.000      3.000      7.000     66.180          *          *          *          *      1.000      2.000      1.920      3.800      0.670      2.430     -6.735      6.369     -8.868      6.145     -1.063      0.690     -3.741      0.596
     0.000      2.000      9.000     66.180     27.294     45.450     38.371     32.156      1.000      2.000      3.500      5.400      1.600      3.670     -8.196      6.272    -14.300      2.520     -1.187      0.686     -2.609      0.592
     0.000      6.000     14.000     81.870     63.303     68.866     64.679     67.761      5.000      6.000     10.250     11.500     11.500     11.100     32.270      6.272     14.950      2.520      2.064      0.686      4.920      0.592
     0.000      2.000     11.000     56.330     52.744     37.424     44.520     46.791      1.000      2.000      7.000      5.000      8.000      8.330     -3.961      6.272     -4.819      2.520     -0.719      0.686      1.162      0.592
     0.000      3.000     11.000     56.330     47.328     58.483     49.523     48.539      1.000          *      2.000      1.800      2.000      2.000      0.900      6.275     -0.946      2.521     -1.019      0.760     -3.707      0.592
     0.000      2.000     10.000     27.410     50.713     46.702     40.086     57.385      2.000      1.000      3.500      6.500      5.000      5.000    -10.702      6.272     -2.966      2.520     -0.819      0.686     -1.219      0.592
     0.000      3.000      8.000     56.330     65.334     61.871     57.816     66.013      7.000      6.000      8.000      7.900      8.500      9.000      1.447      6.272     10.873      2.520      2.230      0.686      2.482      0.592
     0.000      3.000      7.000     61.320     61.136     68.866     62.390     53.890      2.000      1.000      7.000      9.000      8.330      9.750     -0.975      6.272      9.294      2.520     -0.309      0.686      2.254      0.592
     0.000      1.000      9.000     20.260     39.883     51.414     46.949     43.515      2.000          *      1.330      8.000      2.500      5.000    -19.635      6.275     -6.587      2.521     -0.727      0.760     -2.291      0.592
     0.000      3.000     11.000     66.180     67.499     66.583     71.542     64.266      2.000      1.000      8.370      4.330      8.120      9.290      7.134      6.272     14.680      2.520     -0.215      0.686      2.007      0.592
     0.000      3.000      9.000     56.330     46.381     47.807     51.096     55.638      2.000      3.000      8.000      9.000      5.750      8.000     -0.702      6.272     -1.038      2.520     -0.127      0.686      1.503      0.592
     1.000      2.000      7.000     61.320     37.853     44.493     42.375     26.367      2.000      6.000      1.180      2.500      3.330      0.630    -13.198      6.272    -13.005      2.520     -0.132      0.686     -4.056      0.592
     0.000      1.000      4.000          *     67.499     66.877     60.245     60.989      2.000      2.000      3.370      5.000      5.500      5.500    -22.535      6.902      9.958      2.522     -0.552      0.686     -1.124      0.592
     0.000      6.000     12.000     49.700     59.105     66.510     60.245     56.511      2.000      8.000      7.620      7.500      7.250      7.250     21.275      6.272      9.194      2.520      1.055      0.686      1.519      0.592
     0.000      3.000     10.000     66.090     57.887     48.027     49.094     52.143      2.000      5.000      4.780      6.000      4.000      3.000      2.194      6.272     -0.010      2.520      0.007      0.686     -1.523      0.592
     0.000      6.000     12.000     81.870     50.577     45.450     51.382     49.413      2.000      5.000      6.620      7.000      7.430      6.200     24.376      6.272     -0.987      2.520      0.342      0.686      0.807      0.592
     0.000      4.000     10.000     61.320     36.906     50.163     42.231     50.396      1.000      2.000      3.370      4.830      2.750      3.500      4.814      6.272     -6.048      2.520     -0.985      0.686     -2.367      0.592
     0.000      3.000      4.000     20.260     42.049     64.227     55.672     53.890      3.000      2.000      8.120      8.250      7.250      8.330    -14.015      6.272      2.180      2.520     -0.017      0.686      1.819      0.592
     1.000      1.000          *     56.330     42.185     36.172     33.224     40.020          *          *      0.000      0.000      0.000      0.000    -19.870      7.019    -13.559      2.527     -1.336      0.974     -5.686      0.594
     0.000      4.000     10.000     61.320     61.272     67.835     60.245     54.000      5.000      7.000      8.910      9.500     10.000     10.000     10.556      6.272      9.765      2.520      1.923      0.686      3.504      0.592
     0.000      2.000      3.000     27.410     33.657     30.355     46.807     50.396      4.000          *      3.750      6.750      8.500      4.750    -22.444      6.275    -10.847      2.521      0.157      0.760     -0.424      0.592
     1.000      1.000      6.000     15.570          *          *          *          *      3.000      4.000      5.620      3.830      6.250      4.830    -25.976      6.369     -6.816      6.145      0.094      0.690     -0.743      0.596
     1.000      4.000     12.000     70.600     40.018     38.823     33.510     34.886      2.000      4.000      8.640      7.000      7.870      7.120      8.317      6.272    -11.784      2.520      0.143      0.686      1.544      0.592
     0.000      3.000     12.000     66.090     50.713     57.084     55.672     54.000      1.000      2.000      7.180      5.890      6.330      8.100      6.094      6.272      3.030      2.520     -0.575      0.686      1.006      0.592
     1.000      3.000     11.000     66.090     50.713     52.077     57.816     52.362      3.000      1.000      8.140      7.830      7.000      8.830      3.240      6.272      1.641      2.520      0.061      0.686      1.901      0.592
     1.000      5.000     10.000     70.600     36.769     42.578     50.096     44.279      4.000      6.000      4.890      3.000      4.710      5.620     11.351      6.272     -6.771      2.520      0.991      0.686     -1.029      0.592
     0.000      3.000     10.000     61.320          *          *          *          *      2.000      6.000      9.750      5.000      7.000      9.000      3.290      6.369      4.605      6.145      0.572      0.690      2.136      0.596
     0.000      2.000     10.000     66.180     65.334     67.688     69.253     66.013      2.000      7.000     10.080     10.120      8.500     10.800      1.235      6.272     14.285      2.520      1.003      0.686      3.814      0.592
     1.000      2.000          *     27.410     44.350     34.994     40.086     31.282      1.000      1.000      7.250      8.330      8.000      5.000    -17.454      7.001    -12.700      2.522     -0.978      0.686      0.633      0.592
     0.000      3.000      7.000     66.090     42.455     36.172     47.093     45.153      2.000      1.000      3.400      3.500      4.000      2.500     -4.823      6.272     -8.477      2.520     -0.962      0.686     -2.543      0.592
     0.000      4.000     13.000     66.180     61.001     45.450     53.383     53.781      2.000      3.000      8.000      5.000      8.300      9.290     13.470      6.272      2.910      2.520      0.050      0.686      1.951      0.592
     0.000      4.000     12.000     70.600     31.355     46.629     40.086     42.204      3.000      5.000      6.000      2.750      5.250      4.500      9.949      6.272     -9.116      2.520      0.310      0.686     -0.986      0.592
     0.000      3.000      4.000     15.570     40.830     38.381     37.942     34.777      5.000          *      1.330      3.330      5.000      1.330    -18.487      6.275    -12.500      2.521      0.240      0.760     -3.304      0.592
     1.000      2.000     10.000     70.600     35.281     54.875     51.096     52.143          *      6.000      1.000      2.000      3.200      2.000     -4.853      6.278     -3.789      2.522      0.313      0.830     -3.667      0.593
     0.000      4.000     10.000     61.320     38.124     45.377     42.375     45.262      2.000      3.000      3.500      4.170      4.000      3.000      4.785      6.272     -7.723      2.520     -0.498      0.686     -2.258      0.592
     1.000      4.000     12.000     66.180     54.775     49.132     46.807     51.269      1.000      2.000      5.000      4.000      5.750      5.620      8.774      6.272     -0.710      2.520     -0.602      0.686     -0.712      0.592
     1.000      6.000     13.000     81.870     48.412     49.205     28.792     49.521      2.000      3.000      6.200      5.800      6.750      6.750     23.368      6.272     -5.082      2.520      0.036      0.686      0.407      0.592
     0.000      3.000     11.000     56.330     44.216     45.524     51.525     48.757      1.000      0.000      5.150      5.220      4.830      6.700      0.957      6.272     -3.658      2.520     -1.185      0.686     -0.484      0.592
     0.000      3.000     11.000     66.090     37.853     40.811     44.375     57.494      2.000      2.000      4.000      1.830      2.500      4.000      2.082      6.272     -5.915      2.520     -0.694      0.686     -2.439      0.592
     1.000      6.000          *     81.870          *          *          *          *      3.000      2.000      9.670      7.250      8.250      8.430     26.662      7.137      7.282      6.174      0.522      0.691      2.589      0.596
     0.000      4.000     12.000     66.180     61.001     66.657     69.110     57.494      2.000      4.000      7.330      6.120      7.120      5.570     13.265      6.272     10.970      2.520      0.221      0.686      0.738      0.592
     0.000      5.000     10.000     56.330     57.075     54.875     64.964     54.764      1.000      2.000      5.750      3.750      4.650      5.700     11.976      6.272      5.665      2.520     -0.650      0.686     -0.638      0.592
     0.000      2.000     10.000     27.410     47.193     53.035     31.508     52.143      0.000      4.000      3.000      4.500      3.500      3.250    -11.486      6.272     -5.146      2.520     -1.036      0.686     -2.481      0.592
     0.000      4.000     13.000     66.180     63.303     59.883     64.679     66.013      2.000      4.000      9.270      7.000      8.900     10.000     15.536      6.272     11.606      2.520      0.444      0.686      3.027      0.592
     0.000      2.000      5.000     15.570     57.075     49.574     51.096     50.941      3.000      5.000     10.370      7.000      8.640      9.870    -18.132      6.272      1.223      2.520      0.606      0.686      3.075      0.592
     1.000      3.000     11.000     27.410          *          *          *          *      3.000      8.000      7.620      8.300      8.750      9.500     -2.376      6.369      2.885      6.145      1.373      0.690      2.436      0.596
     1.000      2.000      7.000     27.410     43.944     49.132     46.520     48.866      4.000      3.000      6.340      6.800      6.540      6.630    -16.179      6.272     -4.252      2.520      0.422      0.686      0.461      0.592
     0.000      3.000      8.000     66.090     42.320     39.706     35.797     39.255      2.000      3.000      4.060      4.750      2.000      5.000     -3.354      6.272    -10.737      2.520     -0.562      0.686     -1.984      0.592
     0.000      2.000      7.000     15.570          *          *          *          *      1.000      0.000          *      8.170      7.250      8.800    -16.556      6.373     -0.779      6.179     -1.069      0.691      1.750      0.716
     0.000      5.000     13.000     66.090     56.669     48.984     57.816     54.764      2.000      8.000      8.250      3.830      5.750      8.620     19.291      6.272      3.997      2.520      0.957      0.686      1.239      0.592
     0.000      1.000      8.000     56.330     58.836     64.301     53.383     66.013      2.000      2.000      1.330      1.330      3.000      5.330    -12.425      6.272      7.374      2.520     -0.663      0.686     -2.794      0.592
     0.000      5.000     13.000     66.090     56.940     66.583     66.966     59.023      5.000      7.000      9.000      7.330      8.500     10.570     21.592      6.272     11.235      2.520      1.979      0.686      3.143      0.592
     1.000      1.000      5.000     15.570     42.591     44.714     45.091     31.282      1.000      2.000      8.750      5.000     11.000      6.500    -27.973      6.272     -9.381      2.520     -0.730      0.686      1.692      0.592
     0.000      3.000     12.000     56.330     56.805     42.505     53.527     46.900      2.000      8.000      9.670      5.000      7.500      9.690      4.915      6.272     -0.090      2.520      0.917      0.686      2.390      0.592
     1.000      1.000      8.000     20.260     41.102     37.351     53.527     48.757      2.000      3.000      2.500      5.000      2.000      2.000    -23.111      6.272     -7.835      2.520     -0.611      0.686     -3.196      0.592
     0.000      2.000      9.000     15.570     45.840     59.514     55.672     58.149      2.000      5.000      6.370      5.140      7.400      6.000    -12.414      6.272      2.735      2.520      0.109      0.686      0.349      0.592
     1.000      3.000     12.000     56.330     48.412     54.949     52.240     47.883      3.000      2.000      6.870      5.600      8.000      7.000      2.621      6.272     -0.182      2.520      0.135      0.686      0.931      0.592
     1.000      4.000          *     70.600     56.805     59.662     53.527     50.504      3.000      5.000      9.120     10.620     10.250     10.570     11.085      7.001      4.373      2.522      1.045      0.686      3.795      0.592
     0.000      3.000     12.000     56.330     52.744     40.959     55.956     54.000          *      3.000      5.120      4.000      3.250      4.000      3.266      6.278     -0.999      2.522     -0.319      0.830     -1.580      0.593
     0.000      2.000     10.000     66.180     50.713     47.291     42.517     43.077      1.000      4.000      6.500      8.750      9.000      5.000     -3.671      6.272     -4.629      2.520     -0.375      0.686      0.841      0.592
     0.000      3.000     11.000     61.320     50.577     30.282     42.088     50.504      0.000      0.000      5.620      5.000      7.250      6.830      1.156      6.272     -7.018      2.520     -1.480      0.686      0.156      0.592
     0.000      3.000     11.000     61.320          *          *          *          *      1.000      3.000      8.000      5.600      7.000      8.500      3.898      6.369      2.930      6.145     -0.366      0.690      1.476      0.596
     0.000      5.000     12.000     70.600     58.971     45.597     55.672     50.504      1.000      3.000      8.250      6.700      6.620      7.000     17.409      6.272      1.798      2.520     -0.311      0.686      1.261      0.592
     1.000      5.000     10.000     70.600     59.105     49.205     55.672     62.519      3.000      5.000      7.250      6.500      8.000     10.140     14.239      6.272      5.303      2.520      0.933      0.686      2.160      0.592
     0.000      5.000          *     56.330     61.272     62.975     46.664     54.000      5.000      4.000      8.110      7.500      7.000      9.060     16.585      7.001      5.949      2.522      1.237      0.686      2.040      0.592
     0.000      4.000     13.000     56.330     58.836     67.688     62.390     64.266      4.000      6.000      8.500      6.570      9.710      9.500     14.359      6.272     11.801      2.520      1.415      0.686      2.825      0.592
     1.000      2.000     12.000     66.180     50.442     55.391     55.672     50.504      3.000      3.000      4.250      4.750      5.840      7.750     -0.892      6.272      1.246      2.520      0.212      0.686     -0.219      0.592
     0.000      3.000      7.000     15.570     48.412     59.588     51.954     69.508      1.000      2.000      6.250      8.000      5.000      4.570    -10.567      6.272      4.256      2.520     -0.776      0.686     -0.227      0.592
     1.000      3.000     10.000     15.570     46.652     43.536     39.944     48.757      0.000      3.000      5.000      7.250      5.000      6.500     -9.534      6.272     -6.511      2.520     -0.885      0.686     -0.339      0.592
     1.000      4.000     10.000     56.330     47.871     39.706     48.809     48.647      2.000      0.000      5.000      3.110      2.750      2.100      2.535      6.272     -5.466      2.520     -0.904      0.686     -2.450      0.592
     0.000      3.000      7.000     56.330     43.810     50.163     57.959     45.371      1.000      3.000      4.670      5.170      4.250      2.250     -5.223      6.272     -2.835      2.520     -0.788      0.686     -1.909      0.592
     0.000      3.000      3.000     56.330     61.272     58.410     64.679     56.621      3.000      2.000      7.170      9.330      7.830      6.000     -8.505      6.272      7.183      2.520      0.030      0.686      1.281      0.592
         *      3.000     10.000     20.260     54.775     52.666     60.103     60.770      3.000      1.000      4.000      5.000      7.570      7.000     -5.053      6.305      4.522      2.524     -0.245      0.688     -0.053      0.592
     0.000      3.000          *     70.600     57.075     45.597     49.380     50.504      1.000      2.000      6.000      4.330      5.000      7.500      3.184      7.001     -0.360      2.522     -0.725      0.686     -0.034      0.592
     0.000      4.000     12.000     70.600     54.503     54.802     46.520     50.396      5.000      4.000     11.000      8.000      9.750     11.000     13.673      6.272      2.244      2.520      1.351      0.686      4.050      0.592
     0.000      3.000     10.000     66.090     54.638     39.633     42.231     50.396      2.000      2.000      6.500      4.200      4.000      4.250      1.237      6.272     -4.075      2.520     -0.551      0.686     -0.985      0.592
     0.000      4.000     10.000     70.600     67.499     67.688     57.243     69.508      0.000      2.000     10.600     10.500     10.620     10.830     11.763      6.272     13.487      2.520     -0.433      0.686      4.395      0.592
     0.000      5.000     13.000     70.600     50.713     53.698     57.816     49.413      5.000      3.000      9.330      8.750      9.500      6.000     20.035      6.272      2.380      2.520      1.057      0.686      2.301      0.592
