6053 4 3 2 4 0 2 41.86 39.08 48.68 45.56 -0.0535167694559085
6053 1 1 1 2 4 6 63.13 66.74 70.6 68.32 0.50607477542049
6053 1 1 1 1 6 3 65.49 63.34 57.52 68.48 1.9181906903946
6053 2 1 2 2 5 6 63.93 67.06 60.58 60.79 1.26299873631439
6053 3 1 2 1 1 1 59.22 54.84 60.33 61.8 1.26299873631439
6053 2 1 1 2 4 7 60.86 61.02 58.37 63.01 0.763927205914333
6053 2 1 1 1 5 3 61.99 55.75 66.78 65.25 0.19925064932604
6053 2 1 1 2 6 3 58.05 54.51 57.16 55.16 -0.617889100693125
6053 1 1 1 1 6 4 66.79 64.34 70.6 68.77 1.26299873631439
6053 2 2 1 2 1 1 31.44 44.5 63.59 59.05 0.761789294305032
6053 2 2 2 3 2 5 65.02 61.82 61.97 62.77 0.761789294305032
6053 2 1 1 2 3 8 -99 -99 -99 -99 0.356316614487869
6053 2 2 2 3 -99 -99 61.44 48.41 57.15 61.18 0.0070032450204377
6053 1 1 1 1 6 6 59.22 61.18 64.45 65.93 -0.147115620038797
6053 1 1 1 1 5 5 68.09 64.76 66.3 68.62 -0.761730534788477
6053 1 1 2 1 6 6 68.09 61.56 63.65 63.97 1.11324057538176
6053 3 2 3 2 5 3 48.53 56.34 57.97 60.72 0.50607477542049
6053 4 2 1 3 4 2 39.24 41.64 44.26 59.51 0.167710720646424
6053 1 1 1 1 7 3 64.74 69.18 63.96 55.11 1.11324057538176
6053 1 1 1 1 7 7 62.4 63.3 64.25 63.38 -0.138251606624106
6053 3 2 2 3 3 5 54.36 44.33 41.31 43.74 1.45019643748016
6053 3 3 3 3 3 2 31.97 35.15 42.25 41.88 1.45691465467073
6053 3 3 3 2 3 3 58.8 53.19 60.45 62.6 0.3549084218122
6053 2 1 2 2 2 7 61 69.19 60.13 60.08 0.3549084218122
6053 2 1 1 2 1 2 58.34 57.21 59.09 55.38 0.46227297243979
7042 2 4 2 3 1 1 35.11 54.25 46.19 54.43 -0.402830138923339
7042 2 2 3 3 2 6 37.5 52.04 42.98 47.24 -0.805086801858901
7042 3 2 2 5 0 2 31.32 39.98 31.3 37.25 -0.0067624550242635
7042 2 3 2 2 1 3 -99 -99 -99 -99 -0.949196966258434
7042 2 3 1 2 2 1 62.86 51.88 51.52 52.25 -0.693213717069711
7042 -99 -99 -99 1 4 -99 37.17 42.43 -99 -99 -1.44381027642071
7042 1 2 1 1 2 2 60.3 54.33 58.55 62.38 0.50607477542049
7042 1 1 1 1 1 2 55.25 60.18 53.2 57.08 -0.967202470160556
7042 2 3 2 3 1 -99 47.1 35.41 37 46.87 -0.248711273864105
7042 3 4 1 2 0 3 46.28 39.64 48.3 49.39 -0.597515748135747
7042 2 3 2 1 2 2 44.18 46.37 59.4 53.63 -0.0535167694559085
7042 2 3 1 2 1 3 50.11 40.3 50.86 42.91 -0.589176523255361
7042 5 3 3 3 -99 -99 34.35 34.64 33.43 37.03 -1.20344695516238
7042 3 3 3 3 1 1 30.81 33.72 31.19 29.34 0.0277245737579468
7042 2 2 2 2 1 1 45.53 37.59 41.18 59.16 -0.617889100693125
7042 5 5 5 5 0 -99 -99 -99 -99 -99 0.843304708634655
7042 4 3 3 1 1 1 32.6 32 32 29.91 -0.248711273864105
7042 2 1 1 1 3 2 39.13 61.46 56.68 58.88 0.100602095603326
7042 3 4 2 1 2 -99 37.89 35.27 33.09 37.41 0.0991939029276578
7042 2 2 3 3 0 5 42.78 50.6 60.65 58.47 -0.855329385371365
7042 2 1 3 4 0 -99 34.76 42.09 46.23 41.64 -1.02336178051029
7042 1 1 1 1 1 2 52.31 57.75 54.43 58.09 0.275716360515837
7042 1 4 2 2 2 1 56.2 41.94 41.83 65.99 -0.155112423281217
7042 5 3 4 3 1 2 31.96 38.85 52.07 33.18 -0.0287158383394451
7042 1 1 1 1 2 2 63.46 62.3 59.4 59.58 0.0962413914767128
7089 1 1 1 1 2 6 40.17 54.34 52.74 45.64 -0.0813966668346745
7089 1 2 1 1 3 8 64.83 61.27 64.07 64.81 0.442389878303444
7089 1 2 3 5 1 -99 -99 -99 -99 -99 -0.0491560653292953
7089 3 3 2 1 0 0 37.57 41.48 38.34 41.29 -0.506016015903935
7089 3 2 3 2 1 1 55.85 52.57 49.22 30.97 -0.27815401085484
7089 3 2 5 4 2 4 56.43 50.03 57.26 65.1 -0.324753678350184
7089 2 1 3 1 0 2 53.78 48.39 50.03 60.06 -0.181109319077407
7089 3 2 3 4 2 4 44.07 46.56 49.75 44.8 0.0245596911172468
7089 3 3 4 3 -99 1 44.2 40.27 31.76 46.67 -0.711487951276013
7089 3 3 3 4 2 2 44.85 43.97 41.66 51.18 0.280274210001789
7089 2 1 3 2 1 3 -99 -99 -99 -99 -0.0535167694559085
7089 3 -99 2 1 1 3 -99 -99 -99 -99 -1.25884611352208
7089 3 5 3 3 -99 6 37.78 34.57 36.72 53.31 -0.0535167694559085
7089 2 1 1 2 5 5 60.16 56.59 63.12 50.65 0.0991939029276578
7089 3 1 2 4 1 8 54.16 55.47 53.35 59.78 -0.0690391594656415
7089 3 1 2 2 3 3 49.18 46.04 51.95 44.07 -0.855329385371365
7089 3 4 3 4 1 3 44.7 35.74 39.06 38.08 -0.0535167694559085
7089 4 2 3 4 1 3 41.18 46.56 53.52 41.56 -0.0505642580049635
7089 1 1 1 1 3 3 -99 -99 -99 -99 -1.35395537986114
7089 3 3 3 3 -99 5 49.45 46.27 43.5 50.35 -0.147115620038797
7089 3 2 3 3 1 0 51.34 50.27 48.21 55.86 -0.0880037982381188
7089 2 1 3 -99 1 4 -99 -99 -99 -99 -0.655774176836556
7089 1 1 1 1 7 7 66.72 63.79 65.19 63.51 0.261309571229312
7109 3 3 4 3 1 4 39.37 44.66 46.03 44.52 0.425474521448459
7109 2 1 2 1 2 3 62.18 63.04 51.94 59.92 0.33187567086557
7109 2 2 2 1 3 5 50.5 60.17 56.14 52.59 -0.20327493038853
7109 2 1 2 2 1 2 45.89 62.49 56.46 53.49 -0.711487951276013
7109 2 2 1 1 1 2 62.24 59.08 68.29 67.38 -0.250852480479682
7109 2 1 2 2 3 4 59.75 64.72 58.99 55.7 -0.20327493038853
7109 3 4 5 5 2 1 39.41 36.29 38.89 38.09 -0.20327493038853
7109 -99 5 4 3 5 4 54.56 50.53 46.71 50.87 -0.767647261625746
7109 3 3 4 3 2 3 40.29 35.55 34.91 39.8 -0.805086801858901
7109 1 2 2 2 5 7 57.4 61.23 50.97 53.54 -0.986367776187409
7109 -99 4 -99 -99 0 7 -99 -99 -99 -99 -0.979556045476015
7109 2 2 3 2 2 6 52.29 49.73 55.26 49.3 1.00728421742984
7109 1 2 2 3 2 3 42.14 50.82 48.9 42.53 -0.20327493038853
7109 2 2 3 1 2 3 49.48 53.36 44.89 45.28 -0.379749664680148
7109 2 1 1 1 2 2 45.95 59.95 53.27 56.63 -0.874349951290239
7109 2 2 3 2 2 2 57.75 53.01 58.27 61.45 -0.655774176836556
7109 2 1 2 2 2 3 56.16 62.1 55.25 34.29 0.857526056497222
7109 3 3 2 2 2 4 55.81 60.88 66.49 61.4 0.261309571229312
7109 2 1 2 3 1 1 49.11 49.58 53.87 41.68 -1.06080132074344
7109 2 3 2 2 2 4 50.27 49.92 50.59 49.39 -1.16188807937296
7133 2 1 2 3 0 1 55.55 67.98 69.91 55.58 -0.711487951276013
7133 2 3 2 3 3 0 35.15 35.55 33.31 34.91 0.228484012707772
7133 2 2 3 2 1 4 57.92 63.52 63.83 60.37 0.0070032450204377
7133 1 3 2 2 2 1 37.45 45.18 37.92 41.87 0.760381101629364
7133 2 1 1 1 2 6 42.49 48.72 56.79 51.53 1.26299873631439
7133 2 1 1 3 1 3 -99 -99 -99 -99 -0.711487951276013
7133 2 2 2 2 3 -99 49.14 46.54 51.98 56.69 0.356316614487869
7133 2 2 3 6 2 0 37.92 41.24 44.33 37.75 -1.0982408609766
7133 2 1 2 2 7 8 -99 -99 -99 -99 -0.342310124446993
7133 1 1 2 1 5 3 57.96 46.34 46.15 47.66 0.50607477542049
7133 2 2 2 1 5 7 49.81 62.32 54.94 54.53 -1.02336178051029
7133 1 2 1 1 3 8 57.76 52.6 57.37 61.9 0.425474521448459
7133 1 1 2 1 6 4 -99 -99 -99 -99 -0.356257854971313
7133 3 2 2 1 2 2 57.99 59.67 55.2 61.34 -0.0505642580049635
7133 1 1 1 2 1 1 53.04 52.44 60.89 49.44 -0.761730534788477
7133 1 1 3 1 7 6 48.19 47.25 39.45 38.71 -0.412968148781337
7133 2 2 4 2 1 2 49.02 40.49 42.8 45.33 -0.0053542623485953
7133 3 2 4 6 0 2 49.48 43.07 51.02 45.85 0.122527654755851
7133 2 4 3 4 -99 -99 49.66 49.5 49.15 38.53 -0.157253629896794
7133 2 1 5 3 -99 -99 37.96 40.7 42.52 46.18 -0.730653257302866
7133 1 1 1 1 7 5 66.7 69.35 67.59 68.09 0.0150000482628575
7133 3 3 3 4 1 0 30.36 50.8 54.39 49.68 -0.155112423281217
7133 1 1 1 1 1 4 63.23 69.35 70.6 60.52 1.11324057538176
7133 4 3 4 4 0 2 43.04 39.45 57.26 47 -0.133186864128691
7194 3 3 3 3 1 3 41.7 47.27 50.09 42.28 -0.599614866486823
7194 2 2 2 2 2 5 60.06 53.67 65.49 59.91 0.50607477542049
7194 2 3 2 3 -99 3 37.8 45.83 43.35 39.4 0.0277245737579468
7194 2 4 4 4 -99 -99 -99 -99 -99 -99 -0.533868529739383
7194 4 1 3 4 3 2 40.08 48.98 40.36 41.17 -0.20327493038853
7194 3 -99 -99 4 -99 2 32.49 31.16 30.95 29.08 -0.410826942165759
7194 1 3 3 2 7 8 58.4 49.23 56.38 59.67 -0.855329385371365
7194 -99 6 3 3 5 8 -99 -99 -99 -99 -0.248711273864105
7194 2 2 2 2 2 3 54.15 43.28 54.29 49.38 -0.617889100693125
7194 1 1 2 2 1 -99 -99 -99 -99 -99 -0.506016015903935
7194 4 1 3 3 0 3 47.96 65.68 63.65 50.12 -0.967202470160556
7194 3 -99 5 4 0 1 33.49 36.49 35.06 30.59 0.100602095603326
7194 2 3 3 3 1 1 55.16 49.83 54.11 48.33 0.0245596911172468
7194 2 1 2 2 1 1 51.24 51.09 49.41 43.52 -0.240714470621685
7194 1 1 2 1 0 1 40.64 53.95 62.32 62.18 -0.585315227728798
7194 2 1 2 2 7 6 64.55 62.63 62.76 65.8 -0.240714470621685
7194 1 1 1 1 6 4 63.95 64.21 64.72 58.69 0.0055950523447695
7194 3 4 2 3 1 -99 55.2 42.15 57.09 54.76 -0.427957282647261
7194 2 3 2 2 0 0 -99 -99 -99 -99 -0.20327493038853
7194 2 2 3 2 1 1 46.54 43.93 45.37 40.62 -1.2229169890451
7194 2 2 3 3 0 2 42.4 53.32 47.42 39.28 -0.16263801004853
7194 3 3 3 3 1 3 44.06 37.19 32.89 36.63 -0.599614866486823
7194 2 1 3 3 1 1 39.32 36.77 46.75 41.33 -0.91395476486652
7219 1 1 2 1 4 2 67.51 62.37 62.22 65.97 0.425474521448459
7219 1 1 1 1 3 4 65.04 69.06 69.42 66.27 0.250360256535947
7219 3 2 2 1 3 3 60.17 60.42 64.49 64.93 0.518432282789523
7219 4 4 4 4 2 2 42.91 37.9 46.05 44.2 -0.599614866486823
7219 1 1 2 1 1 8 55.28 62.74 62.26 55.95 -0.324953436146284
7219 1 1 1 1 6 6 59.57 54.84 52.07 58.03 0.00551130968702666
7219 3 1 2 2 1 1 57.66 69.57 66.49 62.61 -0.768361527840202
7219 2 2 2 2 2 4 53.97 56.07 51.3 54.71 -0.986636506491589
7219 1 3 5 5 1 0 38.67 37.83 32.91 36.51 -1.07087547201619
7219 3 3 3 3 1 2 38.56 48.37 48.01 46.55 -1.16966928375106
7219 5 1 2 3 2 7 44.02 39.23 37.75 51.65 -0.947732436277834
7219 3 1 3 2 3 7 58.12 58.14 53.93 54.99 -0.86196037842309
7219 3 3 2 2 0 1 50.07 40.23 52.73 46.15 0.250360256535947
7219 3 -99 -99 6 1 -99 39.68 41.12 37.93 38.15 -0.02723050617677
7219 2 2 3 2 1 6 56.96 54.89 54.27 53.9 -1.17162334596419
7219 3 3 3 3 4 6 54.03 46.83 49.85 49.06 0.50607477542049
7219 3 3 3 2 0 1 46.04 35.48 45.54 46.6 -0.623723426298956
7219 2 2 2 2 3 3 54.78 53.02 59.82 53.4 0.681189040333001
7219 4 4 4 4 0 1 43.57 50.11 56.5 52.92 0.0070032450204377
7219 3 3 3 3 2 3 43.3 42.18 39.39 40.69 -0.20327493038853
7219 3 2 2 2 2 -99 54.92 56.1 58.13 56.49 -1.34343778400565
7219 3 3 3 3 1 2 33.71 40.34 49.32 49.53 -1.1475988921443
7219 1 1 3 1 4 2 50.9 52.13 50.12 57.92 -0.20327493038853
7219 1 1 2 1 2 3 60.71 60.75 65.44 61.19 -0.0865956055624506
7219 2 2 1 1 1 4 63.48 62.56 67.19 64.19 0.100602095603326
7219 1 1 2 1 1 4 58.54 59.16 67.13 49.7 -0.147115620038797
7219 3 3 3 3 1 1 52.78 60.21 55.22 47.82 1.00728421742984
7219 1 1 3 2 1 -99 43.29 41.86 40.63 36.43 -0.506016015903935
7219 3 2 2 2 3 4 61.98 58.58 67.52 61.44 -0.655774176836556
7219 2 3 3 2 5 2 46.87 46.27 45.09 54.66 0.0991939029276578
7219 2 2 3 2 2 2 38.77 45.16 43.67 49.39 -0.599614866486823
7219 4 1 1 3 0 3 -99 -99 -99 -99 0.0055950523447695
7219 3 3 3 3 2 2 41.23 36.51 43.52 47.43 0.0070032450204377
7219 2 2 3 2 1 3 38.79 44.61 48.74 48.4 -0.248711273864105
7219 3 3 3 3 1 2 38.67 56.36 51.69 49.68 -0.418352528933072
7219 3 3 4 3 2 4 48.8 50.73 50.53 51.16 -0.27815401085484
7219 1 1 1 1 5 7 64.46 67.99 68.29 69.13 -0.400059657952013
7219 1 2 3 2 5 2 45.31 46.07 50.26 54.86 -0.565692138937565
7219 3 3 3 3 1 1 42.25 44.26 50.05 43.25 -1.14504028626804
7220 2 3 2 3 1 5 64.31 64.18 64.27 63.51 -0.693482447373891
7220 1 1 1 1 2 7 55.26 58.35 63.14 63.76 0.948986995470809
7220 2 3 3 3 2 4 39.1 41.15 38.11 46.27 -0.20327493038853
7220 1 1 1 1 2 3 59.71 65.06 62.17 64.23 0.830947201265622
7220 3 3 2 3 2 3 57.72 42.23 60.6 52.1 -0.402830138923339
7220 3 2 2 3 1 2 42.87 43.57 49.4 40.6 -1.55642219345165
7220 1 2 2 1 3 3 65.42 60.83 64.03 65.24 -0.855329385371365
7220 1 4 2 1 2 3 47.17 39.65 43.88 45.82 -0.0535167694559085
7220 1 2 2 2 7 3 52.11 53.26 53.43 59.42 0.00551130968702666
7220 2 2 1 1 1 4 66.06 61.39 59.98 65.82 -0.723845458645046
7220 1 4 3 2 6 5 56.26 52.49 50.33 59.09 0.100602095603326
7220 -99 -99 -99 -99 2 4 50.47 45.19 49.81 58.01 -0.324753678350184
7220 3 1 2 3 5 3 59.59 58.64 55.79 59.84 0.196338857795515
7220 1 2 3 4 0 1 44.71 36.98 47.81 40.98 -0.986636506491589
7220 2 1 2 2 2 5 58.41 52.7 42.13 56.71 0.57523268238108
7220 4 3 3 3 2 1 62.48 47.37 53.2 57.96 0.33187567086557
7220 2 1 2 2 2 2 58.71 61.28 54.01 65.9 -0.309231288340451
7220 3 2 4 5 1 -99 35.17 35.32 38.79 39.04 -0.873603619577667
7220 3 3 3 3 0 0 -99 -99 -99 -99 -0.784870436263608
7220 3 3 4 4 3 0 -99 -99 -99 -99 -1.16966928375106
7220 1 2 2 1 1 0 57.1 59.22 61.24 65.6 -0.458989449273072
7239 2 2 2 2 2 4 64.85 58.96 57.49 61.38 0.830947201265622
7239 1 3 -99 2 5 1 50.31 40.57 31.89 41.97 -1.41760259825751
7239 1 1 1 1 3 4 65.35 66.36 64.45 57.67 -1.0982408609766
7239 3 2 3 3 1 0 53.44 51.8 50.85 50.26 -0.0535167694559085
7239 3 2 3 4 2 0 57.13 57.98 61 46.06 -0.947732436277834
7239 3 3 3 3 5 1 44.83 39.82 43.81 40.78 -0.179553366903515
7239 2 3 4 2 2 3 48.95 45.57 53.22 48.75 -0.147115620038797
7239 3 5 5 4 0 0 47.12 39.34 32.49 41.13 -0.125443338471274
7239 2 3 4 3 3 0 52.11 47.71 46.38 48.82 0.761789294305032
7239 3 2 3 3 1 4 60.38 54.39 56.79 56.53 0.0883988525202878
7239 1 2 3 2 2 2 33.02 40.88 33.09 31.11 0.250360256535947
7239 3 4 3 4 2 5 35.52 31.36 35.29 30.02 0.0055950523447695
7239 2 3 2 3 1 4 43.08 54.59 54.99 52.8 -0.506016015903935
7239 2 2 3 2 6 8 38.04 42.42 46.33 30.78 -1.35395537986114
7239 2 2 1 1 0 0 58.48 41.35 41.67 45.62 -0.155112423281217
7239 3 3 3 2 1 2 45.34 31.91 34.85 32.75 0.0962413914767128
7239 6 1 5 4 2 3 31.07 37.56 37.04 27.08 0.122527654755851
7239 2 1 3 2 4 6 57.38 60.74 58.01 39.23 0.100602095603326
7239 2 2 2 2 2 4 51.12 52.15 57.85 44.24 -0.157253629896794
7239 3 4 4 2 0 -99 38.38 32.31 41.51 58.5 -0.248711273864105
7320 1 2 1 2 2 0 46.7 42.28 55 44.61 0.0070032450204377
7320 1 2 2 1 3 8 31.81 36.09 34.89 39.79 -0.0505642580049635
7320 2 1 3 2 2 3 36.34 48.4 44.87 46.2 -1.13418380573104
7320 1 2 2 2 6 1 62.57 52.18 50.46 60.25 0.681189040333001
7320 1 1 1 2 5 2 59.69 54.98 61.2 61.8 -0.711487951276013
7320 1 3 3 3 2 0 50.37 44.65 45.89 42.76 -0.309231288340451
7320 1 1 2 2 3 3 54 61.95 51.78 48.3 0.108598898845746
7320 2 3 2 3 5 5 59.46 48.69 58.45 60.13 -0.800185137038384
7320 2 2 2 2 2 7 -99 -99 -99 -99 -1.17162334596419
7320 1 2 2 2 0 4 66.15 56.6 59.66 68.47 0.275716360515837
7320 1 2 3 3 2 2 50.25 47.77 45.63 29.18 -0.506016015903935
7320 1 3 2 2 3 0 -99 -99 -99 -99 0.0055950523447695
7320 1 1 2 1 7 1 32.4 45.1 44.53 49.22 -0.784870436263608
7320 3 4 1 5 2 0 -99 -99 -99 -99 -0.0491560653292953
7320 3 3 2 2 0 -99 -99 -99 -99 -99 0.100602095603326
7320 2 3 3 2 2 5 -99 -99 -99 -99 -0.768361527840202
7320 2 3 2 2 4 0 -99 -99 -99 -99 -0.48761567836441
7320 1 3 3 3 1 0 -99 -99 -99 -99 -0.873603619577667
7320 2 2 2 1 1 1 49.32 39.26 42.27 46.17 -0.155112423281217
7320 1 2 2 2 2 2 34.44 47.87 50.58 46.73 -0.240714470621685
7369 2 1 2 1 3 7 44.16 58.71 64.39 62.38 0.57523268238108
7369 -99 2 1 3 2 4 44.11 45.76 58.91 48.87 -0.599614866486823
7369 2 2 2 2 2 4 56.91 50.76 54.72 61.01 -0.248711273864105
7369 6 1 -99 -99 0 3 37.91 41.04 36.49 40.5 -0.693213717069711
7369 2 1 2 1 2 5 58.91 66.95 55.97 68.03 1.26299873631439
7369 1 1 1 1 5 1 53.69 60.9 62.61 59.73 -0.0690391594656415
7369 2 1 2 3 3 8 56.18 61.4 49.72 48.95 -0.147115620038797
7369 3 2 2 1 7 3 58 54.17 62.12 51.92 0.3549084218122
7369 2 1 2 2 1 0 56.19 70.94 66.74 63.24 0.248952063860279
7369 1 1 1 1 3 3 64.5 66.46 65.3 66.91 0.830947201265622
7369 1 2 2 1 1 0 64.3 62.58 62.38 64.43 0.0991939029276578
7369 2 1 2 1 2 2 58.18 57.02 64.64 56.22 0.905552210616165
7369 1 1 1 1 2 5 64.09 66.43 67.81 68.37 0.693272476586266
7369 1 1 1 1 5 8 53.51 54.48 46.65 45.85 1.15985853682504
7369 3 2 2 2 1 6 55.78 64.72 61.16 54.94 0.0055950523447695
7369 1 1 1 1 6 6 65.26 63.66 60.78 61.54 -0.147115620038797
7369 2 2 1 2 -99 -99 57.46 46.87 54.51 53.57 -0.309231288340451
7369 1 2 2 1 1 5 59.36 61.16 48.41 62.92 -0.0535167694559085
7369 2 2 1 1 6 3 62.47 63.97 55.73 61.04 0.504666582744822
7369 3 5 3 1 5 2 -99 -99 -99 -99 -0.0535167694559085
7390 4 3 5 6 1 2 45.38 49.75 51.37 44.67 -0.147115620038797
7390 3 2 2 3 3 2 54.83 58.04 60.18 57.33 1.26299873631439
7390 1 1 1 1 4 2 65.75 58.07 66.09 62.36 0.460864779764121
7390 3 1 2 3 1 3 62.89 67.02 64.23 68.62 -0.533868529739383
7390 2 2 3 4 0 4 39.27 35.85 46.29 28.44 -0.784870436263608
7390 1 1 1 1 1 2 52.06 62.05 64.7 57.21 0.517024090113854
7390 2 2 2 2 2 5 58.76 62.79 60.25 51.96 0.425474521448459
7390 1 1 1 2 5 5 53.56 60.84 61.74 54.29 -0.309231288340451
7390 2 1 3 4 2 4 55.08 54.99 57.5 46.76 -0.655774176836556
7390 1 1 1 1 2 3 64.35 64.7 66.38 57.5 1.9181906903946
7390 2 1 3 3 1 3 45.88 44.65 42.35 41.24 -0.402830138923339
7390 3 3 3 3 -99 -99 50.12 51.09 51.79 53.41 -0.342310124446993
7390 2 3 2 4 2 4 44.56 52.72 48.7 43.94 -0.306278776889506
7390 4 4 4 4 1 2 44.94 41.89 52.18 51.51 -0.125198469815374
7390 3 5 4 5 1 0 -99 -99 -99 -99 -1.09179258097401
7390 2 3 4 3 1 5 53.17 48.63 56.77 54.48 0.356316614487869
7390 1 1 1 1 2 2 65.45 65.19 59.85 67.39 0.681189040333001
7390 2 1 3 4 1 1 55.17 61.6 54.93 43.64 -0.878469286846496
7390 1 2 3 3 1 2 55.21 51.79 52.69 45.42 -0.967202470160556
7390 4 4 3 4 1 4 31.28 47.23 40.02 35.21 -0.979556045476015
7415 1 2 2 2 2 2 48 40.65 46.12 40.53 0.0962413914767128
7415 3 3 3 3 0 3 39.27 38.96 56.9 52.27 -0.125198469815374
7415 2 4 3 4 1 5 36.46 51.1 58.59 40.74 -0.599432836007204
7415 1 2 3 3 2 3 -99 -99 -99 -99 -0.0505642580049635
7415 4 4 4 3 1 -99 41.91 40.03 45.73 45.12 -0.181109319077407
7415 4 3 3 3 2 3 39.52 39.74 47.8 42.29 -0.0535167694559085
7415 4 4 4 4 2 -99 -99 -99 -99 -99 0.100602095603326
7415 4 1 3 2 0 2 48.33 36.93 40.8 46.07 -1.20344695516238
7415 4 1 5 4 -99 -99 -99 -99 -99 -99 -1.31651583962799
7415 2 2 3 3 1 2 37.85 35.86 33.65 37.48 -1.0982408609766
7415 3 3 3 3 2 2 59.34 48.79 39.55 49.31 -0.519439287562592
7415 2 1 3 3 3 3 47.34 43 41.74 40.69 -1.02336178051029
7415 1 1 1 2 3 5 51.55 59.13 60.5 53.79 0.250360256535947
7415 2 1 2 2 7 7 56.16 66.67 57.6 56.97 1.11324057538176
7415 2 2 2 1 2 1 49.26 47.27 53.19 41.63 -1.2229169890451
7415 2 1 3 2 3 6 68.09 67.75 62.78 64.2 -1.00755361544941
7415 5 4 5 1 0 -99 43.37 48.38 45.72 55.3 -1.25884611352208
7415 1 2 3 4 1 8 46 39.04 52.34 51.33 -0.682871744951062
7415 1 1 1 2 2 7 50.5 64.3 59.49 55.69 -1.12931813846221
7415 1 1 1 2 5 4 59.36 60.24 62.92 51.38 -0.342310124446993
7415 2 1 2 3 1 -99 -99 -99 -99 -99 -0.767647261625746
7415 1 5 4 1 2 -99 -99 -99 -99 -99 -0.496428989506228
7431 2 2 2 2 2 3 61.58 63.72 65.25 60.7 0.174317852049868
7431 2 3 1 3 1 5 31.76 49.8 49.56 53.32 0.681189040333001
7431 2 2 2 2 3 1 53.36 53.35 48.21 41.82 -0.240714470621685
7431 3 1 2 2 1 4 43.98 58.33 34.07 47.7 0.539153611527032
7431 1 2 2 1 1 6 60.33 59.75 57.28 55.7 0.122527654755851
7431 2 1 2 2 1 3 63.32 66.96 67.19 59.55 0.456551798934069
7431 4 3 3 4 1 3 51.85 61.97 63.46 51.81 0.0991939029276578
7431 2 3 2 1 2 4 51.48 39.88 50.11 45.84 -0.873603619577667
7431 2 2 1 2 4 5 48.81 52.72 46.56 48.49 0.681189040333001
7431 1 2 1 2 3 4 56.26 59.15 52.2 55.91 0.57523268238108
7431 2 2 2 2 5 2 60.01 58.57 62.03 52.24 0.50607477542049
7431 2 2 1 1 1 5 65.17 64.32 67.12 59.05 0.105801034331102
7431 1 1 2 2 -99 5 57.12 57.92 60.81 61.6 0.0962413914767128
7431 2 2 1 2 1 2 59.44 66.14 63.05 65.45 -0.157253629896794
7431 2 3 3 3 1 2 51.8 53.45 51.6 47.73 0.280274210001789
7431 1 1 1 1 3 5 64.74 66.06 62.19 64.58 1.15985853682504
7431 2 2 2 2 2 5 67.06 68.44 67.35 66.23 0.610622940696743
7431 2 2 2 3 4 4 53.52 56.6 52.28 57.79 -0.805086801858901
7431 3 3 3 3 1 1 35.07 36.6 41.73 50.9 0.205150260879579
7431 2 2 2 3 4 4 55.75 61.4 65.51 51.53 0.0070032450204377
7435 2 2 3 3 2 3 56.27 50.96 50.96 55.99 0.610622940696743
7435 2 2 2 1 3 3 62.98 56.52 61.13 62.2 1.41698124838525
7435 1 1 3 1 4 1 48.15 55.1 45.9 49.74 0.751433345556931
7435 2 1 4 2 2 2 34.19 43.55 45.7 50.72 0.0991939029276578
7435 1 2 3 4 1 1 -99 -99 -99 -99 -0.15947312740783
