2	-.263	54.775	44.272	58.101	50.396	4	4	3	4
2	-.263	42.726	50.236	46.664	52.143	2	3	3	3
2	-.812	39.883	45.671	42.375	33.03	3	3	3	4
1	-.284	52.608	51.635	46.807	52.579	3	3	3	1
1	-1.417	61.136	58.262	71.397	62.519	3	3	2	3
1	-.801	35.822	37.277	31.366	36.415	3	3	2	3
2	.117	41.779	36.467	42.946	34.341	4	4	4	4
1	1.011	41.779	48.911	28.934	47.009	3	3	3	2
2	-.381	44.35	39.633	42.231	39.801	2	2	3	3
2	.225	48.546	39.706	44.375	41.767	4	4	3	3
2	-.142	56.94	45.892	51.096	54	3	3	3	2
1	-.126	48.277	43.241	48.951	47.774	3	3	3	3
2	1.055	65.468	65.405	58.101	64.266	3	3	3	3
1	1.541	55.044	41.915	53.24	62.736	2	3	3	3
1	-.985	44.216	54.581	57.816	46.9	4	4	3	4
2	-.958	36.228	35.363	42.804	38.381	4	4	3	3
2	-.032	37.853	44.42	60.39	43.405	4	4	4	4
1	.048	44.079	44.345	48.809	42.532	4	4	4	4
2	.387	61.272	63.122	44.52	64.266	2	3	3	3
2	.051	58.971	49.426	48.951	54.436	3	3	3	3
1	.331	46.381	45.524	51.096	50.396	3	3	4	3
1	.263	45.84	52.519	57.816	52.251	2	4	2	3
2	-.054	31.355	37.277	35.655	29.643	2	3	2	2
2	-.313	50.577	51.414	33.224	46.9	3	4	3	4
1	-.632	61.136	61.871	71.397	66.013	3	3	3	3
2	-.047	54.909	47.807	53.383	54.764	2	1	3	3
2	.938	55.044	57.232	53.527	55.528	3	3	3	3
1	-.71	61.001	63.859	60.245	54	3	3	3	3
2	-.682	67.499	68.94	71.542	66.232	2	3	3	3
2	-1.013	52.608	49.059	38.228	48.647	2	3	2	3
2	-.562	35.957	39.706	40.373	42.422	2	3	1	2
2	.306	54.503	58.337	51.096	50.396	3	3	3	3
1	-.064	56.94	61.944	66.966	62.519	3	3	2	2
1	.646	52.473	56.348	62.534	59.023	3	3	3	2
2	-1.042	51.12	38.602	46.664	49.63	3	3	2	2
1	.358	63.167	71.222	69.397	67.761	4	3	4	3
1	1.136	67.499	61.871	64.679	66.013	3	4	4	4
1	-.282	37.581	45.745	54.67	53.89	2	3	2	3
2	1.304	52.473	43.536	51.238	53.126	3	3	3	3
2	-.618	50.577	36.246	44.52	55.638	1	4	1	3
1	.323	54.909	42.136	53.527	48.757	3	3	3	3
2	.107	44.079	45.524	51.238	47.009	3	3	3	3
1	.276	65.334	56.348	62.39	57.494	3	4	3	4
2	-.502	46.381	44.272	42.375	47.883	3	3	2	3
1	-.451	43.81	57.232	57.959	51.596	2	3	3	3
1	-.668	56.94	52.445	48.809	45.043	3	3	2	3
2	-.142	58.971	58.41	44.52	52.251	4	4	3	4
2	.54	29.324	36.172	49.238	28.66	3	3	2	2
2	-.265	31.49	38.529	44.804	30.299	2	3	3	3
2	-.22	61.272	50.089	49.094	60.006	2	3	3	3
1	-.505	63.167	63.049	69.253	66.123	3	4	3	3
2	.708	52.608	64.227	55.527	55.747	3	3	3	3
2	-.26	61.136	53.698	57.959	59.132	3	3	3	3
1	.137	48.412	45.377	44.804	50.504	4	4	4	2
1	.812	56.94	57.084	58.101	55.747	2	3	3	3
2	.53	54.638	49.059	39.944	47.009	4	4	4	4
2	.064	45.028	32.712	37.942	48.757	3	3	3	3
2	-.637	52.608	47.807	46.664	42.641	3	4	3	3
2	.533	48.412	47.807	35.797	46.136	3	4	4	4
2	.29	58.971	63.343	62.39	57.494	3	3	3	3
2	-.503	57.075	54.213	51.525	45.043	3	4	3	3
1	-.219	40.018	37.351	36.084	50.396	4	4	3	4
2	-.593	54.775	58.337	57.959	59.023	4	3	3	3
1	-.393	36.093	53.771	48.951	47.774	3	2	3	2
2	.215	50.307	56.348	62.248	55.638	2	4	3	4
2	-.214	56.669	61.871	55.672	64.485	3	3	3	3
2	-.283	39.748	44.641	50.38	54.217	2	2	2	2
2	-.925	48.412	59.588	37.942	41.877	3	3	3	2
2	.685	54.909	56.127	57.816	54.655	3	3	3	3
2	.03	61.136	50.163	55.672	54.764	4	2	2	3
2	-.589	55.587	52.593	47.236	55.528	3	3	3	3
1	-.407	63.303	67.761	67.108	59.898	3	3	3	3
2	-.204	63.167	51.268	60.39	57.385	2	3	2	3
1	1.058	63.303	59.956	57.816	64.266	2	4	3	4
1	1.799	61.136	68.94	69.11	62.519	3	3	3	3
2	-.518	61.136	52.593	51.382	55.747	3	3	3	2
2	-1.053	35.687	41.327	44.804	34.777	3	2	2	2
2	.231	48.277	40.885	38.086	44.279	1	1	1	1
1	-.759	39.748	39.633	42.088	47.009	3	3	3	3
2	.415	46.516	36.099	42.231	45.917	3	3	3	3
2	.685	67.499	60.692	53.383	62.519	3	3	3	3
2	.608	65.334	64.301	71.397	60.881	3	4	3	3
2	-1.329	39.883	50.236	57.959	52.907	3	2	3	3
1	-.372	48.277	36.246	39.801	52.143	4	3	4	3
1	-.543	27.294	37.351	36.084	36.634	1	1	1	1
1	.238	50.442	47.733	55.814	55.528	3	3	2	3
2	-.139	56.805	57.158	51.238	44.388	3	3	3	3
2	-.066	61.136	61.944	58.101	59.898	3	3	3	2
1	-1.482	50.171	42.211	49.094	64.266	3	3	3	3
1	-.57	54.909	54.802	58.53	54.217	2	3	3	3
1	-.862	52.744	38.529	49.094	49.521	3	3	2	2
2	1.326	63.167	62.165	57.816	60.77	4	4	3	4
1	-.749	33.791	37.277	33.51	35.651	3	1	3	1
2	-.228	43.944	46.923	47.664	56.511	3	3	3	3
2	-.385	38.124	42.357	45.233	42.968	3	1	3	2
1	-.477	48.14	44.42	51.525	40.894	3	3	3	3
1	-1.178	48.277	39.633	41.946	53.89	4	3	3	4
1	-1.251	43.944	35.068	39.801	42.532	2	3	3	2
1	-.632	46.246	45.966	60.103	53.781	4	3	2	3
1	-.956	37.987	41.253	46.807	46.136	4	3	2	3
1	1.251	59.105	56.053	62.819	62.519	3	2	2	2
1	.233	40.018	51.268	49.094	45.262	3	3	2	3
1	-1.067	46.11	56.053	39.944	52.251	4	4	2	4
1	-.956	56.128	61.871	62.534	62.519	2	2	3	1
2	-.733	44.079	45.45	53.383	45.371	3	4	3	2
2	-.627	52.744	54.802	47.378	51.269	2	3	3	3
1	1.68	45.84	48.469	49.238	59.898	3	3	3	3
1	-1.207	44.216	40.885	37.513	43.624	2	2	1	3
2	-1.206	61.136	52.151	44.52	52.143	3	3	3	3
1	.905	48.683	50.31	51.096	66.013	3	3	3	2
1	-.236	56.805	67.835	64.679	62.519	3	3	3	3
1	-1.131	56.805	60.692	44.52	57.385	4	4	2	4
1	.235	61.001	57.158	62.534	47.009	4	3	3	3
2	-.142	56.805	61.061	53.383	57.385	3	3	3	3
1	-1.764	33.791	35.068	35.797	26.149	2	2	3	2
2	1.304	56.94	45.597	53.24	48.757	4	4	4	4
1	.812	63.438	64.227	71.397	62.736	2	2	2	2
2	-.183	52.744	38.75	53.527	50.504	3	4	2	3
2	.788	67.499	66.583	64.821	62.628	4	4	4	3
2	-.008	54.775	48.101	42.517	46.136	2	3	1	3
2	.438	63.167	65.405	57.959	60.77	1	2	2	1
1	-.678	52.744	53.844	53.383	60.77	3	3	3	2
2	-.661	54.638	37.645	51.238	57.385	2	3	3	3
2	.03	50.442	55.023	46.52	57.276	3	4	3	4
1	-1.541	35.687	38.455	42.517	26.913	4	4	3	1
1	-.106	48.277	50.236	55.672	57.385	4	2	3	1
1	-.287	31.49	46.923	40.086	39.801	2	2	3	3
1	-.388	48.277	54.949	55.672	55.528	2	3	2	3
1	.438	44.216	39.633	46.807	30.954	4	3	4	2
1	-.678	63.167	53.256	55.385	62.519	4	4	4	4
2	-.499	67.499	65.405	64.821	59.242	2	3	2	4
2	.211	65.334	68.866	62.39	60.989	3	3	3	3
2	-.5	59.105	49.059	53.383	47.883	3	4	2	3
1	-.461	37.853	44.493	42.375	26.367	3	4	3	2
2	.513	57.075	50.089	53.383	43.951	3	3	3	4
2	.122	50.848	47.954	48.809	37.398	3	3	3	3
1	1.099	32.438	49.059	42.231	43.515	4	4	2	3
2	1.043	54.775	66.583	57.816	67.761	3	3	3	3
2	.438	39.883	58.704	35.512	45.371	3	3	3	2
1	.161	50.171	49.279	55.814	55.638	4	4	1	4
1	.408	58.971	49.059	60.39	55.747	3	3	3	1
2	-1.569	67.499	66.583	51.238	60.881	3	3	3	3
1	-.683	46.381	44.272	55.672	41.002	4	4	3	4
1	-.451	56.94	60.692	51.238	53.126	4	3	3	3
2	-.197	48.412	49.059	53.383	46.026	3	3	3	3
2	-.684	46.381	47.954	42.231	35.76	3	3	3	2
2	-.707	41.779	40.885	38.086	45.371	4	4	3	2
1	-.067	50.713	40.885	46.807	51.269	4	3	3	4
1	-.392	50.713	43.241	49.238	43.515	4	4	4	4
1	-.156	50.442	54.875	55.672	45.262	3	3	2	4
1	-.941	33.52	44.493	35.368	44.279	3	3	3	2
2	-.315	54.638	40.885	53.956	47.774	3	4	2	4
2	.881	63.303	58.41	60.245	62.519	3	3	3	3
2	.98	50.713	59.588	48.951	51.269	3	3	3	3
2	-.618	35.822	32.638	46.807	45.371	4	4	2	4
2	-1.034	48.277	44.345	44.662	45.153	4	4	4	3
1	-.547	58.971	48.175	50.953	56.511	3	3	3	2
1	-1.22	52.879	31.533	46.664	48.647	4	4	2	4
2	-1.106	38.124	39.56	47.093	32.265	3	3	3	2
1	-.298	48.277	50.163	50.953	40.675	2	2	3	2
2	.621	44.079	43.02	44.662	46.245	4	4	4	4
2	-1.578	31.49	42.136	42.375	31.392	4	3	2	2
1	-1.171	35.687	39.56	37.942	38.272	4	4	4	3
1	-.535	37.718	45.671	35.226	43.624	2	3	1	3
2	-.142	45.975	49.059	55.527	60.77	1	2	3	3
1	-.707	56.94	57.526	52.811	59.898	3	4	4	4
1	.225	65.334	58.337	66.966	66.013	2	4	3	3
1	-.119	35.687	37.497	55.956	52.143	2	2	3	3
1	1.152	53.014	51.414	58.53	55.747	4	3	2	4
1	.438	35.416	37.351	42.231	32.265	4	3	4	3
2	.651	56.94	50.089	54.098	50.396	4	3	3	3
1	-1.513	36.093	42.873	30.365	41.439	4	3	3	4
2	-1.475	28.512	32.564	28.792	31.719	3	4	3	1
2	-1.533	52.067	52.74	44.804	46.136	2	3	3	2
1	-.271	46.516	56.053	55.672	55.747	4	4	2	3
1	.562	59.105	64.227	60.819	58.149	4	4	4	3
1	-.485	52.473	56.422	44.662	45.371	2	4	3	3
2	.011	54.909	59.809	53.383	48.757	3	4	1	4
2	-.315	42.049	57.158	55.814	45.153	3	3	3	3
2	-1.206	37.853	33.89	44.52	40.128	4	2	4	1
1	.471	56.94	67.688	62.248	64.485	3	3	2	3
1	0	61.136	53.698	55.527	51.269	3	3	3	2
2	-.003	65.334	57.158	51.667	55.528	4	4	4	4
2	-.86	42.185	45.597	48.951	47.009	2	3	3	2
1	-.442	48.412	37.203	31.223	40.894	4	1	2	2
2	1.033	67.499	61.944	64.679	64.266	3	4	3	3
1	-.119	40.561	47.291	45.52	50.396	3	3	2	3
1	.095	50.307	46.629	51.238	46.136	2	2	2	2
1	.72	44.216	44.714	51.238	48.866	3	3	3	3
2	-.734	65.468	65.405	69.397	67.761	2	3	2	3
2	.419	52.744	47.88	46.807	48.757	3	3	3	3
1	-.144	65.334	51.93	57.959	64.266	4	4	3	2
1	.974	52.744	66.657	51.096	55.638	4	4	3	4
1	.129	45.569	45.966	62.819	59.242	3	4	2	3
2	-.124	44.35	42.432	46.664	39.145	3	3	3	2
2	-.714	39.883	48.911	49.094	55.528	2	4	2	4
2	.11	63.167	58.41	55.814	54.655	4	4	3	4
2	.956	52.744	52.445	46.52	55.638	3	3	3	3
1	.299	63.303	65.405	64.679	69.508	3	3	3	2
1	-.835	48.412	46.629	58.53	44.388	2	2	3	3
1	-.903	52.879	55.98	53.383	49.194	3	4	4	3
2	1.002	61.136	55.023	62.534	55.528	3	4	3	3
2	.25	61.136	56.053	56.385	60.881	4	4	3	2
1	-.171	57.481	55.98	60.245	62.519	2	3	2	3
2	1.304	52.473	47.88	46.949	49.63	2	4	4	4
2	-.168	65.334	53.623	57.959	47.119	3	3	3	3
2	.811	65.334	67.173	60.532	59.023	3	3	3	3
2	-1.417	37.718	49.059	42.231	42.641	4	3	3	1
1	-.826	50.577	46.775	40.23	43.515	2	1	1	2
2	-.004	61.001	65.405	66.823	59.242	4	4	3	4
1	.483	46.11	49.279	51.667	42.641	2	3	2	3
1	.104	54.909	39.706	44.375	42.532	2	4	2	2
1	.121	46.246	40.885	46.949	44.279	3	3	2	3
2	-.341	48.14	50.236	53.383	53.89	3	3	3	3
2	-.518	50.442	50.163	60.245	51.379	3	3	2	3
2	1.281	67.499	67.761	60.103	64.266	3	3	4	3
1	.983	67.499	64.227	66.966	66.013	3	3	3	2
1	1.067	48.546	60.913	62.677	64.266	4	4	4	4
2	1.495	63.303	55.98	53.669	69.508	3	4	3	3
2	.65	65.334	68.866	71.542	69.508	3	4	3	3
1	-.067	67.499	68.866	71.542	69.508	2	3	3	3
1	.91	56.94	65.331	66.823	52.251	3	4	3	4
2	1.628	63.303	68.866	64.679	67.761	3	4	3	4
1	.119	44.216	34.331	46.52	59.132	2	4	2	2
1	.095	61.407	56.422	49.094	54	4	3	3	3
2	-.214	61.001	52.225	57.816	55.747	3	3	2	4
1	-.379	50.307	45.745	44.52	47.883	4	4	4	2
2	.568	46.246	46.039	49.523	48.757	3	4	3	2
2	.678	65.334	66.51	64.679	64.375	4	3	3	2
2	.927	63.303	66.583	60.103	59.898	3	4	4	4
2	1.456	61.136	64.153	62.677	58.259	3	3	4	4
2	.647	63.303	62.975	62.39	64.266	3	4	3	3
2	1.27	48.277	56.053	60.39	43.296	3	3	3	3
2	.662	52.608	46.996	44.52	55.638	4	4	3	4
1	-.43	54.909	50.236	46.807	45.262	3	3	3	3
1	1.306	43.132	42.284	48.951	44.715	3	2	4	3
1	.769	37.04	38.676	42.231	45.59	4	3	3	4
2	-.104	46.246	43.168	42.231	50.286	3	3	4	4
1	1.306	61.136	53.55	40.086	56.839	3	3	3	3
1	.958	50.983	40.738	42.231	43.515	4	4	4	3
2	.128	50.171	45.597	46.664	49.63	3	4	3	4
2	.996	54.638	41.106	46.807	59.023	4	4	4	3
2	-1.202	46.246	38.529	42.375	46.9	3	4	4	4
2	.484	54.775	49.059	57.959	57.276	3	1	2	3
1	.784	54.775	45.524	48.951	43.405	3	4	2	4
1	-.641	56.805	50.457	48.809	51.379	2	3	2	3
1	.215	56.94	47.365	60.39	49.63	3	3	3	3
1	.06	61.542	63.049	64.679	57.276	4	4	3	3
1	.832	59.105	70.044	60.103	56.402	3	3	3	3
1	.091	50.442	67.688	62.534	62.519	3	4	3	3
2	-.414	54.775	46.85	44.804	57.494	4	4	3	4
1	.058	52.473	57.305	51.238	65.14	3	3	3	3
1	-.728	40.289	38.75	38.086	39.255	3	4	2	3
1	-1.381	56.805	59.588	66.823	57.385	3	2	3	2
1	-1.131	37.581	40.443	46.664	49.521	4	3	3	3
2	.324	52.608	50.31	42.66	52.143	2	3	3	2
2	.401	61.136	59.809	48.809	52.143	2	2	4	2
2	-.509	45.975	56.127	44.662	51.269	2	3	3	2
1	.388	54.775	63.049	56.1	48.647	4	4	3	2
1	1.176	52.744	57.232	57.816	62.628	3	3	3	3
1	-.879	58.971	60.913	54.098	56.075	3	2	3	1
2	-.668	46.246	39.781	47.236	42.75	2	3	3	3
2	-.36	58.971	59.809	57.672	52.143	3	3	2	3
1	-.41	46.652	37.203	45.091	50.396	3	3	4	2
2	.073	43.267	39.633	47.093	34.777	3	3	3	2
1	-1.417	35.957	45.45	44.52	33.794	3	4	3	2
1	.633	65.334	68.866	69.253	64.266	3	3	4	3
2	1.174	61.136	64.227	60.39	62.519	4	4	3	4
1	-.563	37.581	46.775	37.799	48.866	2	3	2	3
2	.955	61.136	65.331	62.534	59.023	4	4	3	4
2	.321	52.744	56.201	44.52	57.385	4	4	3	4
1	-.494	31.355	47.217	35.655	45.262	4	3	3	4
2	.343	65.334	54.949	62.819	57.494	1	3	4	4
1	.123	54.638	44.125	52.24	57.494	3	3	3	3
1	-.665	53.691	44.641	58.53	55.638	3	3	3	3
2	-1.904	44.35	39.781	42.517	48.757	4	4	4	4
2	.709	46.11	53.698	55.672	48.647	3	3	3	3
2	-.624	65.334	65.405	57.816	55.747	3	3	3	2
2	.108	59.512	46.775	53.24	47.447	3	3	2	2
2	.502	67.499	65.331	55.672	62.628	3	4	4	3
1	-.208	36.634	38.529	31.223	45.262	3	3	4	2
2	-.937	48.277	51.93	53.24	57.494	3	3	3	2
1	1.605	59.105	64.374	57.959	60.77	3	3	3	3
2	1.085	58.971	65.331	49.238	55.638	2	3	2	3
1	-.499	44.35	46.554	57.816	66.013	3	3	3	3
1	.798	40.018	40.296	35.655	35.979	3	3	3	3
2	-.485	52.879	67.761	65.25	53.89	4	3	2	3
1	.678	63.167	64.153	62.963	64.266	3	4	3	3
2	-1.575	39.883	36.246	44.949	42.641	2	3	2	2
2	-1.032	40.018	40.885	46.949	40.894	3	3	3	2
1	.281	50.442	57.158	51.096	49.521	3	2	3	3
2	-.203	54.909	53.771	51.238	50.396	1	3	3	3
2	-.366	67.499	56.422	62.39	59.023	3	4	3	4
2	-.502	50.307	53.698	53.669	46.791	3	3	3	2
1	.622	67.499	69.013	73.829	69.508	3	2	3	2
1	-.727	37.581	43.094	40.23	49.413	2	3	3	2
1	-.271	50.577	46.702	44.52	38.381	2	3	3	3
1	-.304	50.577	51.414	51.238	52.907	3	3	2	3
2	.233	44.216	44.566	36.226	48.539	3	2	3	1
2	.192	54.775	43.168	49.094	45.262	3	3	3	3
1	.687	61.001	53.108	64.679	59.132	2	3	3	3
1	.204	65.334	65.773	64.535	61.645	4	3	4	3
1	1.724	54.909	51.562	51.382	55.747	4	3	3	3
1	.483	63.438	64.301	62.534	62.628	1	3	4	3
2	-.45	63.167	60.692	55.672	47.009	3	3	3	2
2	-.267	65.334	61.871	48.809	61.753	3	3	3	3
1	.341	67.499	67.761	69.397	69.508	2	3	3	2
2	.108	37.581	48.101	36.941	47.337	3	3	3	3
2	.902	67.499	57.158	62.39	57.494	4	4	4	4
1	-.831	42.185	50.236	55.672	59.023	3	3	2	2
1	-.687	44.35	56.053	37.799	53.89	1	2	4	2
2	-1.311	39.748	45.524	37.942	43.405	2	2	2	2
1	-.678	52.879	39.781	39.801	43.405	2	2	3	3
2	.238	50.577	50.163	49.523	55.638	3	3	3	3
2	-.215	65.334	59.588	64.679	69.508	2	3	2	2
1	-1.475	41.779	42.211	58.101	43.624	3	3	3	2
2	-.187	63.303	62.975	60.103	57.276	3	4	1	3
1	-.335	37.853	45.818	31.508	33.903	2	3	2	2
1	.101	56.805	61.944	64.679	62.628	3	4	3	2
1	.632	54.775	51.709	57.959	54	4	3	3	3
1	.35	48.683	45.45	47.522	50.504	3	3	3	3
1	-1.22	46.922	43.168	44.375	46.573	2	3	2	3
2	.122	63.303	66.583	64.964	57.276	3	4	3	3
1	-.938	34.604	42.873	44.52	36.524	4	3	3	3
1	1.422	58.836	63.27	60.245	62.519	2	3	3	3
1	.429	54.638	54.802	53.669	52.143	2	3	2	3
2	1.628	61.001	65.7	62.963	59.023	4	4	4	4
2	.389	61.542	63.122	57.959	47.009	2	2	2	2
2	-.744	46.11	60.766	51.238	55.638	4	3	3	2
2	-.142	59.105	49.059	55.527	55.638	2	4	2	3
1	-.291	50.307	55.98	53.383	58.149	3	4	3	4
1	-1.311	33.385	50.163	49.094	51.16	3	3	3	2
1	-.444	54.638	57.526	51.096	62.736	3	3	3	3
1	-.051	37.581	59.514	56.1	50.286	2	2	2	2
1	.905	48.277	41.032	55.956	62.736	3	3	3	3
1	.697	65.334	70.044	67.108	62.519	3	3	3	3
1	.033	52.608	48.984	44.233	47.664	4	3	4	3
1	.18	46.11	47.733	46.807	39.145	4	4	4	4
1	-.078	61.001	65.331	62.534	60.77	3	3	3	3
2	1.055	67.499	51.341	47.378	53.89	3	4	3	3
1	.224	65.334	67.688	64.821	67.761	4	4	3	4
1	.189	58.971	60.692	58.101	50.396	3	3	3	3
1	1.002	52.879	52.593	51.096	57.276	4	4	3	4
2	.853	61.136	62.165	53.383	59.023	3	4	3	3
1	1.108	67.499	65.405	69.11	67.761	3	3	3	2
2	.572	44.216	54.802	53.527	50.396	2	2	2	3
1	.7	67.499	67.688	73.829	63.392	3	2	3	1
1	.841	43.944	50.384	53.527	62.519	2	1	2	1
1	-.049	42.32	37.645	45.091	53.781	4	4	3	4
1	.927	65.334	63.122	66.966	69.508	4	4	4	3
2	1.326	61.136	64.153	60.245	54	4	4	4	4
1	.03	46.516	53.623	53.527	52.251	3	4	3	2
2	.808	59.105	63.049	62.248	62.519	3	3	3	3
2	-.211	61.679	52.593	46.664	53.89	3	3	3	3
1	-.355	48.546	48.911	44.375	43.405	3	3	3	3
1	1.011	65.334	58.704	58.53	59.132	3	3	3	2
1	1.476	65.334	68.94	71.542	69.508	2	3	3	3
1	1.391	63.167	71.222	60.39	60.989	3	3	3	3
2	1.041	59.242	60.104	53.383	55.747	3	4	3	3
2	1.419	59.105	63.049	57.959	69.508	4	4	3	4
1	1.547	61.136	61.061	60.245	67.761	3	3	4	2
1	1.154	63.303	64.227	60.245	60.77	3	4	3	3
2	1.797	61.542	52.519	60.103	55.638	2	3	3	2
2	.806	59.105	66.877	62.819	57.494	3	3	3	4
2	.819	65.334	59.441	66.966	60.881	3	3	4	3
2	1.014	56.94	63.122	60.245	53.89	4	3	3	4
