SES	Ability   TV	   Achieve   Abil_3
-.20	 	96	3	   41.00	    1.00
 -.23	 93	3	   43.00	    1.00
  .28	 98	1	   44.00	    2.00
 2.33	102	3	   64.00	    2.00
 1.48	112	5	   70.00	    3.00
 -.43	103	3	   49.00	    2.00
 -.89	102	2	   48.00	    2.00
  .89	108	2	   56.00	    3.00
  .16	 84	6	   41.00	    1.00
 -.09	101	4	   59.00	    2.00
 -.45	 98	2	   44.00	    2.00
 -.31	102	3	   48.00	    2.00
 -.67	120	6	   54.00	    3.00
 -.54	 83	5	   52.00	    1.00
 -.54	121	3	   58.00	    3.00
 1.86	112	4	   53.00	    3.00
 -.47	110	6	   64.00	    3.00
-1.02	102	2	   44.00	    2.00
  .46	107	4	   46.00	    3.00
 1.64	103	5	   46.00	    2.00
 1.17	 98	2	   52.00	    2.00
-1.56	 93	4	   45.00	    1.00
  .56	 97	4	   46.00	    2.00
  .92	 91	3	   58.00	    1.00
 -.01	113	4	   65.00	    3.00
  .02	 97	5	   51.00	    2.00
  .47	 93	0	   44.00	    1.00
 -.33	 90	1	   34.00	    1.00
 1.10	108	5	   48.00	    3.00
  .69	 90	0	   45.00	    1.00
 1.85	112	1	   64.00	    3.00
 1.32	112	2	   52.00	    3.00
 -.20	100	2	   51.00	    2.00
  .76	109	1	   62.00	    3.00
  .20	 89	7	   48.00	    1.00
  .73	118	6	   60.00	    3.00
  .51	113	5	   56.00	    3.00
 1.77	116	4	   55.00	    3.00
 1.25	 90	4	   34.00	    1.00
  .51	 98	4	   45.00	    2.00
 2.24	 90	5	   44.00	    1.00
  .53	 88	5	   48.00	    1.00
 -.47	109	3	   62.00	    3.00
 -.15	 97	4	   52.00	    2.00
 1.50	104	4	   50.00	    2.00
  .38	 96	5	   44.00	    1.00
  .09	103	6	   52.00	    2.00
 -.16	 92	3	   45.00	    1.00
 -.38	120	4	   64.00	    3.00
-1.57	 89	2	   34.00	    1.00
  .66	105	5	   57.00	    3.00
 1.11	 86	5	   47.00	    1.00
  .35	105	4	   55.00	    3.00
  .60	100	3	   55.00	    2.00
 2.70	113	4	   59.00	    3.00
  .01	 88	4	   40.00	    1.00
-1.16	 96	3	   48.00	    1.00
 -.27	102	3	   43.00	    2.00
  .39	111	4	   51.00	    3.00
 -.83	110	5	   52.00	    3.00
-1.81	 89	6	   46.00	    1.00
  .90	117	6	   56.00	    3.00
  .00	 90	3	   43.00	    1.00
 1.02	105	6	   46.00	    3.00
 -.59	 87	5	   43.00	    1.00
 1.70	105	7	   57.00	    3.00
 1.87	111	6	   52.00	    3.00
-2.08	 90	3	   39.00	    1.00
 -.12	 87	3	   39.00	    1.00
-1.75	 99	3	   56.00	    2.00
  .04	117	0	   70.00	    3.00
 -.51	 94	5	   51.00	    1.00
 -.40	 96	3	   47.00	    1.00
  .42	108	1	   60.00	    3.00
 1.41	107	1	   44.00	    3.00
  .10	113	4	   51.00	    3.00
  .16	 92	4	   44.00	    1.00
 -.20	107	3	   56.00	    3.00
 -.28	101	6	   52.00	    2.00
 1.49	111	3	   62.00	    3.00
 1.11	103	5	   56.00	    2.00
-1.30	 91	2	   45.00	    1.00
 1.37	101	5	   61.00	    2.00
  .16	105	5	   51.00	    3.00
  .75	114	0	   64.00	    3.00
 -.38	 83	4	   40.00	    1.00
  .04	101	4	   50.00	    2.00
  .89	109	3	   61.00	    3.00
 -.20	102	4	   52.00	    2.00
 1.90	106	6	   55.00	    3.00
 -.78	106	4	   51.00	    3.00
 -.49	 99	7	   54.00	    2.00
 -.81	 86	4	   40.00	    1.00
-2.48	 83	5	   48.00	    1.00
-1.50	107	5	   52.00	    3.00
  .49	 90	3	   40.00	    1.00
 -.04	102	7	   52.00	    2.00
  .23	 89	2	   35.00	    1.00
  .59	 93	5	   42.00	    1.00
  .12	 95	1	   45.00	    1.00
 1.03	111	4	   67.00	    3.00
 -.59	106	3	   45.00	    3.00
 -.39	100	7	   52.00	    2.00
-1.00	 98	5	   49.00	    2.00
 -.59	 96	3	   50.00	    1.00
 1.64	103	5	   48.00	    2.00
  .17	102	6	   48.00	    2.00
-1.04	 93	4	   35.00	    1.00
 1.14	 98	4	   45.00	    2.00
 -.60	105	4	   51.00	    3.00
 1.79	108	3	   60.00	    3.00
 1.15	107	3	   65.00	    3.00
 1.53	118	2	   70.00	    3.00
  .47	107	3	   54.00	    3.00
 -.40	 88	5	   43.00	    1.00
  .56	110	6	   50.00	    3.00
 1.71	119	3	   60.00	    3.00
  .45	110	1	   52.00	    3.00
-1.26	120	4	   66.00	    3.00
 1.11	103	3	   60.00	    2.00
  .65	102	4	   54.00	    2.00
  .03	 88	6	   44.00	    1.00
  .25	116	4	   70.00	    3.00
 -.69	 96	4	   48.00	    1.00
 1.30	101	2	   68.00	    2.00
  .30	112	4	   61.00	    3.00
  .50	119	0	   69.00	    3.00
 1.67	106	5	   46.00	    3.00
-1.67	 82	2	   30.00	    1.00
  .06	108	5	   47.00	    3.00
  .43	 94	4	   43.00	    1.00
  .22	 92	2	   47.00	    1.00
-1.35	 99	7	   39.00	    2.00
 -.32	108	6	   54.00	    3.00
 1.37	109	1	   60.00	    3.00
 -.13	 95	2	   42.00	    1.00
 2.93	112	3	   64.00	    3.00
-1.85	 94	2	   35.00	    1.00
 -.66	 87	6	   35.00	    1.00
 -.96	108	2	   57.00	    3.00
 1.06	118	2	   66.00	    3.00
 -.39	 90	5	   45.00	    1.00
  .36	 88	6	   37.00	    1.00
 -.67	 89	4	   47.00	    1.00
  .88	103	0	   52.00	    2.00
  .64	 99	4	   44.00	    2.00
  .82	111	2	   68.00	    3.00
  .48	 98	7	   50.00	    2.00
  .68	106	2	   50.00	    3.00
  .58	 98	1	   56.00	    2.00
  .13	 98	5	   59.00	    2.00
  .25	103	5	   44.00	    2.00
 -.61	 99	4	   51.00	    2.00
 -.47	 87	7	   41.00	    1.00
 -.56	100	7	   47.00	    2.00
 1.40	 92	7	   39.00	    1.00
 -.17	 98	6	   37.00	    2.00
  .46	 97	5	   45.00	    2.00
 -.78	 97	4	   49.00	    2.00
  .65	 88	4	   46.00	    1.00
 -.75	 85	6	   46.00	    1.00
 1.18	108	1	   61.00	    3.00
  .16	 91	4	   41.00	    1.00
  .50	 92	5	   49.00	    1.00
 -.29	 90	6	   51.00	    1.00
  .24	 97	3	   50.00	    2.00
  .63	102	1	   56.00	    2.00
-1.14	 86	7	   42.00	    1.00
 -.94	106	6	   51.00	    3.00
 -.93	 81	2	   36.00	    1.00
  .35	103	4	   63.00	    2.00
 -.70	 92	4	   50.00	    1.00
 1.32	 97	4	   53.00	    2.00
  .48	101	2	   53.00	    2.00
  .39	116	1	   66.00	    3.00
 1.21	 94	1	   49.00	    1.00
 -.18	 84	7	   33.00	    1.00
 1.21	105	3	   55.00	    3.00
-2.19	103	6	   44.00	    2.00
 1.35	 90	5	   48.00	    1.00
-2.66	 93	5	   32.00	    1.00
 -.26	112	2	   65.00	    3.00
 -.93	111	3	   50.00	    3.00
-2.16	 96	1	   46.00	    1.00
 -.54	 99	4	   48.00	    2.00
  .69	107	2	   59.00	    3.00
-1.74	 90	4	   57.00	    1.00
 -.31	 99	6	   44.00	    2.00
 -.12	102	7	   45.00	    2.00
 -.34	 97	5	   50.00	    2.00
  .07	104	4	   57.00	    2.00
 -.29	102	5	   50.00	    2.00
-1.60	 98	5	   55.00	    2.00
 -.31	108	4	   42.00	    3.00
 -.88	 98	3	   47.00	    2.00
 1.82	112	3	   53.00	    3.00
  .44	 95	5	   52.00	    1.00
  .72	101	5	   51.00	    2.00
 -.51	 95	4	   50.00	    1.00
 -.47	 93	2	   43.00	    1.00
  .17	 98	5	   48.00	    2.00
  .02	 97	6	   61.00	    2.00
 1.74	102	7	   52.00	    2.00
  .91	101	3	   47.00	    2.00
  .82	108	4	   49.00	    3.00
-1.44	105	3	   59.00	    3.00
 -.52	 99	4	   52.00	    2.00
 -.81	 98	5	   46.00	    2.00
  .48	102	5	   47.00	    2.00
  .03	118	6	   46.00	    3.00
-1.19	102	5	   61.00	    2.00
  .19	 93	4	   48.00	    1.00
-1.58	 96	5	   52.00	    1.00
-1.92	103	5	   57.00	    2.00
  .90	 98	4	   45.00	    2.00
 1.13	 96	6	   44.00	    1.00
-1.34	 88	7	   43.00	    1.00
  .01	 96	3	   45.00	    1.00
 -.55	104	4	   33.00	    2.00
  .43	 97	4	   38.00	    2.00
  .10	109	4	   47.00	    3.00
  .43	 84	5	   36.00	    1.00
 -.26	105	2	   49.00	    3.00
  .23	105	3	   57.00	    3.00
  .27	 97	3	   47.00	    2.00
  .81	 96	0	   45.00	    1.00
  .17	 97	1	   54.00	    2.00
 1.27	115	4	   62.00	    3.00
