-0.77	-0.81	1.31	-0.06	7.79	7.61	1.82	2.44
0.12	-0.02	0.35	0.44	5.98	6.69	1.12	3.13
-1.85	-2.08	0.66	0.45	6.64	6.79	1.19	1.89
0.36	-0.35	-0.44	0.60	4.82	6.03	1.70	2.68
-0.32	-0.06	0.12	-0.67	3.76	3.96	2.22	1.92
2.87	1.49	-0.63	-0.83	-0.53	3.90	0.42	1.65
-0.14	-0.22	-1.08	0.16	6.79	5.46	1.60	2.39
-1.29	-1.05	-0.56	-0.67	4.78	5.70	2.51	2.24
0.82	0.47	0.47	-0.48	6.53	6.20	1.63	1.30
0.78	1.19	-0.65	0.32	5.77	6.34	2.08	1.85
0.05	0.33	-0.20	-0.46	5.07	5.35	2.09	3.22
-1.16	-0.83	0.47	0.39	6.96	9.19	2.06	3.03
-0.68	-1.83	0.08	0.18	7.90	9.14	2.01	2.83
0.44	-0.06	-0.27	-0.78	6.38	6.34	2.13	2.46
2.05	1.78	-0.66	-0.76	1.76	3.86	2.29	1.51
0.97	1.05	0.79	0.62	4.23	4.25	0.81	2.04
0.86	1.05	-0.75	-0.04	4.84	5.20	1.35	2.23
0.46	0.40	-1.09	-0.96	7.13	5.38	1.41	0.83
0.65	-0.26	0.06	0.24	1.94	3.31	1.15	1.90
0.31	0.12	0.21	-0.96	6.82	7.11	1.71	1.31
1.50	2.01	-0.08	-0.16	3.32	4.57	0.09	1.99
-0.69	-0.01	-0.77	-0.72	5.78	5.99	1.83	2.03
1.40	0.57	-0.53	-0.63	1.69	2.53	0.86	1.15
-0.57	-0.37	-0.40	0.02	6.47	6.65	2.12	2.13
0.40	-0.73	0.23	-0.51	3.55	4.23	2.04	2.94
-0.87	-1.29	0.61	1.03	6.83	5.78	1.95	2.35
-0.57	0.51	-1.07	0.05	7.60	6.86	2.58	1.81
1.57	0.90	-1.16	-1.05	-0.60	2.09	0.68	2.66
-0.97	-1.23	0.14	0.62	5.47	4.17	1.38	2.62
-0.03	0.51	-0.66	-0.81	5.35	5.81	1.88	1.73
-0.16	-0.23	-0.31	0.44	6.83	6.75	0.89	2.31
0.15	0.99	0.00	-0.07	8.12	8.77	2.45	1.41
0.56	0.66	0.09	-1.33	6.74	6.90	1.32	0.97
0.81	-0.25	-0.39	0.04	4.20	4.66	2.12	2.10
-0.92	0.09	-0.17	-0.39	6.28	4.43	0.89	1.04
-0.28	-0.60	0.35	-0.29	5.52	4.02	0.93	2.19
0.24	0.29	1.05	0.73	7.01	6.73	1.04	1.94
-0.72	-0.54	0.45	0.02	7.42	7.06	2.10	3.03
-1.46	-1.61	0.27	0.31	9.06	7.47	1.97	2.37
1.48	1.61	0.07	-0.45	3.59	4.99	2.05	1.77
0.54	-0.44	-1.24	0.25	4.86	4.79	2.23	1.77
0.19	-0.68	0.70	-0.38	7.74	8.39	2.04	2.38
-1.96	-1.65	-0.01	0.21	5.83	6.10	1.47	1.83
-0.28	-0.53	1.08	-0.18	4.72	5.13	1.03	2.88
1.62	1.80	-0.05	-0.50	6.08	6.33	1.81	2.29
-2.33	-1.98	0.19	0.75	10.07	8.49	2.20	3.02
-0.60	-0.72	-0.14	0.13	5.42	3.37	-0.02	1.73
0.82	-0.40	-0.78	-0.24	5.53	3.79	1.27	2.88
-0.28	0.23	1.49	0.78	7.32	7.23	1.70	3.37
1.19	0.08	-0.25	-0.83	5.64	6.65	0.57	1.60
0.52	-0.12	0.57	0.02	3.21	1.95	1.96	2.66
1.20	0.83	-0.53	-0.15	3.27	1.39	1.77	1.76
0.62	1.09	0.32	-0.99	7.06	6.03	1.40	2.09
0.81	-0.08	-0.65	-1.35	5.18	6.29	1.20	1.75
-1.63	-0.89	0.26	-0.40	5.69	4.70	1.70	1.97
1.35	0.42	-0.71	-0.77	4.32	3.71	1.19	1.35
-1.40	-1.09	0.01	-0.61	6.54	5.49	1.40	2.95
0.13	-0.20	0.50	-0.85	3.85	4.56	1.98	3.14
-0.54	-0.75	0.32	-0.26	6.54	8.46	1.67	1.42
1.28	0.78	0.06	-0.63	5.82	5.08	1.36	1.09
0.52	-0.10	0.16	0.77	7.00	6.21	1.32	1.70
0.33	1.85	-0.76	-0.72	5.99	7.84	1.46	3.85
0.31	-1.04	0.40	-0.37	7.33	7.88	1.36	1.45
-0.66	-0.07	0.69	0.04	4.69	6.27	1.19	2.89
1.14	-0.45	-1.03	0.43	6.66	6.27	2.31	2.15
-0.22	-1.20	-0.57	0.10	5.79	7.96	1.59	2.00
0.80	0.72	-1.24	-1.09	1.91	1.83	0.45	1.00
0.53	1.09	-1.38	-0.83	3.70	4.04	1.37	0.69
-0.18	-0.73	0.16	0.23	4.35	2.24	1.45	2.47
1.61	1.07	0.28	0.11	3.77	4.77	1.34	1.22
0.54	0.50	1.07	0.56	7.70	5.29	0.80	1.88
0.07	-0.08	-0.29	-0.08	4.61	5.39	0.41	1.82
-0.76	0.13	-0.01	1.96	7.97	6.06	1.66	1.87
-0.78	-1.01	0.31	0.01	5.52	4.73	1.79	1.67
0.60	-0.73	-1.07	-0.87	4.69	4.62	0.95	1.10
0.80	0.53	-0.49	0.52	3.98	3.78	1.13	2.19
-0.49	-0.30	0.42	0.41	6.33	5.97	1.90	2.50
0.21	-0.20	-1.31	0.56	4.05	5.00	1.09	2.88
0.58	-1.05	-0.58	0.44	5.66	4.32	0.39	1.00
-1.11	-0.17	-0.06	0.18	7.26	5.11	2.06	2.17
0.28	0.68	-0.07	0.18	7.72	4.74	2.26	3.40
-0.30	0.22	-0.07	-0.32	6.45	6.79	1.36	0.32
-1.13	-0.90	0.57	-0.91	4.73	5.94	1.91	2.46
0.81	0.49	-0.49	-0.23	5.05	7.80	1.19	2.21
-0.01	0.04	0.13	-0.07	5.19	6.72	2.43	3.16
0.35	0.25	0.04	0.05	5.02	6.66	0.41	1.60
0.49	-0.11	0.14	-0.20	3.08	5.40	1.98	2.60
0.87	0.19	-0.38	0.39	5.64	6.28	0.90	1.10
1.76	1.10	-1.11	-1.21	4.93	7.14	1.38	1.06
1.46	0.51	0.65	-0.48	4.34	6.59	2.03	1.21
-0.07	-0.43	0.56	0.12	4.23	4.06	2.90	2.04
0.26	-1.29	0.14	0.05	4.14	6.31	1.72	1.98
-0.44	-1.03	-0.16	0.52	11.91	10.47	2.04	2.05
-0.15	-0.90	0.04	0.46	6.50	5.79	1.84	2.45
0.24	0.14	-0.09	-0.84	5.41	5.53	2.50	2.72
0.69	0.19	-1.16	-0.11	4.05	3.57	0.84	2.47
1.05	0.72	-0.59	0.54	4.13	4.70	1.22	2.26
1.02	0.03	-0.02	-0.79	6.50	4.60	1.21	2.00
-0.99	-0.68	-0.37	-0.10	6.51	4.88	2.47	2.57
-0.70	-0.83	-0.40	0.07	4.59	3.25	1.38	1.46
0.18	0.87	0.01	-0.86	6.39	7.64	0.84	1.44
-0.12	0.49	0.05	-0.21	2.58	5.06	0.30	1.63
-0.90	-1.49	0.60	0.12	5.60	5.69	1.33	2.98
1.12	0.82	-0.41	-0.52	4.57	5.24	1.16	0.73
0.69	0.74	-0.78	-1.63	3.48	4.67	1.63	2.24
0.95	0.91	-0.30	0.36	4.32	5.75	0.85	1.91
-0.68	-0.60	-0.50	-0.89	6.10	9.21	1.85	1.55
0.44	-0.82	-0.73	-0.31	5.14	7.39	1.24	1.66
0.92	1.57	-0.77	-0.11	7.36	6.52	1.40	1.72
-0.52	-0.01	0.27	-0.47	8.20	7.07	1.14	1.89
-1.17	-0.66	1.07	0.16	7.07	5.78	1.76	1.91
0.79	-0.09	0.57	-0.83	5.07	6.66	1.40	2.18
1.32	-0.31	-0.79	-0.61	3.49	5.19	1.02	2.68
1.14	0.42	-0.39	0.25	0.35	2.99	1.85	2.41
-0.49	-0.06	0.79	0.39	1.28	3.52	1.00	1.40
0.64	0.69	0.56	-0.03	5.14	2.93	0.66	1.97
-0.87	-0.98	0.37	0.34	7.44	8.54	2.21	2.09
0.18	0.71	0.94	0.97	4.63	3.50	1.31	1.13
-0.74	-0.90	0.06	-0.01	5.23	5.51	0.77	1.57
0.27	-0.30	-0.23	0.14	8.39	9.26	1.47	2.57
1.94	0.85	-0.16	-1.11	2.36	2.58	0.30	1.42
-1.44	-0.97	-0.07	-0.52	7.62	9.00	1.96	2.53
0.43	0.48	-0.03	-0.53	5.90	4.16	1.77	1.37
-0.51	0.17	-0.39	0.65	6.12	6.54	1.39	1.01
-0.18	-1.10	-0.22	-0.12	6.53	6.56	2.30	1.54
-1.40	-0.94	-0.01	-0.47	6.07	6.46	1.60	2.79
-0.02	-0.16	0.53	0.47	8.55	3.94	1.61	1.60
0.75	0.74	-0.27	-0.70	6.60	3.65	1.82	1.76
-1.49	-1.49	-0.02	-0.22	7.61	5.76	1.99	2.84
0.78	0.68	-0.17	-0.12	4.22	5.66	1.42	2.01
1.29	0.25	0.41	0.94	4.25	3.21	1.47	1.92
0.39	0.38	-0.47	-0.57	4.15	4.79	1.06	1.32
0.06	-0.85	0.04	-0.58	8.19	8.46	2.09	3.24
-0.38	-0.77	-0.13	-0.50	1.16	2.69	1.33	1.53
-0.72	-0.79	-0.09	0.08	7.44	6.03	1.08	1.76
-0.14	0.00	0.25	-0.47	6.18	6.76	0.31	1.41
-0.29	0.39	-0.33	-0.02	5.47	6.54	1.47	2.05
0.67	0.42	0.74	-0.20	7.89	6.49	2.46	2.11
-1.30	-1.78	0.12	-0.03	7.66	6.25	1.16	2.78
1.19	0.68	-0.21	-0.16	2.70	3.92	1.99	2.87
-1.96	-1.44	-0.63	-0.45	4.77	4.31	1.83	2.20
0.06	-0.03	-0.35	-0.30	4.45	5.25	0.68	1.92
0.98	-1.10	-0.50	-0.56	8.63	7.54	1.21	2.37
0.36	0.01	-0.18	0.55	4.55	3.96	1.17	1.92
1.29	0.22	-0.15	-1.01	1.59	3.79	1.08	1.73
-0.82	-1.58	0.73	0.26	7.58	6.51	1.78	2.22
0.94	0.98	-0.20	-0.28	4.11	3.76	1.60	1.00
2.61	2.05	-0.62	0.27	3.87	1.11	1.07	1.23
-1.00	-0.95	0.19	0.01	6.50	6.92	0.88	1.78
-1.05	-1.37	-0.58	-1.03	5.49	3.76	1.33	1.54
1.04	1.12	-1.17	0.63	4.15	4.14	1.00	1.50
-1.69	-1.68	-0.05	-0.38	1.34	3.07	1.80	2.37
-0.09	-0.53	1.14	-0.17	5.97	7.54	1.41	2.48
0.78	0.59	0.71	0.02	5.20	5.51	0.47	1.29
0.54	0.00	-0.15	-0.87	4.20	3.58	0.70	1.70
-1.74	-1.24	-0.44	0.12	6.09	4.42	1.44	1.63
0.61	0.52	0.26	0.35	4.48	3.93	1.16	1.56
-0.57	-1.48	0.73	0.17	6.15	6.70	1.52	1.75
0.84	-0.38	0.38	-1.05	3.67	5.15	1.19	2.73
0.95	-0.07	-0.51	0.30	5.15	5.31	1.10	2.33
2.40	1.38	0.52	-0.48	-0.86	2.28	1.50	2.23
-1.97	-1.06	-0.04	0.34	5.52	4.92	1.63	1.35
-0.59	-0.25	0.45	0.31	7.61	6.60	2.31	2.92
-2.20	-1.60	-0.11	-0.61	7.20	7.49	1.65	1.78
0.46	0.35	0.61	1.47	6.53	6.87	0.94	3.39
-0.87	-1.64	0.67	0.29	6.37	5.59	1.58	1.43
-1.11	-0.75	1.33	0.36	7.48	5.79	1.59	2.20
2.20	1.79	-0.62	-0.71	2.19	3.94	0.77	0.96
0.51	0.00	0.10	0.02	4.85	3.90	1.11	2.74
-1.62	-2.22	-0.40	0.36	4.29	3.90	2.03	2.81
0.34	0.68	-0.73	0.43	5.09	5.16	1.66	1.41
0.71	-0.19	0.12	0.81	7.07	7.24	2.25	2.34
1.53	1.13	-0.76	0.65	2.91	3.71	1.17	1.72
0.05	0.30	-0.48	-0.36	3.65	4.46	1.32	1.93
-1.34	-1.03	0.77	0.44	6.29	6.49	2.16	2.82
-1.47	-0.75	0.71	0.90	11.24	9.44	2.77	3.01
0.23	-0.60	-0.74	-1.09	3.71	3.64	0.84	1.70
-1.63	-1.28	0.49	0.85	7.23	8.01	3.12	3.26
-1.36	-1.57	0.86	0.91	8.49	7.29	1.36	1.88
0.16	-0.71	0.38	0.21	2.30	4.83	1.74	2.99
-0.45	-0.20	0.65	0.19	6.05	4.38	2.00	1.07
-0.27	-0.63	0.46	0.38	3.90	3.89	1.53	1.53
-0.42	-0.68	-0.52	-0.40	4.51	4.90	0.98	2.33
2.24	2.57	-0.87	-0.32	5.27	4.78	2.29	2.51
2.45	1.31	0.20	0.97	3.80	5.20	1.60	2.34
0.00	-0.94	0.47	0.13	2.73	1.13	1.53	1.20
-0.17	0.39	-0.09	0.09	6.74	6.14	0.90	1.07
1.83	0.92	-0.39	-0.27	4.87	6.75	2.46	1.44
0.68	0.31	1.11	1.65	5.59	2.05	1.63	1.60
-0.34	-0.58	0.37	0.15	8.41	6.28	2.21	2.53
1.25	-0.15	-0.26	0.85	7.49	6.67	0.94	2.55
-2.03	-2.37	0.52	0.09	8.58	7.21	2.13	3.05
-0.32	0.27	-0.45	0.68	6.70	6.95	1.89	1.58
-0.70	-0.86	0.48	0.89	6.11	7.72	1.69	2.66
0.46	0.38	-0.32	-0.01	6.00	3.77	1.68	1.53
-1.69	-0.86	-0.11	-0.57	8.87	5.45	1.63	2.23
-1.47	-1.36	-0.68	-0.41	4.65	4.68	0.99	3.32
2.07	0.66	-0.42	-0.05	4.74	4.26	1.88	2.10
0.23	-0.71	0.53	1.71	5.06	4.50	0.75	2.44
-1.98	-0.99	-0.03	0.19	4.31	2.95	1.22	1.04
-0.48	-0.35	1.08	0.69	4.52	5.87	1.79	1.51
-0.97	-1.86	-0.55	-0.65	7.78	7.32	1.49	2.01
-0.88	-0.93	0.50	0.77	6.90	7.73	1.57	3.31
-0.01	0.48	-1.06	-0.56	2.36	0.51	0.67	1.62
0.42	0.70	0.03	-0.70	3.14	4.26	0.95	1.73
0.33	-0.45	0.15	0.15	5.74	7.02	2.62	2.43
-0.41	-0.14	1.88	0.81	4.86	4.34	1.07	2.49
0.93	0.63	-0.10	0.28	3.84	3.05	1.77	1.96
0.05	0.44	-0.69	-0.22	3.05	1.84	1.87	1.57
-0.67	-1.80	0.54	0.09	4.45	7.20	1.69	3.96
0.04	0.09	0.14	0.27	5.80	3.93	1.21	2.97
-1.10	-1.17	-0.24	1.12	9.09	3.90	1.59	2.55
-0.61	-0.13	0.31	-0.05	10.30	8.83	2.29	3.24
-0.01	-0.05	0.07	0.68	9.15	7.58	0.95	1.68
-0.50	-0.82	-0.35	-0.96	4.87	7.57	0.88	1.48
2.40	2.13	-0.09	-0.28	2.38	2.85	1.52	1.57
1.06	0.07	0.66	0.33	5.58	4.64	1.37	2.11
-0.32	0.01	-0.39	-0.13	4.82	3.78	2.04	1.97
0.62	0.02	-0.41	-1.22	3.18	4.58	0.80	1.73
1.19	2.64	-1.08	-0.47	5.52	5.01	0.65	1.83
-0.14	-0.72	-0.52	0.25	5.59	4.47	1.55	1.70
0.66	0.82	-0.23	0.15	1.05	2.72	0.71	1.51
-0.80	-0.66	-0.19	-0.03	9.53	7.34	1.80	2.65
-0.31	-0.98	0.98	0.18	9.02	7.45	2.09	1.95
0.47	-0.35	0.49	0.16	5.61	5.51	1.59	1.22
0.81	-0.10	-0.52	-0.25	3.18	4.89	0.97	2.01
0.40	0.21	0.13	0.47	4.63	2.18	1.84	1.39
-0.61	-0.67	0.79	0.64	9.06	8.47	1.98	3.06
-0.75	-0.36	0.14	0.13	10.04	6.50	3.06	2.81
-0.85	-0.46	0.15	-0.05	5.00	5.03	1.84	2.27
-1.22	-0.49	0.41	1.31	5.73	5.32	0.63	1.40
1.30	1.39	-0.03	-0.67	1.74	1.24	1.75	1.60
-0.37	-0.60	0.04	1.57	8.64	7.45	1.15	2.63
0.86	0.99	-0.45	-0.18	5.13	5.54	1.54	1.53
0.11	-1.50	0.70	-0.29	2.82	3.16	1.45	1.27
0.01	-0.08	0.15	0.05	7.46	5.58	0.80	1.84
-1.00	-0.12	0.34	-0.33	5.29	5.28	1.98	3.36
-0.63	-0.52	1.10	0.94	5.51	5.03	1.85	2.51
0.38	-0.52	0.40	-1.45	3.44	5.33	2.80	2.09
-0.73	-0.41	0.48	-0.14	8.11	6.41	2.13	3.06
-0.25	-0.83	0.32	-0.21	2.46	3.48	1.28	1.80
0.89	0.50	0.39	-0.12	5.77	6.36	1.45	1.65
-0.17	-0.97	0.56	0.14	5.44	5.59	0.65	1.24
3.10	1.92	-0.30	-0.35	2.58	1.72	1.04	1.67
-1.07	-0.93	0.76	1.06	5.35	7.21	1.44	1.28
0.70	0.72	-0.85	-0.94	2.00	4.55	0.95	1.74
0.37	0.35	-0.76	-0.38	6.13	6.36	1.64	1.20
0.37	0.23	0.50	0.63	5.67	4.48	1.66	1.85
0.56	-0.20	-0.31	-0.10	4.74	3.94	0.50	2.08
0.74	0.70	0.15	0.56	4.77	4.28	1.96	1.75
0.32	-0.18	-0.50	0.95	5.43	4.78	1.58	3.24
-0.48	-1.33	0.34	0.45	4.46	2.25	2.18	2.54
