    4.00    6.00    3.00    6.00    1.00    4.00   17.49    3.00    4.00    3.00    2.00    2.00    3.00
    2.00    4.00    2.00    3.00     .00    1.00    5.93    2.00    2.00    4.00    3.00    2.00    2.00
    5.00    5.00    6.00    6.00    4.00    3.00    8.03    4.00    4.00    4.00    3.00    2.00    3.00
    6.00    6.00    6.00    8.00    4.00    4.00    9.91    4.00    2.00    3.00    5.00    6.00    5.00
    4.00    3.00    5.00    4.00    2.00    4.00    5.99    3.00    4.00    4.00    4.00    3.00    5.00
    6.00    9.00    4.00    5.00     .00    3.00    3.76    3.00    3.00    3.00    3.00    3.00    5.00
    6.00    4.00    6.00    6.00    1.00    2.00    3.16    2.00    2.00    2.00    1.00    2.00    3.00
    7.00    7.00    8.00    8.00    2.00    3.00   12.58    3.00    4.00    4.00    4.00    5.00    6.00
    3.00    4.00    1.00    3.00    2.00    3.00    8.90    2.00    2.00    1.00    2.00    3.00    3.00
    5.00    3.00    5.00    4.00    2.00    4.00    8.35    3.00    1.00    2.00    1.00     .00   -1.00
    3.00    5.00    5.00    5.00    2.00    3.00    5.22    3.00    4.00    3.00    3.00    3.00    3.00
    8.00    7.00    9.00    8.00    2.00    3.00   14.17    4.00    4.00    5.00    4.00    5.00    6.00
    7.00    6.00    4.00    5.00    3.00    3.00   14.11    2.00    3.00    2.00    2.00    2.00    4.00
    7.00    7.00    8.00    7.00    1.00    2.00   11.94    4.00    4.00    4.00    3.00    4.00    4.00
    6.00    5.00    7.00    7.00    3.00    3.00    9.00    4.00    5.00    5.00    4.00    4.00    6.00
    4.00    4.00    8.00    5.00    3.00    4.00    9.49    3.00    4.00    4.00    4.00    3.00    4.00
    2.00    4.00    6.00    5.00    2.00    4.00    8.17    2.00    2.00    3.00    1.00    1.00    3.00
    3.00    2.00    5.00    4.00    1.00    4.00    7.67    2.00    2.00    2.00   -1.00   -1.00     .00
    4.00    4.00    5.00    5.00    2.00    2.00   11.16    3.00    4.00    2.00    2.00    3.00    3.00
    6.00    6.00    6.00    5.00    2.00    4.00   13.12    3.00    3.00    3.00    2.00    3.00    5.00
    7.00    7.00    5.00    7.00     .00    3.00    9.07    4.00    3.00    2.00    5.00    3.00    5.00
    1.00    1.00    3.00     .00    2.00    4.00    6.00    1.00    2.00    2.00    2.00    1.00     .00
    4.00    4.00    6.00    6.00    2.00    3.00   12.05    3.00    3.00    4.00    3.00    3.00    2.00
    5.00    5.00    5.00    4.00    3.00    4.00    6.35    3.00    2.00    4.00    2.00    1.00    1.00
    3.00    4.00    5.00    5.00    2.00    4.00    8.94    2.00    3.00    2.00    2.00    3.00    4.00
    1.00    3.00    4.00    1.00    3.00    3.00   15.18    3.00    4.00    4.00   -1.00    1.00    1.00
    3.00    3.00    3.00    4.00    3.00    2.00    4.94    3.00    2.00    3.00    4.00    4.00    4.00
    7.00    8.00    9.00    8.00    5.00    1.00    5.00    3.00    3.00    4.00    4.00    3.00    6.00
    8.00    9.00    7.00    9.00    4.00    5.00   16.25    4.00    4.00    4.00    3.00    2.00    4.00
    4.00    3.00    5.00    3.00    1.00    3.00    9.62    3.00    4.00    2.00    3.00    1.00    3.00
    5.00    5.00    6.00    3.00    1.00    3.00   10.88    4.00    2.00    3.00    3.00    3.00    4.00
    7.00    4.00    6.00    5.00    2.00    3.00   11.22    2.00    3.00    4.00    4.00    4.00    4.00
    3.00    3.00    5.00    3.00    3.00    3.00   13.71    2.00    2.00    4.00    2.00    2.00    2.00
    8.00   10.00   10.00   10.00    4.00    2.00    9.42    5.00    5.00    4.00    5.00    4.00    5.00
    9.00    6.00    8.00    5.00    4.00    4.00    -.31    3.00    3.00    4.00    4.00    4.00    6.00
    5.00    5.00    6.00    5.00    1.00    3.00   11.95    4.00    4.00    4.00    5.00    5.00    3.00
    7.00    7.00    7.00    8.00    2.00    3.00    5.79    2.00    3.00    2.00    4.00    4.00    5.00
    1.00     .00    2.00    2.00   -1.00    2.00   13.38    3.00    4.00    4.00   -1.00   -2.00     .00
    7.00    6.00    9.00    6.00    4.00    4.00   13.10    3.00    4.00    3.00    4.00    4.00    4.00
    5.00    5.00    6.00    7.00    3.00    4.00    9.59    3.00    3.00    2.00    4.00    3.00    2.00
    3.00    3.00    5.00    5.00    2.00    3.00    2.44    3.00    4.00    3.00    2.00    1.00    3.00
    8.00    6.00    4.00    7.00    4.00    1.00   13.89    4.00    4.00    4.00    5.00    3.00    5.00
    7.00    7.00    6.00    8.00    3.00    3.00    9.11    4.00    4.00    4.00    3.00    3.00    4.00
    9.00    7.00    7.00    9.00    2.00    3.00   11.43    3.00    3.00    3.00    3.00    3.00    6.00
    7.00    9.00    6.00    5.00    3.00    3.00    7.22    4.00    4.00    3.00    6.00    6.00    7.00
    4.00    3.00    6.00    5.00     .00    3.00    7.01    3.00    1.00    3.00    3.00    4.00    5.00
    6.00    7.00    5.00    6.00    2.00    3.00    7.65    4.00    5.00    3.00    5.00    4.00    5.00
    3.00    4.00    2.00    5.00    2.00    4.00    4.26    2.00    3.00    3.00    2.00    1.00    4.00
    7.00    4.00    5.00    4.00    2.00    4.00    8.24    2.00    2.00    2.00    2.00    3.00    3.00
    6.00    7.00   10.00    5.00    4.00    2.00   11.58    4.00    4.00    3.00    3.00    2.00    5.00
    2.00    5.00    4.00    3.00    1.00    4.00    4.55    3.00    3.00    4.00    3.00    3.00    3.00
    4.00    5.00    4.00    3.00    3.00    4.00    8.26    2.00    3.00    2.00    2.00    3.00    3.00
    4.00    4.00    7.00    6.00    3.00    4.00    9.06    3.00    3.00    3.00    2.00    1.00    3.00
    6.00    7.00    5.00    6.00    6.00    3.00   10.65    4.00    4.00    4.00    8.00    8.00    6.00
    4.00    4.00    5.00    4.00    1.00    4.00   11.42    2.00    1.00    3.00    2.00    3.00    5.00
    6.00    6.00    7.00    7.00    2.00    3.00   16.63    2.00    4.00    2.00    3.00    3.00    4.00
    7.00    7.00    6.00    5.00    2.00    3.00   13.42    2.00    2.00    2.00    2.00    3.00    5.00
    6.00    7.00    5.00    4.00    2.00    3.00    9.84    3.00    3.00    3.00    2.00    3.00    5.00
    5.00    6.00    5.00    4.00    1.00    3.00    8.00    2.00    3.00    2.00    1.00    2.00    4.00
    4.00    5.00    7.00    4.00    4.00    6.00   13.47    3.00    2.00    3.00     .00     .00    3.00
    6.00    4.00    5.00    6.00    3.00    3.00    5.04    4.00    4.00    3.00    2.00    1.00    1.00
    4.00    3.00    7.00    2.00    1.00    2.00    8.99    2.00    1.00    2.00    2.00    1.00    3.00
    3.00    4.00     .00    1.00    2.00    3.00    6.89    3.00    4.00    3.00    1.00     .00    5.00
    4.00    1.00    3.00    3.00    2.00    4.00    6.14    4.00    3.00    2.00    1.00    2.00    3.00
    6.00    8.00    7.00    4.00    2.00    3.00    5.16    4.00    3.00    2.00    3.00    3.00    3.00
    3.00    3.00    3.00    1.00    1.00    4.00   12.98    2.00    2.00    2.00     .00     .00   -1.00
    6.00    8.00    6.00    5.00     .00    3.00    5.98    5.00    4.00    4.00    5.00    4.00    5.00
    6.00    5.00    6.00    6.00    1.00    4.00    4.26    2.00    2.00    3.00    3.00    4.00    4.00
    6.00    4.00    3.00    4.00    2.00    3.00   11.85    3.00    2.00    2.00    3.00    4.00    5.00
    8.00    9.00    7.00    6.00    4.00    4.00   12.27    3.00    3.00    4.00    3.00    2.00    5.00
    5.00    4.00    5.00    6.00    2.00    3.00   11.83    4.00    3.00    3.00    3.00    2.00    3.00
    4.00    3.00    7.00    4.00    2.00    5.00   11.62    2.00    2.00    1.00    3.00    3.00    3.00
    6.00    6.00    8.00    8.00     .00    3.00   10.97    4.00    3.00    4.00    4.00    4.00    6.00
    8.00    6.00    7.00    6.00     .00    3.00    9.48    3.00    3.00    3.00    4.00    4.00    4.00
    3.00    3.00    1.00    6.00    1.00    2.00    7.31    3.00    4.00    2.00    3.00    3.00    4.00
    7.00    5.00    7.00    4.00    1.00    3.00    8.46    4.00    4.00    5.00    1.00    2.00    4.00
    6.00    8.00    8.00    6.00    1.00    3.00    9.91    4.00    5.00    4.00    3.00    4.00    4.00
    4.00    4.00    5.00    5.00    3.00    4.00    4.60    2.00    3.00    2.00    2.00    2.00    3.00
    4.00    3.00    6.00    3.00    2.00    4.00   13.19    3.00    4.00    4.00    2.00    2.00    3.00
    6.00    3.00    8.00    5.00    1.00    3.00    9.84    5.00    4.00    3.00    3.00    3.00    3.00
    5.00    6.00    7.00    4.00     .00    3.00   10.83    3.00    4.00    3.00    3.00    2.00    2.00
    5.00    3.00    7.00    4.00    1.00    3.00    6.22    4.00    3.00    3.00    3.00    3.00    4.00
    3.00    5.00    5.00    5.00    1.00    1.00    8.72    2.00    4.00    3.00    2.00    2.00    2.00
    5.00    7.00    7.00    6.00    3.00    2.00    8.82    4.00    4.00    5.00    2.00    1.00    4.00
    4.00    6.00    6.00    6.00    3.00    3.00    8.50    2.00    3.00    3.00     .00     .00    1.00
    7.00    5.00    2.00    4.00    2.00    4.00    3.66    3.00    4.00    3.00    4.00    5.00    3.00
    7.00    7.00    6.00    6.00    5.00    3.00   10.37    4.00    3.00    4.00    4.00    4.00    2.00
    5.00    3.00    5.00    3.00    2.00    3.00   14.57    3.00    2.00    3.00    2.00    2.00    5.00
    7.00    6.00    5.00    3.00    1.00    3.00   15.09    3.00    3.00    3.00    3.00    2.00    4.00
    7.00    7.00    6.00    6.00    4.00    2.00    7.75    5.00    4.00    4.00    3.00    3.00    3.00
    7.00   10.00    9.00    7.00    2.00    2.00    6.16    4.00    4.00    3.00    3.00    3.00    6.00
    2.00    3.00    5.00    4.00    2.00    4.00    6.54    3.00    3.00    3.00    4.00    5.00    2.00
    1.00    2.00    6.00    5.00    1.00    3.00    3.34    3.00    4.00    3.00    3.00    3.00     .00
    6.00    5.00    6.00    6.00    6.00    5.00    9.18    2.00    2.00    2.00    3.00    3.00    4.00
     .00    2.00    5.00    2.00    2.00    4.00    9.73    2.00    2.00    2.00    1.00     .00     .00
    5.00    5.00   10.00    5.00    4.00    3.00   13.02    3.00    4.00    3.00    4.00    3.00    3.00
    6.00    7.00    5.00    3.00    6.00    4.00    9.74    2.00    1.00    1.00    5.00    3.00    4.00
    3.00    4.00    5.00    3.00    2.00    3.00    7.01    4.00    4.00    4.00    2.00    1.00    1.00
    3.00    4.00    3.00    5.00    1.00    4.00    6.75    3.00    3.00    3.00    1.00    1.00    3.00
    7.00    6.00    4.00    3.00    1.00    2.00    8.53    3.00    1.00    2.00    2.00    3.00    3.00
    5.00    5.00    6.00    4.00    4.00    4.00    7.07    3.00    4.00    3.00    4.00    4.00    3.00
    4.00    4.00    4.00    7.00    1.00    3.00    2.94    2.00    2.00    3.00    1.00    2.00    2.00
    6.00    5.00    8.00    5.00    2.00    2.00    6.79    3.00    3.00    3.00    2.00    2.00    2.00
    5.00    5.00    5.00    4.00    4.00    3.00    5.58    3.00    4.00    4.00    1.00    1.00    3.00
    8.00    9.00    7.00    8.00    5.00    4.00    9.25    3.00    3.00    3.00    5.00    6.00    5.00
    6.00    5.00    8.00    3.00    3.00    3.00    7.83    4.00    2.00    4.00    3.00    3.00    3.00
    8.00    7.00    8.00    9.00    2.00    2.00   12.59    2.00    2.00    3.00    1.00    1.00    2.00
    5.00    7.00    4.00    7.00    4.00    4.00   10.51    3.00    3.00    3.00    2.00    2.00    3.00
    4.00    4.00    4.00    1.00    3.00    4.00    4.82    4.00    4.00    4.00    2.00    2.00    3.00
    6.00    4.00    4.00    4.00    3.00    4.00    9.51    3.00    4.00    3.00    2.00    2.00    3.00
    7.00    6.00    6.00    5.00    3.00    5.00   11.45    4.00    4.00    3.00    3.00    4.00    5.00
    8.00    8.00    8.00    9.00    1.00    4.00    9.45    4.00    4.00    4.00    2.00    3.00    2.00
    4.00    4.00     .00    5.00    1.00    3.00    5.81    1.00    1.00    2.00     .00     .00    1.00
    7.00    5.00    3.00    6.00    2.00    3.00   11.05    2.00    1.00    1.00    2.00    2.00    2.00
    7.00    8.00   10.00    6.00    2.00    4.00    7.48    4.00    5.00    3.00    2.00    3.00    3.00
    2.00    1.00    6.00    4.00   -1.00    4.00    3.13    2.00    1.00    3.00   -1.00   -2.00     .00
    6.00    5.00    8.00    7.00    3.00    4.00   11.50    2.00    2.00    3.00    3.00    3.00    3.00
    4.00    4.00    4.00    4.00    4.00    4.00   14.10    3.00    2.00    3.00    3.00    4.00    1.00
    4.00    5.00    5.00    4.00    4.00    3.00    9.04    3.00    4.00    4.00    3.00    3.00    5.00
    4.00    3.00    6.00    5.00    5.00    3.00    7.83    2.00    3.00    2.00    3.00    3.00    3.00
    2.00    1.00    4.00    3.00    3.00    3.00   11.67    3.00    2.00    3.00    3.00    1.00    4.00
    4.00    3.00    4.00    3.00    2.00    3.00   13.07    3.00    4.00    4.00    2.00    2.00    3.00
    9.00    8.00    5.00    7.00    2.00    3.00    7.52    5.00    4.00    4.00    5.00    5.00    7.00
    7.00    6.00    7.00    6.00    3.00    3.00    9.53    5.00    5.00    4.00    2.00    3.00    3.00
    4.00    3.00    6.00    7.00    2.00    4.00    9.37    4.00    3.00    3.00    1.00    2.00    3.00
    4.00    4.00    4.00    5.00    1.00    4.00    9.53    4.00    2.00    3.00    2.00    1.00    1.00
    6.00    6.00    5.00    7.00    4.00    5.00    4.35    3.00    2.00    4.00    4.00    4.00    5.00
    5.00    6.00    6.00    5.00    2.00    2.00   10.05    4.00    3.00    3.00    2.00    4.00    4.00
    7.00    5.00    7.00    5.00    1.00    3.00    6.92    4.00    5.00    4.00    2.00    3.00    2.00
    3.00    3.00    7.00    3.00    2.00    3.00   14.90    3.00    3.00    3.00    3.00    3.00    3.00
    5.00    6.00    5.00    5.00    2.00    4.00    9.23    3.00    3.00    3.00    5.00    4.00    5.00
    6.00    6.00    7.00    7.00    6.00    4.00    8.27    3.00    4.00    3.00    3.00    3.00    4.00
    6.00    6.00    7.00    6.00    1.00    4.00   14.91    4.00    4.00    4.00    5.00    4.00    6.00
    5.00    5.00    7.00    8.00    2.00    3.00   10.90    5.00    3.00    4.00    4.00    5.00    5.00
   11.00   11.00   10.00   10.00     .00    3.00    7.74    3.00    4.00    4.00    4.00    4.00    6.00
    9.00    8.00   10.00    8.00    1.00    5.00   10.89    2.00    2.00    2.00    5.00    5.00    7.00
    5.00    6.00    7.00    3.00    5.00    4.00    6.25    3.00    3.00    3.00    2.00    1.00    4.00
    8.00    9.00    3.00    6.00    3.00    4.00   10.76    4.00    5.00    5.00    5.00    6.00    5.00
    7.00    8.00    8.00    8.00    5.00    4.00   15.25    4.00    3.00    4.00    3.00    3.00    4.00
    7.00    7.00    8.00    6.00    3.00    2.00    8.05    3.00    2.00    3.00    5.00    5.00    6.00
    8.00    5.00    4.00    5.00    3.00    4.00   10.82    3.00    3.00    3.00    4.00    5.00    4.00
    1.00     .00    4.00    2.00     .00    3.00    6.92    3.00    4.00    1.00    1.00     .00    1.00
    5.00    5.00    4.00    4.00    4.00    4.00    7.80    3.00    3.00    4.00    4.00    4.00    3.00
    5.00    4.00    8.00    2.00    3.00    3.00   11.42    3.00    3.00    4.00    2.00    2.00    2.00
    5.00    4.00    6.00    6.00    3.00    3.00   18.63    2.00    3.00    1.00    3.00    3.00    4.00
   11.00   11.00    9.00    7.00    2.00    3.00    1.84    6.00    5.00    6.00    4.00    4.00    5.00
    4.00    3.00    8.00    5.00    1.00    3.00    9.99    3.00    2.00    3.00    2.00    2.00    4.00
    7.00    6.00    6.00    6.00    3.00    4.00    6.11    1.00    3.00    2.00    1.00    2.00    3.00
    7.00    6.00    6.00    5.00    1.00    2.00   13.72    2.00    1.00    2.00    2.00    3.00    4.00
    1.00    2.00    9.00    4.00    2.00    3.00    6.84    2.00    1.00    2.00    2.00    2.00   -1.00
    5.00    6.00    9.00    3.00    3.00    5.00   16.12    4.00    3.00    3.00    3.00    3.00    5.00
    4.00    7.00    8.00    5.00    3.00    3.00   12.47    3.00    2.00    3.00    4.00    4.00    7.00
    6.00    7.00    8.00    5.00    4.00    3.00   14.52    4.00    4.00    3.00    4.00    3.00    6.00
    2.00    2.00    7.00    3.00   -1.00    1.00    7.04    3.00    2.00    3.00    1.00    2.00    2.00
    5.00    5.00    5.00    4.00    3.00    3.00    6.66    1.00    2.00    2.00    2.00    2.00    3.00
    5.00    6.00    7.00    5.00    2.00    3.00   10.28    4.00    5.00    4.00    3.00    3.00    4.00
    2.00    5.00    5.00    4.00    2.00    4.00    5.62    3.00    2.00    3.00     .00     .00    2.00
    3.00    4.00    5.00    2.00    2.00    5.00   13.39    3.00    3.00    3.00    2.00    1.00    3.00
    2.00    3.00    4.00    4.00     .00    2.00   10.63    3.00    2.00    2.00    2.00    2.00    1.00
    4.00    8.00    5.00    5.00     .00    2.00    7.22    3.00    4.00    2.00    4.00    3.00    2.00
    6.00    6.00    7.00    6.00    4.00    3.00   12.28    3.00    3.00    4.00    4.00    5.00    6.00
    2.00    3.00    6.00    4.00    2.00    3.00    8.38    3.00    4.00    3.00    1.00     .00    2.00
    3.00    4.00    6.00    6.00     .00    2.00    5.45    3.00    3.00    2.00    2.00    2.00    2.00
    5.00    3.00    6.00    5.00     .00    3.00    9.63    4.00    3.00    3.00    4.00    3.00    2.00
    7.00    8.00    6.00    4.00    2.00    3.00    5.98    3.00    3.00    3.00    4.00    4.00    6.00
    6.00    5.00    6.00    8.00    4.00    3.00   13.52    4.00    3.00    4.00    5.00    5.00    7.00
    4.00    5.00    7.00    4.00     .00    4.00    7.93    3.00    4.00    2.00    2.00    2.00    4.00
    5.00    4.00    4.00    5.00    1.00    3.00    9.86    3.00    3.00    3.00    2.00    1.00    3.00
    8.00    8.00    7.00    9.00    2.00    4.00   11.48    3.00    5.00    3.00    5.00    4.00    5.00
    4.00    7.00    6.00    4.00    3.00    4.00    7.00    3.00    4.00    3.00    3.00    4.00    6.00
    7.00    9.00    8.00    5.00    5.00    5.00   11.20    4.00    3.00    4.00    2.00    3.00    4.00
    7.00    9.00    8.00    7.00    5.00    3.00    7.06    4.00    3.00    4.00    2.00    3.00    4.00
    5.00    4.00    5.00    5.00    1.00    3.00    9.31    2.00    2.00    2.00    3.00    4.00    2.00
    3.00    1.00    1.00    5.00    1.00    4.00   10.40    3.00    2.00    3.00    1.00    1.00     .00
    7.00    6.00    5.00    5.00    3.00    4.00    8.98    3.00    2.00    3.00     .00    1.00    3.00
    8.00   10.00    8.00    7.00    3.00    3.00    5.62    4.00    3.00    5.00    4.00    3.00    7.00
    3.00    4.00    2.00    3.00    2.00    4.00   12.93    4.00    3.00    3.00    1.00    2.00    4.00
    4.00    3.00    2.00    6.00    2.00    4.00    6.82    4.00    3.00    4.00    1.00    1.00    3.00
    4.00    6.00    7.00    5.00   -1.00    3.00   14.87    3.00    2.00    3.00    1.00    2.00    1.00
    4.00    3.00    5.00    3.00    2.00    4.00   15.35    3.00    2.00    3.00    1.00    1.00    4.00
    8.00    6.00    8.00    7.00    5.00    3.00    8.36    5.00    3.00    4.00    2.00    4.00    6.00
    4.00    3.00    4.00    3.00     .00    3.00    7.23    3.00    2.00    3.00    1.00    1.00    1.00
    6.00    6.00    6.00    8.00    2.00    4.00    4.38    3.00    3.00    4.00    4.00    4.00    4.00
    6.00    9.00    9.00    9.00    2.00    3.00    8.87    3.00    4.00    3.00    3.00    2.00    3.00
    5.00    5.00    4.00    4.00    1.00    4.00    9.56    3.00    3.00    4.00    2.00    3.00    4.00
    6.00    7.00    5.00    6.00    3.00    2.00   13.80    3.00    3.00    3.00    3.00    5.00    4.00
    3.00    3.00    4.00    3.00     .00    3.00    6.35    5.00    4.00    4.00     .00     .00    2.00
    6.00    5.00    4.00    3.00    3.00    2.00    8.51    3.00    3.00    2.00    2.00    2.00    2.00
    7.00   10.00    7.00    7.00    3.00    3.00    6.97    3.00    2.00    3.00    3.00    3.00    4.00
    7.00    8.00    7.00    4.00    3.00    3.00    9.93    3.00    4.00    3.00    4.00    4.00    5.00
    6.00    4.00    7.00     .00    2.00    4.00    3.69    2.00    3.00    2.00    2.00    2.00    2.00
    8.00    7.00    6.00    7.00    4.00    3.00   10.40    5.00    3.00    3.00    5.00    5.00    6.00
    4.00    3.00    6.00    2.00    3.00    1.00    6.36    4.00    5.00    4.00    3.00    3.00    3.00
    5.00    5.00    6.00    6.00     .00    3.00    6.62    2.00    2.00    2.00    2.00    2.00    4.00
    3.00    3.00    5.00    4.00    1.00    4.00    6.88    2.00    2.00    3.00    3.00    4.00    4.00
    6.00    3.00    7.00    6.00    3.00    3.00    8.98    2.00    4.00    3.00    3.00    4.00    5.00
    5.00    6.00    3.00    6.00    2.00    4.00    4.99    3.00    3.00    3.00    5.00    5.00    5.00
    6.00    5.00    7.00    4.00    1.00    3.00    8.57    3.00    3.00    2.00    6.00    5.00    5.00
    5.00    5.00    5.00    5.00    1.00    2.00   12.72    2.00    2.00    3.00    2.00    2.00    2.00
    7.00    7.00    5.00    4.00    2.00    5.00    3.24    4.00    4.00    3.00    1.00    1.00    3.00
    2.00    3.00    3.00    3.00    1.00    1.00    5.98    4.00    3.00    3.00    3.00    3.00    4.00
    3.00    3.00    6.00    3.00    1.00    4.00    4.46    3.00    3.00    3.00    3.00    3.00    3.00
    3.00    4.00    7.00    4.00    3.00    4.00    7.05    1.00    2.00    2.00    2.00    2.00    1.00
    7.00    8.00    6.00    6.00     .00    2.00   11.69    4.00    3.00    3.00    2.00    1.00    3.00
    3.00    4.00    5.00    4.00    3.00    3.00    8.42    3.00    2.00    2.00    2.00    1.00    2.00
    4.00    4.00    6.00    4.00    1.00    2.00    9.15    2.00    1.00    2.00    1.00    1.00    2.00
    3.00    3.00    2.00    2.00    2.00    3.00   15.83    5.00    4.00    5.00    3.00    3.00    5.00
    3.00    5.00    3.00    6.00    3.00    3.00    7.65    2.00    2.00    3.00    2.00    3.00    4.00
    1.00    1.00    1.00    2.00    1.00    3.00    6.00    3.00    3.00    2.00    2.00    1.00    4.00
    2.00    3.00    3.00    1.00    2.00    2.00    5.10    4.00    5.00    3.00   -1.00    1.00    2.00
    6.00    5.00    6.00    4.00    3.00    3.00    8.23    3.00    3.00    3.00    1.00    3.00    4.00
   10.00    7.00    7.00    7.00    3.00    2.00    6.33    4.00    2.00    4.00    3.00    4.00    4.00
    5.00    7.00    7.00    7.00    5.00    4.00   12.11    3.00    3.00    3.00    3.00    1.00    3.00
    9.00    9.00    8.00    7.00    2.00    3.00   10.78    4.00    4.00    4.00    2.00    3.00    6.00
    7.00    6.00    9.00    6.00    2.00    3.00    6.15    2.00    1.00    2.00    3.00    3.00    2.00
    4.00    4.00    6.00    3.00    4.00    4.00   14.95    3.00    3.00    3.00    3.00    2.00    5.00
    6.00    5.00    6.00    7.00    3.00    3.00   15.03    1.00    3.00    1.00    3.00    2.00    3.00
    6.00    3.00    5.00    4.00     .00    4.00   12.03    4.00    4.00    3.00    1.00    2.00    3.00
    6.00    6.00    7.00    4.00    3.00    5.00   10.18    3.00    3.00    2.00    4.00    4.00    6.00
    6.00    4.00    7.00    7.00    5.00    4.00    9.83    3.00    3.00    2.00    3.00    5.00    3.00
    6.00    6.00    4.00    3.00    2.00    3.00    6.47    2.00    1.00    2.00    3.00    3.00    4.00
    2.00    1.00    2.00    3.00     .00    4.00   10.23    4.00    4.00    2.00    2.00    2.00    1.00
    6.00    5.00    5.00    8.00    3.00    5.00   12.40    3.00    2.00    2.00    4.00    3.00    4.00
    4.00    5.00    4.00    5.00    2.00    2.00   10.32    2.00    2.00    3.00    3.00    3.00    4.00
    5.00    4.00    6.00    4.00    1.00    3.00    9.85    2.00    3.00    3.00    1.00    1.00    1.00
    7.00    5.00    6.00    6.00    3.00    4.00   10.90    4.00    2.00    4.00    6.00    6.00    4.00
    3.00    5.00    3.00    4.00    1.00    3.00    6.04    3.00    3.00    3.00    1.00    1.00     .00
    5.00    4.00    6.00    4.00    3.00    4.00    8.32    2.00    3.00    3.00    2.00    2.00    3.00
    4.00    6.00    5.00    2.00     .00    3.00    8.34    3.00    3.00    3.00    4.00    3.00    4.00
    8.00    7.00    6.00    8.00    2.00    3.00    8.39    3.00    3.00    3.00    2.00    1.00    2.00
    3.00    4.00    4.00    4.00    2.00    4.00   12.00    3.00    3.00    2.00    4.00    4.00    4.00
    2.00    6.00    5.00    4.00    2.00    3.00    1.53    4.00    5.00    4.00    1.00    2.00    2.00
    7.00    5.00    8.00    9.00    3.00    3.00    5.84    3.00    2.00    2.00    1.00    3.00    5.00
    5.00    5.00    6.00    3.00    3.00    3.00    9.82    2.00    3.00    2.00    3.00    2.00    3.00
    6.00    4.00    3.00    5.00    3.00    4.00    4.38    4.00    4.00    4.00    1.00    2.00    4.00
