51.50	58.75	58.70	55.49	65.11	58.72	64.26	52.65	58.49	43.86	57.01	64.96
59.57	46.59	48.85	55.40	51.72	56.17	50.52	49.70	44.60	59.69	46.81	42.28
54.43	56.50	47.07	44.07	52.56	46.99	56.50	49.88	34.37	43.54	43.83	43.93
45.63	44.86	49.29	47.87	55.93	43.06	49.90	39.18	52.46	43.29	52.22	45.66
55.33	52.57	52.61	46.77	50.26	48.12	45.23	42.68	53.01	61.08	50.41	59.52
60.54	61.63	63.93	45.74	59.66	59.29	56.59	39.77	37.69	49.01	53.68	65.98
37.29	46.51	27.77	36.15	36.68	25.20	22.70	34.51	38.69	37.36	39.38	25.99
58.32	42.50	38.10	43.32	42.01	47.68	54.60	52.75	55.05	57.62	51.31	43.33
59.29	59.12	58.66	43.24	53.06	50.13	52.04	50.29	49.24	46.76	60.30	56.09
51.63	43.42	43.05	39.32	31.28	30.48	43.61	43.16	49.95	34.03	41.81	27.16
53.62	60.80	55.19	52.32	63.33	66.31	42.59	56.16	54.53	42.77	54.93	70.89
58.50	60.77	52.85	70.95	42.89	61.44	52.78	47.45	47.50	44.79	53.52	54.06
39.40	51.56	54.43	30.72	33.45	53.34	49.19	52.60	58.42	61.38	60.27	61.09
48.30	44.37	52.79	63.50	25.71	32.99	40.87	33.88	48.63	54.82	58.54	45.35
65.37	58.86	64.76	58.96	62.97	68.99	75.55	56.73	54.79	57.48	55.95	54.36
50.81	44.58	47.50	60.73	33.05	39.00	42.99	47.42	52.52	28.27	46.20	40.69
51.23	51.50	42.11	56.76	40.07	40.19	39.81	41.53	49.94	52.05	40.18	45.45
56.84	39.79	48.36	46.92	39.28	46.65	57.23	52.19	49.70	55.25	59.30	56.97
48.51	39.46	40.48	49.01	45.14	41.56	44.53	58.84	55.40	39.43	54.32	47.45
49.16	44.72	57.65	72.86	66.28	71.74	71.15	69.61	58.22	70.14	49.85	61.76
54.59	37.76	43.32	66.73	39.60	50.74	37.17	42.29	47.48	53.80	52.82	49.80
18.60	34.57	32.82	47.96	39.37	38.03	38.30	38.44	52.30	42.74	37.30	31.55
47.26	56.24	63.36	55.95	46.84	58.22	56.84	58.00	66.89	44.56	51.60	51.14
41.48	47.81	38.10	54.34	47.21	47.25	31.22	26.41	33.81	46.64	51.03	52.29
65.44	41.57	43.67	65.91	40.13	35.87	47.68	55.55	46.88	61.12	51.12	41.07
64.97	60.02	67.21	66.46	69.84	69.30	64.52	54.24	59.02	64.50	63.38	74.37
46.91	51.98	40.94	52.10	50.18	49.30	53.06	43.03	36.71	36.68	41.05	47.25
58.25	59.69	65.83	50.17	53.60	49.34	41.13	47.18	43.25	56.43	62.69	46.63
30.66	48.05	51.54	46.02	44.53	49.84	27.07	48.91	54.01	22.09	33.69	45.96
56.09	48.63	61.56	59.33	63.43	58.16	57.81	52.11	53.89	52.30	49.23	55.37
71.65	52.47	57.48	66.35	51.67	56.10	50.83	48.82	52.56	61.18	49.87	54.12
60.84	62.41	71.05	48.05	50.27	65.11	56.44	48.69	53.16	47.67	49.61	72.96
53.83	57.65	50.42	41.08	58.66	56.26	54.30	38.16	53.50	37.30	46.99	46.51
57.06	67.75	74.53	63.01	69.40	55.85	64.57	69.72	71.06	51.99	56.36	54.25
45.33	59.89	41.17	51.92	40.41	46.08	35.27	49.06	39.00	53.38	54.62	46.65
53.90	40.37	48.98	36.57	56.97	54.73	40.59	39.66	37.68	38.85	40.22	37.86
50.04	55.47	49.93	47.86	61.51	50.63	57.65	59.38	72.46	47.74	58.00	55.93
41.47	51.68	34.53	51.87	39.90	38.62	47.75	33.93	59.06	39.78	39.59	44.57
54.28	65.30	51.85	67.59	45.91	63.47	53.14	56.43	49.61	57.94	49.08	51.64
35.42	49.76	37.54	51.22	52.70	45.14	45.28	52.66	45.66	40.18	42.38	53.94
62.24	53.54	57.85	52.90	60.81	57.64	56.48	55.65	36.47	57.53	59.70	61.67
43.18	50.50	55.44	55.33	54.91	73.07	46.45	52.94	79.98	67.10	55.58	57.94
44.77	45.24	46.38	38.79	30.49	45.07	37.58	49.91	51.80	43.22	56.14	62.58
56.07	54.28	59.02	62.72	40.98	66.73	50.10	53.44	52.74	76.44	63.32	65.42
47.59	55.89	51.63	48.10	45.87	41.13	40.94	33.35	38.72	47.32	55.48	40.88
66.51	66.95	66.28	66.45	54.20	54.40	58.97	55.37	59.37	53.37	53.66	57.97
45.43	52.21	58.68	52.06	58.98	50.05	46.90	41.69	51.13	42.46	40.59	42.29
47.56	40.66	45.61	55.84	43.75	50.01	52.47	46.78	49.37	42.05	52.83	60.54
75.08	71.32	52.42	50.49	60.34	60.13	53.45	55.44	59.58	66.11	63.07	56.70
54.87	44.27	39.56	38.79	39.17	28.98	36.01	32.26	52.26	29.09	29.03	19.79
47.23	42.23	34.78	46.79	44.44	34.37	48.44	34.70	47.25	13.29	23.43	34.46
63.20	49.73	58.00	54.23	48.71	45.48	46.55	71.35	46.86	28.46	40.28	46.73
66.96	57.70	46.95	51.08	60.94	49.81	51.88	55.69	60.78	58.94	67.17	59.11
36.49	46.75	39.77	29.54	37.64	32.33	30.77	31.21	37.49	30.15	25.40	31.69
39.19	31.81	35.03	43.34	40.77	38.26	43.86	51.62	31.23	44.94	25.57	41.29
64.24	52.25	51.42	66.25	53.80	57.39	42.45	46.93	42.40	67.45	48.80	58.86
56.11	48.32	49.80	55.58	34.56	43.23	54.64	44.95	55.52	35.42	49.62	51.37
48.74	54.25	38.08	33.55	40.32	40.40	39.12	29.60	41.71	34.59	45.07	43.86
64.22	65.34	70.74	72.02	63.93	62.31	62.92	62.75	61.21	71.44	71.26	71.74
38.31	36.34	46.49	46.17	34.47	40.11	47.85	50.00	40.72	44.51	40.73	38.50
58.95	58.89	48.36	44.84	47.09	41.25	57.12	49.28	44.86	46.65	36.56	45.36
69.03	65.50	67.84	65.50	61.16	65.73	66.05	74.50	75.38	75.42	58.02	73.54
30.72	35.53	42.02	56.12	42.79	55.57	53.59	43.96	50.75	48.31	45.25	52.66
48.42	30.38	44.01	49.15	51.03	49.59	45.73	35.80	44.14	24.58	52.16	47.40
60.12	43.64	47.84	38.55	43.78	52.30	51.11	57.16	58.16	37.71	51.39	45.04
61.63	62.73	71.29	43.24	51.37	54.82	46.20	55.23	63.87	61.17	66.60	66.97
45.17	52.71	58.41	49.65	42.24	46.35	49.97	47.96	57.22	51.07	45.65	44.41
49.20	52.87	43.85	55.62	42.87	52.68	52.88	40.22	49.40	51.16	52.53	45.06
40.22	52.20	42.40	51.17	59.95	58.66	50.98	54.01	62.43	54.34	52.58	57.41
51.48	37.82	57.05	51.68	66.79	53.59	42.29	36.44	47.08	52.60	50.54	53.33
43.98	46.73	53.20	52.82	44.40	48.44	57.27	45.81	32.39	45.53	53.27	51.18
42.76	38.50	41.25	33.43	49.54	42.27	54.68	45.41	40.79	37.29	45.22	37.33
59.02	50.96	55.72	41.24	61.15	56.38	61.51	51.10	68.21	60.16	49.58	37.12
50.49	50.68	47.13	44.70	47.96	57.05	53.15	56.94	61.48	57.49	65.96	58.71
33.04	40.40	29.64	33.80	40.41	35.08	43.74	42.44	48.87	30.25	43.15	36.46
55.54	49.51	50.04	30.93	41.39	39.09	49.81	38.18	24.99	38.10	43.77	45.99
38.65	39.95	44.99	30.34	53.67	53.12	40.59	49.44	51.61	43.95	44.76	50.00
49.97	50.96	61.94	35.72	50.59	51.26	48.02	30.55	43.43	32.88	44.52	39.21
50.81	42.31	44.50	50.61	46.35	59.37	47.93	44.50	68.94	60.83	50.64	47.86
33.55	40.27	36.79	39.73	31.15	32.72	49.95	47.23	28.80	40.35	44.96	44.51
45.37	46.56	58.60	46.49	53.64	58.80	37.90	41.64	44.15	41.24	37.64	53.49
75.71	73.57	68.61	68.80	68.25	57.57	61.28	43.56	48.49	55.71	58.28	65.04
35.16	45.08	45.75	47.05	49.31	49.88	43.43	46.46	55.64	39.47	55.11	63.26
38.89	28.54	36.85	57.48	54.40	46.06	56.25	47.69	44.95	44.60	33.47	49.85
55.48	32.67	47.79	44.16	45.66	50.54	38.50	36.00	42.27	71.17	63.86	51.19
50.28	44.95	46.69	21.23	51.64	51.95	46.61	43.15	45.50	49.74	53.76	53.38
51.84	49.96	38.47	37.42	42.27	42.38	63.79	53.55	52.19	57.26	54.90	57.53
41.66	54.46	53.63	36.49	37.87	45.01	50.44	42.67	35.60	33.06	32.68	31.71
79.68	67.47	67.55	75.20	47.10	56.19	51.45	58.91	56.17	53.48	64.66	67.59
52.06	52.03	49.69	44.24	44.81	36.29	35.04	33.03	43.48	35.50	46.81	41.35
47.83	54.33	43.98	57.35	45.48	43.50	44.24	53.20	56.62	42.10	36.23	31.90
51.78	33.37	37.81	36.50	29.47	36.87	32.76	45.24	37.71	40.36	38.37	41.47
39.44	41.41	53.13	50.49	63.11	55.00	47.37	52.77	57.05	43.30	43.43	47.87
45.10	62.18	46.85	46.88	52.94	47.41	50.99	36.01	42.47	53.68	44.17	49.51
47.49	58.42	51.01	50.42	55.21	53.84	51.67	42.49	43.61	45.05	47.04	39.18
46.67	50.75	43.96	48.15	50.65	52.58	52.48	60.62	45.16	38.93	34.82	41.05
53.78	63.67	68.84	51.14	63.27	50.97	57.12	62.44	66.74	64.16	58.50	64.29
59.04	48.63	55.68	50.10	65.89	43.99	62.62	35.89	57.89	53.16	51.25	46.44
49.99	46.40	44.85	63.79	46.90	53.61	58.66	41.81	46.34	60.85	47.89	43.23
61.20	41.22	46.59	36.96	47.65	56.73	41.54	54.09	46.77	47.52	49.56	57.87
51.53	52.86	45.74	39.70	44.58	42.51	44.69	38.65	28.46	60.16	55.07	49.51
56.55	53.66	43.44	48.47	41.64	48.51	49.61	39.45	40.52	42.69	47.70	54.52
42.89	49.91	47.45	48.98	42.22	49.54	45.89	53.25	49.61	46.82	44.66	56.54
56.93	36.62	47.64	62.14	56.83	47.95	67.05	59.62	67.48	57.43	58.84	66.03
50.08	55.94	53.49	38.33	52.33	51.13	45.34	56.13	31.00	42.81	43.37	26.11
64.61	41.54	47.61	49.57	48.75	49.27	43.29	38.07	42.98	40.01	49.54	42.16
32.08	45.41	28.82	29.71	26.72	31.80	27.91	37.70	28.83	41.89	25.48	37.60
63.86	74.07	61.67	61.82	72.05	52.99	56.63	61.92	52.69	49.84	57.00	51.06
31.23	32.74	48.31	48.54	38.72	32.57	44.30	24.55	53.07	26.13	25.68	19.92
51.82	52.67	47.94	66.00	60.28	49.22	46.44	53.87	53.98	62.23	60.06	56.08
45.32	42.06	38.98	44.92	39.93	45.25	46.57	32.40	39.93	61.96	56.35	58.75
52.76	61.73	33.45	44.29	52.41	47.08	46.24	51.13	57.74	51.04	60.76	48.60
47.66	47.70	45.59	63.30	44.20	43.93	52.79	53.12	46.48	55.38	47.44	67.70
37.38	38.20	44.21	38.02	40.34	30.56	28.91	35.80	39.81	43.67	33.15	33.15
61.74	51.12	60.69	60.90	40.51	61.57	46.81	44.21	49.38	47.44	55.64	63.06
57.46	53.94	50.01	63.54	52.87	59.21	55.35	69.69	55.94	39.53	52.37	63.13
53.18	49.09	46.52	46.60	44.20	55.48	44.87	55.86	59.76	41.26	49.47	50.18
69.15	70.47	59.30	55.07	56.34	59.25	49.36	57.64	50.17	52.27	44.51	61.78
69.06	65.75	62.42	59.84	58.45	62.87	60.82	52.77	66.94	60.27	54.65	57.75
45.70	51.92	57.74	30.68	47.49	42.85	53.29	51.39	47.66	40.06	35.83	45.29
53.01	47.76	60.19	45.28	43.66	62.57	62.33	66.38	43.00	61.39	60.56	64.22
48.91	55.69	51.15	50.77	56.30	48.42	49.87	49.02	32.11	52.27	45.41	65.12
57.93	60.27	49.86	56.63	50.73	64.25	60.35	57.52	43.97	55.46	51.92	52.31
53.79	43.49	39.61	45.07	60.42	45.42	53.42	52.54	43.38	52.14	45.90	60.57
55.08	56.73	55.10	51.29	60.66	52.27	56.42	57.27	55.49	50.92	54.28	63.07
49.75	65.21	44.69	51.79	53.65	52.75	55.21	63.01	56.37	58.07	53.66	72.92
50.84	45.33	46.04	49.03	48.14	50.77	51.77	55.70	50.88	59.67	54.92	56.56
35.90	53.93	60.05	64.21	53.50	64.48	52.85	56.27	61.00	73.37	75.55	57.08
58.22	50.48	48.88	56.38	60.62	63.50	60.72	80.25	68.56	62.84	66.84	57.35
52.65	55.14	34.66	50.79	45.41	43.17	42.72	48.24	61.13	50.09	60.99	53.65
35.33	40.29	34.46	31.08	56.82	48.03	55.20	53.99	61.46	46.34	52.97	53.91
37.59	43.89	44.68	50.42	65.38	52.41	44.36	38.98	34.96	50.79	59.57	59.16
17.02	31.64	31.09	58.31	50.35	41.50	44.34	44.74	54.20	51.22	39.37	48.80
62.71	61.01	68.35	67.91	51.83	61.27	67.02	64.27	74.87	49.01	62.34	58.15
59.36	57.16	61.86	54.84	53.25	48.33	52.88	52.93	37.27	49.10	63.11	59.46
56.00	64.19	42.37	38.07	45.95	49.18	47.88	49.96	49.65	55.47	54.77	57.14
65.54	51.64	41.70	31.52	53.90	46.47	52.60	62.44	24.54	43.06	48.92	44.21
49.55	44.85	47.80	49.77	46.82	41.56	42.53	47.46	44.31	52.68	56.14	54.81
44.10	51.91	53.60	42.99	48.73	43.61	59.25	37.71	49.38	52.73	57.52	53.13
46.63	53.54	44.65	43.40	41.30	44.50	42.06	45.61	52.17	32.06	45.97	31.65
56.18	43.35	71.75	55.77	53.84	58.32	75.66	75.28	62.44	51.93	75.23	61.77
65.18	44.52	51.56	30.03	43.26	38.84	40.22	38.77	35.85	64.11	53.06	46.88
40.34	49.90	38.16	40.82	47.57	44.55	44.30	55.39	54.28	44.41	42.68	46.12
22.15	48.44	35.86	46.84	51.63	37.10	34.32	41.35	40.63	50.26	40.58	37.50
40.67	28.88	29.13	34.05	29.93	24.29	43.51	31.26	46.60	44.44	21.90	29.25
85.03	72.19	68.69	44.23	54.95	60.37	58.14	55.50	61.09	63.42	40.87	56.70
53.68	70.56	45.93	58.36	53.51	44.56	56.24	68.86	73.05	50.94	61.71	62.64
44.12	60.11	60.75	53.49	50.66	50.00	56.93	56.58	51.08	62.54	65.37	53.12
77.89	67.96	73.42	70.14	57.59	70.66	65.41	58.71	73.83	54.95	73.18	69.10
36.93	52.50	33.36	40.50	57.05	46.80	50.95	37.30	50.43	27.90	22.17	34.98
45.31	58.24	55.92	52.48	49.39	49.37	46.41	29.88	46.61	47.09	50.61	43.70
41.92	42.24	46.56	45.43	44.65	52.52	51.74	46.99	60.39	66.79	54.86	49.86
48.38	52.18	51.17	43.90	48.52	38.16	56.05	50.79	49.85	47.92	40.48	46.97
49.71	52.99	43.09	29.76	44.49	47.21	37.05	48.71	47.12	31.91	42.19	47.32
56.45	54.64	66.71	67.32	57.19	54.59	63.67	48.24	52.92	58.24	60.76	62.18
40.74	37.92	30.59	36.73	45.88	43.46	42.95	36.34	36.34	66.99	42.80	46.44
50.89	55.84	41.26	34.43	39.09	40.20	51.50	45.13	37.19	46.77	47.74	48.40
57.16	54.64	49.82	64.74	63.07	55.83	62.34	66.87	62.73	69.03	50.01	59.88
59.18	54.70	59.44	64.21	61.95	58.34	53.75	54.23	45.05	42.74	57.97	46.52
54.27	57.55	63.37	56.12	56.83	50.90	42.04	40.76	40.42	55.39	46.02	50.17
48.29	34.38	50.39	51.58	61.73	49.72	49.90	37.49	50.26	51.47	59.79	50.58
40.58	51.98	54.60	41.77	35.47	40.03	40.34	45.63	40.34	46.04	37.52	48.71
53.24	59.28	56.48	52.57	55.79	70.20	64.59	55.83	64.38	72.23	60.36	73.06
62.31	57.64	71.47	52.79	62.73	67.95	55.88	56.35	70.26	50.97	43.57	66.26
48.47	45.01	46.87	57.55	46.90	45.29	43.04	49.14	44.29	55.16	46.82	38.75
54.37	55.17	54.65	38.59	51.76	61.78	57.21	55.14	64.22	49.47	70.36	57.31
44.30	56.56	55.31	59.44	42.26	49.63	45.35	61.28	53.66	46.26	50.33	56.66
48.15	51.23	51.54	43.31	53.02	59.15	65.73	63.69	73.67	64.66	49.22	62.96
44.48	46.54	57.40	60.00	55.53	41.62	55.21	45.13	57.56	68.43	60.07	53.05
53.52	50.93	60.17	71.48	51.28	49.08	44.10	53.28	43.66	51.87	45.74	48.16
55.47	42.79	44.24	38.95	41.63	37.65	44.84	46.76	57.88	36.72	35.22	26.27
28.38	49.50	41.94	37.34	48.19	38.46	50.41	49.56	43.26	36.20	28.57	43.42
48.78	42.36	44.55	49.17	30.51	41.16	41.50	52.97	45.44	19.80	42.12	42.79
65.32	75.03	65.54	55.59	69.02	54.06	73.92	66.72	57.93	50.85	60.42	48.18
63.17	47.57	58.22	37.61	50.12	57.61	53.04	45.54	54.12	56.54	62.58	47.41
69.40	73.22	61.14	50.25	44.12	65.46	62.65	62.78	73.70	59.46	71.89	60.89
41.11	35.97	50.03	42.35	51.88	52.36	47.37	51.59	39.75	48.75	29.95	49.69
70.91	54.16	64.50	40.79	49.60	48.68	55.71	47.29	54.54	42.91	56.34	53.90
57.66	69.06	52.78	55.68	68.74	69.97	57.60	62.41	58.96	77.66	51.18	62.91
66.25	45.95	51.11	38.26	60.23	65.62	52.50	43.39	47.13	51.25	50.53	51.74
62.27	44.08	51.11	47.66	46.38	50.80	44.49	49.91	49.27	52.21	61.99	55.46
43.83	60.82	50.79	56.71	39.30	54.85	51.62	47.05	56.09	74.59	67.18	72.31
44.19	52.50	46.62	42.86	37.37	43.08	41.53	33.53	35.98	42.84	44.10	32.79
47.48	52.88	46.88	54.79	44.98	57.93	50.93	47.82	58.35	61.42	58.21	64.06
40.19	47.60	38.79	43.60	46.32	48.49	35.79	51.74	45.46	64.88	47.74	38.98
47.45	45.65	44.68	80.03	54.56	50.72	42.99	42.69	41.46	35.23	35.15	49.39
54.81	45.75	41.55	38.98	40.50	47.14	36.05	44.60	28.67	41.59	37.29	46.00
38.24	50.84	68.77	51.58	50.76	50.99	41.98	43.73	47.90	43.48	41.70	42.00
47.91	41.02	51.28	63.55	49.05	41.79	42.87	54.01	47.38	49.47	42.52	46.00
55.03	48.54	52.07	54.72	43.37	53.61	27.30	32.42	44.43	44.30	44.20	55.24
32.86	40.39	39.04	33.87	51.87	42.79	39.50	45.04	54.53	35.75	26.45	44.42
46.18	49.58	51.86	53.26	55.61	48.60	43.75	54.78	35.51	62.11	62.92	53.07
54.62	29.84	37.32	53.16	41.02	43.14	41.41	43.13	47.14	52.53	33.99	45.32
47.46	37.93	40.09	40.41	39.85	44.71	49.44	38.76	41.62	46.54	45.12	40.50
45.67	56.93	42.89	56.10	45.66	58.59	57.64	58.33	55.87	38.52	55.72	58.20
39.07	56.80	51.81	54.19	49.42	49.49	55.35	62.85	59.12	53.21	55.43	40.58
59.41	54.97	58.51	50.97	54.99	62.99	47.13	65.42	64.86	54.77	60.65	53.60
58.49	47.48	49.21	53.93	37.10	40.52	41.74	44.72	72.37	38.05	42.99	42.35
49.22	48.04	49.34	35.93	46.76	56.76	45.34	39.05	57.15	47.86	43.17	41.82
57.56	60.31	49.97	39.93	55.92	59.10	43.25	47.40	67.75	34.85	32.64	45.52
50.45	38.20	44.64	42.38	43.93	53.16	47.07	46.24	42.69	23.42	32.81	48.48
63.70	65.42	51.47	51.68	63.44	57.10	57.22	60.91	54.66	51.43	59.80	47.34
61.08	55.87	58.46	43.39	52.55	62.24	52.90	39.54	50.62	58.67	61.84	63.19
42.75	47.64	41.84	32.15	48.82	53.77	43.02	47.28	53.98	35.76	34.85	29.91
42.36	53.97	41.22	35.56	40.97	36.28	41.18	44.20	46.52	47.62	36.52	30.05
61.47	48.74	51.73	49.17	44.14	43.02	43.53	47.75	50.89	46.57	38.24	35.75
47.04	40.35	32.03	46.58	37.82	39.46	39.48	32.63	40.00	25.34	30.73	57.26
54.22	61.20	56.67	52.74	72.17	63.07	60.79	70.50	50.21	69.94	54.30	72.10
37.96	44.21	54.85	56.07	44.41	44.17	48.51	49.54	53.61	29.32	34.16	28.24
50.85	53.84	53.79	36.97	45.29	49.80	43.19	50.82	42.25	70.72	44.59	52.89
41.34	32.41	48.94	63.09	40.94	45.91	33.26	32.03	23.92	59.21	52.14	47.60
43.56	47.31	43.90	48.69	48.57	42.38	53.18	43.13	44.57	34.86	53.67	48.72
73.50	53.84	56.84	57.27	56.72	44.02	63.67	60.38	43.44	45.82	50.07	50.30
39.84	45.87	54.90	54.70	56.79	49.19	48.42	47.45	64.36	50.34	55.16	49.11
24.08	26.43	44.93	45.87	40.71	36.30	46.38	41.87	49.17	36.02	33.78	40.37
35.91	41.63	47.55	55.34	43.94	57.67	47.36	38.48	32.55	45.60	44.23	46.97
40.46	42.14	47.23	33.13	37.07	38.67	45.11	35.52	42.25	47.24	48.97	53.85
61.63	68.80	64.91	50.33	66.98	65.70	56.53	57.37	69.64	39.57	59.82	50.94
58.22	52.16	67.13	51.54	46.23	47.18	53.31	39.28	48.18	46.93	57.72	56.73
36.43	27.37	41.55	54.30	31.05	46.16	47.36	49.20	46.31	47.91	39.27	46.48
45.53	34.27	43.15	62.32	50.50	51.39	50.47	58.02	52.34	36.46	51.33	57.39
51.76	46.89	40.74	71.18	58.45	53.95	53.00	69.55	46.23	59.18	52.35	43.71
37.40	31.17	29.21	44.49	37.54	38.91	32.89	38.32	40.99	40.38	27.84	22.99
40.61	47.36	58.18	60.33	31.57	38.14	50.79	52.77	53.25	45.89	41.19	45.85
49.05	43.84	60.17	44.40	39.59	43.97	48.96	60.90	58.96	59.89	43.99	48.46
44.89	49.25	42.97	55.62	42.72	41.13	45.70	47.71	34.65	48.81	52.53	47.90
50.14	48.01	43.47	53.83	47.68	42.47	48.76	52.75	41.76	40.18	47.56	35.95
44.23	39.78	51.63	35.92	42.07	44.01	50.43	36.08	48.16	48.41	52.37	50.38
70.14	66.59	52.76	44.64	66.40	50.64	60.93	59.17	57.55	60.07	52.49	53.45
41.48	41.60	34.81	24.61	37.89	33.68	39.02	37.31	34.16	45.03	47.77	42.22
51.30	48.26	45.97	47.11	51.24	45.12	56.36	48.14	38.51	53.30	48.91	52.04
34.91	45.96	41.74	57.20	42.36	51.75	54.92	47.26	46.96	56.72	47.08	52.93
49.67	45.90	46.21	46.30	39.26	33.47	32.79	31.72	42.67	35.06	41.74	35.38
56.82	48.27	51.92	54.33	60.03	68.65	60.28	57.22	42.16	78.01	63.17	62.88
66.85	73.43	63.73	58.21	60.65	44.61	52.41	57.70	53.53	64.91	51.20	59.36
69.03	55.13	49.35	32.84	54.36	49.75	44.76	32.40	61.99	59.63	51.02	49.34
56.07	46.03	42.53	54.43	42.41	55.20	44.43	48.71	52.93	41.12	44.85	49.61
42.74	34.24	42.46	53.47	49.82	54.04	52.83	59.27	37.71	34.61	45.28	51.63
43.57	41.90	55.64	65.53	64.31	67.51	53.76	46.66	60.61	61.51	58.65	66.30
48.70	52.80	42.58	39.99	36.74	51.75	46.07	48.58	59.41	49.09	41.58	33.39
38.83	39.83	39.47	66.10	53.14	57.48	43.62	56.89	57.53	61.02	50.43	60.22
46.84	54.08	44.71	57.34	53.55	49.14	37.76	54.08	54.73	50.01	37.77	47.29
55.58	64.15	57.33	48.30	47.35	54.52	64.54	69.37	49.90	58.12	57.70	55.85
