0.00	-0.20	-0.07	0.45	0.62
4.07	0.68	0.58	0.22	-0.43
3.36	1.08	0.73	0.34	0.77
1.64	0.79	-0.22	-0.14	-2.02
2.40	-0.25	0.16	0.11	-2.99
5.74	1.26	1.00	0.84	-0.36
2.26	-0.23	0.01	-0.21	3.31
-0.64	0.37	0.28	0.06	0.87
0.50	0.07	0.18	-0.20	3.59
2.69	1.59	1.04	1.06	-2.83
-0.95	-0.34	-0.10	-0.18	-0.01
2.75	1.58	0.10	0.25	-0.75
1.31	-0.34	1.03	0.14	0.57
0.38	1.57	0.48	1.02	2.42
1.99	0.24	0.00	0.22	-0.39
-1.22	1.86	0.26	-0.03	-2.33
1.17	0.93	0.31	0.19	0.00
3.52	1.92	-0.01	-0.11	-2.65
2.19	1.01	-0.06	1.04	-0.96
-1.84	-0.34	-0.55	0.17	-3.07
3.73	1.25	0.73	0.30	-4.27
4.13	2.10	0.43	0.02	0.16
1.97	0.25	0.61	0.26	-0.99
1.20	1.30	0.54	0.28	-0.31
3.07	0.78	0.68	0.22	-0.48
3.93	0.27	0.85	0.51	1.92
4.68	-0.04	0.32	0.72	-3.42
3.86	1.77	0.77	0.43	1.20
1.58	-0.03	0.59	0.65	-0.44
1.97	1.97	0.62	0.06	4.08
1.74	-0.36	-0.06	0.17	1.02
3.72	2.39	1.21	0.71	-0.93
3.30	0.14	1.45	0.83	-2.80
1.24	0.39	0.60	-0.13	-3.29
3.57	1.22	0.90	0.85	0.22
2.47	0.26	1.07	0.91	-1.62
2.17	1.59	0.50	-0.03	-3.78
1.81	-0.56	0.50	0.15	1.95
2.02	0.92	-0.09	-0.21	1.25
2.19	0.01	0.37	0.39	-4.75
-1.23	-0.03	0.04	-0.12	-1.40
1.77	1.24	0.18	0.06	3.41
2.50	-0.05	0.27	0.02	2.06
1.48	0.15	-0.01	0.04	2.66
-1.29	-0.61	-0.15	-0.03	-1.18
2.16	1.36	-0.03	0.89	1.09
1.05	0.34	0.95	0.06	5.30
0.17	-0.06	0.08	0.00	-4.52
1.77	0.21	0.64	0.80	2.18
4.07	1.67	1.04	1.27	-1.08
2.81	0.28	0.13	0.28	-0.78
-1.71	-0.21	-0.10	-0.08	-4.94
0.58	0.42	-0.32	-0.35	1.89
3.01	2.04	0.37	0.98	-7.01
1.92	0.08	0.38	0.56	2.41
2.68	0.30	-0.16	-0.09	0.02
0.68	0.67	-0.10	-0.33	-3.12
2.65	0.62	0.43	0.64	1.25
2.56	1.18	-0.33	-0.32	0.74
1.50	0.17	1.22	0.60	3.63
0.93	0.20	0.49	-0.30	-0.49
2.62	1.64	0.25	0.31	0.77
0.36	-0.33	0.01	0.26	0.78
5.13	1.13	0.32	0.34	0.82
4.27	0.59	-0.01	-0.20	-2.66
2.17	-0.97	0.45	0.16	-5.68
3.54	0.58	0.64	0.42	0.43
3.95	1.29	0.17	0.08	0.66
6.82	0.71	1.02	0.97	-2.86
2.48	-0.66	0.29	-0.31	0.77
0.82	1.12	0.94	0.49	-4.02
2.57	1.03	0.80	0.79	-4.03
0.97	0.52	0.85	0.49	4.18
-1.06	-0.49	-0.34	-0.20	-0.96
1.92	0.80	0.26	0.17	-3.00
2.57	2.59	1.45	0.84	-2.57
1.74	0.02	0.10	0.08	1.35
0.43	-0.60	0.64	-0.24	3.47
1.60	-0.77	0.92	0.92	0.90
0.81	1.54	0.01	-0.35	2.38
3.45	0.66	0.94	0.70	-0.31
0.66	0.33	0.41	-0.22	2.62
2.49	0.19	0.49	0.23	3.19
-0.64	-0.70	0.23	0.44	2.46
-0.23	-0.71	-0.17	-0.24	-0.78
1.66	-0.08	-0.44	-0.31	-1.06
1.01	0.73	-0.07	0.25	0.30
