X1	X2	X3	Y1
.626623	1.35167	.470911	-.557825
1.107252	1.217244	.736444	-.487915
.009751	-.457186	-.300371	-.327624
-.345527	-.834091	.785641	.403884
.194008	-.875128	-.755205	-.903606
-1.983861	-2.578131	-.629011	-.662848
.833771	-.470941	.375617	-.944327
.431031	1.439204	.440525	.174195
1.349913	2.108229	-1.103228	.723352
.390807	-1.194448	.180207	1.881286
1.01304	1.436679	.095064	1.929039
-2.150474	-.058072	-.558002	-1.676642
-.778576	-1.495613	-.328328	-.404691
-1.262636	.204869	.667057	-1.923912
-1.649316	.92303	.471432	.045999
1.21996	2.107481	1.687111	1.440941
-.20307	-.75047	.376562	1.287169
-3.776944	-3.727273	-1.840049	-2.656401
.77854	1.798119	2.038075	.672509
1.831101	1.184214	1.306885	1.100279
.596479	1.549828	2.25069	-.513256
-1.06202	-1.156633	-1.183984	-1.576286
.096795	-.721811	-.255463	1.037033
-2.557809	-2.366828	-1.239354	-.783795
.858395	-1.52632	.51575	.244054
.147001	.200191	-.906318	.547469
-1.433559	-1.80028	-1.461265	-1.021158
.76077	1.221419	-.274692	.423876
.815434	-1.357811	-.234683	-.025529
-1.297006	-.528904	.983893	-.127639
-.271892	.51493	.978151	.682292
-.177386	-1.403823	-.958973	-.053734
-.12491	-.645041	-.225598	1.530584
1.02819	-.276505	1.309683	.760996
-.100274	-.703192	.89673	2.185284
1.455035	2.585442	2.395727	1.620553
-.596003	.612569	-1.712507	-.713399
.547218	-1.628346	-.74014	1.706738
-1.646465	-.443582	-1.630035	-1.09127
.353201	1.062715	.855044	.342287
-3.741239	-2.063518	-1.25002	-.705477
.053331	-.00643	.05241	.046744
1.66296	1.323126	.46293	-.156751
-.325919	.830689	1.487459	.513715
-1.098703	.247915	.299708	-.019183
1.641003	-.381505	.193569	.126484
-1.015712	-.294671	-1.154013	.162994
.045368	.0975	-1.815436	-1.946559
-.785199	.163795	.801005	.830568
1.8397	-1.118382	-.917395	1.78657
-1.861695	-3.026336	-.98832	.148546
-.336181	1.336746	.173253	-.78009
1.783534	1.338766	1.577289	1.774264
1.235626	1.356384	.63664	-.534343
-.051194	.248669	.044474	1.097432
-.368365	.263353	-.962836	.028782
.25107	.205936	.648356	-.610965
-1.729981	-2.240184	-1.357897	-.549951
.983442	1.292866	1.54474	.170573
-.337286	-1.127385	-2.066306	-.76341
-.766675	.182833	.971993	-.873269
-2.304888	-.265467	.523487	-.68164
-.240124	.527757	-2.270228	.564051
1.611566	-1.695117	-.45014	1.097807
.725914	-.180351	1.182991	1.0718
1.146918	.607909	.423618	-.071939
-.1009	-.464899	-.800909	-.10423
2.579649	.334919	.431383	1.91062
-1.014079	-.726867	-1.036557	-1.177283
-.007695	.741866	-.611982	-.233057
1.291209	1.656151	2.060354	.034365
-1.002424	.852643	-.132067	-1.440347
-.287122	-1.24849	-.949533	1.563684
.456583	1.019212	-.071387	-.834487
1.253598	1.232628	.63357	-1.19565
.490127	-1.360206	-.245898	-.294909
.840886	2.365641	2.477274	1.272042
1.076005	-.784585	.214867	1.263701
1.405244	-.445933	-.177368	-.137212
-.556353	1.315701	-.961506	-.121628
-1.250435	-.730743	-1.792356	-.05266
-.852263	.442733	.691131	-.309723
.46524	-1.281641	-.117938	-1.017908
1.551636	1.675793	-.515536	-.345499
-1.0863	-1.519625	-1.103837	-1.490965
.005292	.728615	-.044133	-.267704
1.575464	.373657	.927103	1.325268
2.587896	.652874	1.40563	1.3538
-1.016692	.220727	-1.574766	-.142501
-.875961	-1.255235	.102645	-1.534097
2.085646	.687022	.381212	1.162984
.510081	2.039062	.029121	1.476468
-1.591865	.512923	-.342125	-.468683
-.725949	-.127233	-1.057517	-1.051773
-1.737622	-.036245	-1.122593	-.263387
1.020833	.22019	.092462	1.173959
-.240435	-.845526	-.48851	1.007228
1.458781	.475588	.63102	.507855
.864615	.570742	.267672	.28073
-2.577375	-1.126793	-.495467	-.363035
-.813052	.064502	.719534	.39272
.492668	3.304561	-.114898	.169364
3.9128	3.430737	1.350896	1.014158
-.623664	-.635407	-.278282	-1.075757
-2.068844	-.397513	-1.049015	.021063
.959213	.39204	1.732908	2.451649
.723417	.571427	.864553	1.279865
-2.155589	1.026311	-.573409	-.915782
-.122403	2.379651	.723045	.368216
-.287205	.783373	.184843	-.282921
-.636932	-1.513937	-1.397149	-1.835312
-.720741	-.114493	.93995	-.63764
1.967053	2.261374	1.402469	1.700879
-1.107881	-1.509522	-.583181	-.881563
.369463	-.365763	-.404124	.228646
-.544655	.292676	1.0278	.143836
.990385	-.095688	-.634947	-.744718
.406645	-.656282	-.878587	-.566135
-.291006	-1.244522	-.382397	.571552
-.693734	.066357	.556895	-.45522
-.020816	-.752773	.528685	1.455467
2.988389	2.846283	-.313346	.24345
.405628	.397363	-.539659	-.117679
.634032	1.316028	.757668	-.158907
.579721	-.761735	-1.204183	-.931255
-.841284	-2.523198	-1.525475	-1.37618
1.741084	-.313309	-.471975	-1.101535
-.329572	-1.035682	-1.58614	-.36384
-.012417	-1.450193	.324221	-1.051252
.47812	-3.071238	-1.738803	.088821
1.572252	-.032358	.655742	.699264
-.825418	-1.57603	-1.222893	1.943285
-.92849	-3.285861	-1.623135	-.442516
2.020418	1.029799	-.686877	.284527
1.080504	-.323358	-.248277	.652163
1.170127	1.238242	1.911209	1.068214
-1.609956	-.436961	-.874591	-2.141812
-.430366	-1.22784	-1.481846	-.99811
-.017512	-.835456	-1.242899	-.276712
-1.288133	-2.425253	-1.348496	-.68183
-.046214	-.32914	.349842	1.177408
-1.942329	-.701955	-2.544676	-.648967
1.696658	.303592	-.107481	1.715621
-.373014	-.011085	-1.632864	-.83807
-.989281	1.236543	-.837396	.052867
.727864	-.222006	-.118795	.638815
-2.436687	-1.815989	.1202	-1.416562
.781367	-1.09851	.48593	.938801
-.149903	.565495	-1.326004	-1.666448
-.542248	-.607396	-.803556	-1.759819
.056413	-.773638	.503395	.480501
1.694509	2.04738	1.946597	2.220022
.030365	-.35834	-.099904	.012948
.133667	1.119066	.937012	.897981
-1.392247	-1.821832	-.094042	-.408178
-1.43394	-.915711	.298796	.188598
-.873043	-.432221	-.6825	-.861838
1.06673	1.186731	-.398045	-.433455
-.564205	-1.592809	.444293	-.416911
-.919015	-.87654	-1.838314	-.585119
2.267023	2.070162	1.540107	1.69414
-.168854	.325144	.490408	1.247052
1.692408	2.136921	-.279812	1.326088
-2.297247	-1.932763	-.449881	.32252
-.273555	1.611528	1.453556	-.396546
.278863	.261444	-.124084	.493664
-.188574	-2.612904	-.506781	.109825
.779428	.823837	.201693	-.902562
-.129623	-2.442732	.883974	.481044
1.205255	-.843442	-.375997	-.777151
-.528238	.624955	.430509	.727894
.946199	-.971549	.513634	-.190295
1.385691	1.697955	2.071238	-.387891
-.724024	-.477069	-1.504198	-.238379
1.607667	1.560057	1.829053	1.793835
-.575605	.359962	.998406	-.08824
-1.281654	-1.025203	-.335525	-.68451
1.068725	.744081	-.057507	-.157875
-.095769	.381876	-.68583	.402027
-1.040149	.137666	.396759	-1.488129
.028179	.253191	.393138	-.614328
-1.164918	.28958	-.684893	-.170156
1.747241	2.046392	.757174	1.06681
1.580389	1.128436	.635526	1.018467
.176427	-1.6217	.835661	.403719
2.312717	.960749	-.839886	-.768716
.148989	.482026	.201946	.45728
-.717762	-.437402	.481996	.213482
-.779071	-.385008	.878623	-.801491
-2.608176	-1.81128	-.465393	-.679611
-.862419	-1.534046	-.766576	-1.548995
1.109059	.417493	1.593876	.411155
-.996749	-1.461462	-.308359	-1.06476
1.074745	.129855	.468496	-.587646
1.468292	1.14183	1.37533	.108842
1.918008	1.589568	.004517	-1.560607
.058485	.090073	-.331329	-.502922
-.056666	1.297233	.73066	.71727
1.262517	1.281379	1.975778	.92213
-2.020983	-1.283204	-1.894906	-1.820437
.323349	-.247669	.650608	.47072
.88469	-.648726	.792951	.283519
.66037	-.063066	-.089544	-1.612265
-.7082	-1.197528	.087004	-1.251168
-2.997579	-2.364863	-1.140446	-.703271
-1.352282	-1.340999	-.289229	-1.893155
1.733706	2.210652	.120841	1.194727
.807775	.171839	.166481	.626188
-.003285	.128034	1.31666	-1.203546
.167753	.318209	-.277734	-2.205728
-.428331	-1.970677	-.45469	-1.02543
.096488	-1.024111	-.572874	.12864
-.230782	1.664033	.256602	-.592607
2.827698	2.749357	1.039136	.339469
-1.960113	-1.300349	-1.10987	-1.213709
-1.386782	-1.418537	.91652	.211134
-2.337043	-1.315219	-.346245	-.192179
-.5522	-.458802	1.056735	-.285217
.536254	1.447188	-1.301056	-.68
-.286316	-1.025222	-1.320028	.338285
3.063023	3.146801	1.455039	2.014348
.39478	-1.262811	-.698736	-2.146525
-1.137429	-1.099552	-.642591	.269888
-1.768438	-.659934	-.177576	-.512835
.535376	.812307	-.10911	.260667
1.298767	-.127082	1.498544	2.480239
-1.323434	-2.860515	-1.121095	.648905
1.43717	.645378	1.741036	.66436
-.577646	-.561638	-1.688947	.298592
.652879	-2.306519	-.227501	-.208425
-.12246	.610441	-.916325	-1.147113
-.191399	2.898965	1.931431	.070602
.033084	-.672499	-.337939	-2.552461
1.344368	1.83575	.60274	.118076
-.180693	.23459	.71543	.481344
.219719	-.004446	-1.30961	-1.197945
-.381672	-.409199	2.184122	.45336
-.056334	.910465	.595004	.946276
-.993806	.590861	.519771	-1.406156
-1.294931	-.54406	.227346	-1.014495
-1.723418	-2.449957	-2.08177	-2.098081
3.535851	2.335286	1.308073	2.74013
-2.709525	-2.264965	-2.104247	-1.130844
-.025463	-.626297	.633982	1.079766
.245959	.27074	-.083582	-.511814
-.621045	-2.042567	-2.076274	-1.613749
.282257	-.698584	.630705	.308707
-.258739	.57598	-.657405	.514124
-.734174	-1.230014	-.890676	.346698
1.174652	-.06872	-.873098	-1.172665
.212442	-2.213703	-1.272408	-1.062761
-1.792811	-1.08143	-1.350415	.01954
-.493834	-.198062	-.286481	.137433
-1.258184	-1.147509	.589489	-.009979
2.129612	1.513811	.174472	1.113854
1.023561	-.313965	-.418206	.108698
-.58427	1.620686	-.342975	-.565497
.462276	-.231692	.103491	-1.435692
-.718224	.248808	-.738775	-.145145
-.2987	1.121166	.100405	-.114366
.571095	.505046	.122436	-.866723
-.880047	-1.121394	-.709489	-1.652115
-.396301	.099254	-.616169	-.289997
.384133	.795894	.67975	1.405344
-1.000138	-1.905426	-2.116189	-1.3511
.450624	1.821455	1.930841	.145998
.915101	-.74659	-.144887	.941352
1.482166	1.562403	.580102	1.367903
1.076692	-.180231	.479748	.24397
1.898925	-.877143	1.104063	-1.426824
.944759	.64786	.2535	-.055576
-.000977	-.47902	-.547064	1.251165
-.650823	.15532	1.027908	-1.363005
-.691914	.801129	-.630199	-1.37611
1.334034	-1.166328	-.516977	-.878404
.129406	1.549455	-.522462	.764208
-.250412	-.323665	-.033832	.717183
.181866	.380728	-.517231	-.976688
-.395775	-.779726	-.517359	-1.059822
-2.374006	.468991	.203936	-.530874
.780934	.489071	-.865624	-.119961
-1.144218	-.424298	-.094358	-1.502491
-1.026647	-1.109084	-.318774	.475806
-.84752	-.013531	-.156947	-.245491
-.834071	.054242	-.254886	.366829
.106112	-.10608	-.346772	.996547
.825954	-1.780345	-.295466	1.38802
.766972	-.36501	1.990642	.986595
1.584468	1.202569	1.047401	2.051178
.009554	.790984	.345994	-1.103899
.475499	.434835	-.498781	.909843
-2.669309	-2.233239	-1.667397	-3.675786
1.741327	-1.122657	-.466401	.329071
-.226684	-.214057	-.90893	-1.315411
-.43866	-1.079913	.142378	-.671797
-2.135	-.615871	-2.001955	-2.28298
-1.526074	-1.03471	-1.376787	-.241959
-1.141559	.178718	-1.453414	-.033391
1.651893	3.209442	.891354	1.098081
1.596107	-.932705	-.649345	.809031
-.601616	-1.374101	-.444361	-.837815
-2.236723	-2.304509	.256621	-.262271
-.743266	-1.786764	-.139341	-2.254657
1.762708	-.619811	-.80475	-1.100934
.21667	.355933	-.278137	1.425451
.901701	-.546094	-.862463	.580236
.523553	1.496732	1.073792	.65175
-.557869	-1.059097	-1.086537	-.530689
-.667554	.006248	.254	-1.639448
-.585663	1.80951	1.168196	1.220772
.329426	1.562965	-1.959293	-.762294
.71533	.143581	-.138066	.640902
1.323156	.994656	1.862416	.500615
-.278335	-.306992	-.432581	1.152273
-1.01314	-1.339124	.112494	.067122
-.582864	.401868	-.441174	2.007943
-1.50398	-1.575547	-.342157	-1.205795
-.299075	-1.744658	-1.927841	-.462657
.259076	.79016	-.418736	-.214447
1.399042	.152258	.970942	1.278194
-2.267089	.183897	-1.15876	-1.909259
-.189557	-.707729	.277361	.911147
.889077	.526193	-.156506	1.309492
-.26632	.551139	.229509	1.625467
-.11543	-1.994138	-.429275	.899315
.378767	-.11999	-.435391	-.264506
-.651554	.8644	-.390517	.578574
1.382923	-.295572	.469053	.47757
2.282138	2.731343	.558867	.615602
-.363453	-.129603	-1.26607	-.092996
-.605565	-.849099	-1.629452	.324292
2.270772	2.10276	.937534	1.134966
-.214305	.271916	.104642	-.93156
